-DOCSTART- -X- O
9 OT B-O 
4 OT B-O 
- OT B-O 
نحوه OT B-O 
كار OT B-O 
PLC AN I-AN 
9 OT B-O 

Windows OT B-O 
Media OT B-O 
Player OT B-O 
نسخه OT B-O 
10 OT B-O 
تحت OT B-O 
موبایل OT B-O 
Photo OT B-O 
Caller OT B-O 
ID AN B-AN 
که OT B-O 
عکس OT B-O 
فرد OT B-O 
تماس OT B-O 
گیرنده OT B-O 
را OT B-O 
نشان OT B-O 
می OT B-O 
دهد OT B-O 
. OT B-O 

PHP AN B-AN 
Code OT B-O 
: OT B-O 
$ OT B-O 
x OT B-O 
< OT B-O 
5 OT B-O 
اگر OT B-O 
مقدار OT B-O 
x OT B-O 
مثلا OT B-O 
3 OT B-O 
باشد OT B-O 
این OT B-O 
عملگر OT B-O 
True OT B-O 
رو OT B-O 
برمی OT B-O 
گرداند OT B-O 
. OT B-O 

‫سپس OT B-O 
مثال OT B-O 
‪ OT B-O 
1 OT B-O 
- OT B-O 
1 OT B-O 
‬ OT B-O 
پیکربندی OT B-O 
مربوطه OT B-O 
و OT B-O 
بعضی OT B-O 
دستور OT B-O 
های OT B-O 
نمایش OT B-O 
را OT B-O 
در OT B-O 
مسیریاب OT B-O 
‪ OT B-O 
RD2 AN B-AN 
‬ OT B-O 
نشان OT B-O 
دهد OT B-O 
که OT B-O 
قبل OT B-O 
از OT B-O 
اسوتفاده OT B-O 
از OT B-O 
‬ OT B-O 
‫دستور OT B-O 
فاصله OT B-O 
اندازی OT B-O 
برای OT B-O 
جلوگیری OT B-O 
از OT B-O 
بروز OT B-O 
مشکل OT B-O 
مورد OT B-O 
استفاده OT B-O 
قرار OT B-O 
می OT B-O 
گیرند OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
این OT B-O 
مثال OT B-O 
نشان OT B-O 
می OT B-O 
دهد OT B-O 
که OT B-O 
مسویریاب OT B-O 
‬ OT B-O 

فيلتر LF B-LF 
گاوسي LF I-LF 
پايين‌گذر LF I-LF 
( OT B-O 
G OT B-O 
- OT B-O 
LPF AN B-AN 
) OT B-O 
پاسخ OT B-O 
ضربه‌اي OT B-O 
در OT B-O 
حوزه‌ي OT B-O 
زمان OT B-O 
به OT B-O 
صورت OT B-O 
زير OT B-O 
دارد OT B-O 
: OT B-O 
كه OT B-O 
محدوده‌ي OT B-O 
تغييرات OT B-O 
از OT B-O 
0 OT B-O 
تا OT B-O 
بي‌نهايت OT B-O 
است OT B-O 
. OT B-O 
در OT B-O 
رابطه‌ي OT B-O 
بالا OT B-O 
Q OT B-O 
( OT B-O 
t OT B-O 
) OT B-O 
تابع OT B-O 
احتمال OT B-O 
گاوسي LF I-LF 
با OT B-O 
فرمول OT B-O 
زير OT B-O 
است OT B-O 
: OT B-O 

‫‪ OT B-O 
. OT B-O 
‬ OT B-O 
دستور OT B-O 
‪ OT B-O 
show OT B-O 
ip OT B-O 
policy OT B-O 
‬ OT B-O 
تنها OT B-O 
نشان OT B-O 
می OT B-O 
دهد OT B-O 
که OT B-O 
میانجی OT B-O 
کدام OT B-O 
‪ OT B-O 
PBR AN B-AN 
‬ OT B-O 
توانمند OT B-O 
است OT B-O 
و OT B-O 
از OT B-O 
نقشه OT B-O 
مسیر OT B-O 
استفاده OT B-O 
کرده OT B-O 
‬ OT B-O 

- OT B-O 
نوع OT B-O 
دوم OT B-O 
، OT B-O 
کلیدهای LF B-LF 
هوشمند LF I-LF 
معمولی LF I-LF 
هستند OT B-O 
که OT B-O 
به OT B-O 
آنها OT B-O 
: OT B-O 
VIT OT B-O 
Smart OT B-O 
Switch OT B-O 
و LF I-LF 
یا OT B-O 
به OT B-O 
طور OT B-O 
خلاصه OT B-O 
VSS AN B-AN 
گفته OT B-O 
می OT B-O 
شود OT B-O 
. OT B-O 
از OT B-O 
VSS AN I-AN 
ها LF I-LF 
به OT B-O 
تعداد OT B-O 
لازم OT B-O 
در OT B-O 
نقاط OT B-O 
قطع OT B-O 
و LF I-LF 
وصل OT B-O 
شبکه OT B-O 
، OT B-O 
در OT B-O 
خط OT B-O 
اصلي OT B-O 
و LF I-LF 

‫ OT B-O 
قرار OT B-O 
دارد OT B-O 
در OT B-O 
جدول OT B-O 
توپولوژی OT B-O 
‬ OT B-O 
OSDF AN B-AN 
‫ OT B-O 
هیچ OT B-O 
کدام OT B-O 
از OT B-O 
شبکه OT B-O 
هایی OT B-O 
که OT B-O 
در OT B-O 
داخل OT B-O 
حوزه OT B-O 
‬ OT B-O 
، OT B-O 
‫ OT B-O 
فهرست OT B-O 
می OT B-O 
کند OT B-O 
‬ OT B-O 
EIGRP AN B-AN 
. OT B-O 
‫ OT B-O 
نیست‬ OT B-O 
، OT B-O 
‫ OT B-O 
قرار OT B-O 
دارد OT B-O 
‬ OT B-O 
EIGRP AN I-AN 
‫ OT B-O 
که OT B-O 
در OT B-O 
‬ OT B-O 
R2 OT B-O 
‫ OT B-O 
مربوط OT B-O 
به OT B-O 
‬ OT B-O 

‫‪ OT B-O 
3 OT B-O 
- OT B-O 
3 OT B-O 
‬ AN B-AN 
باز OT B-O 
توزیع OT B-O 
به OT B-O 
سمت OT B-O 
پروتکل OT B-O 
‪ OT B-O 
21 OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
OSPF‬‬ AN I-AN 
‫‪ OT B-O 
3 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
1‬ OT B-O 
مرجع OT B-O 
دستور OT B-O 
باز OT B-O 
توزیع OT B-O 
‪ OT B-O 
21 OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
OSPF‬‬ AN I-AN 

. OT B-O 
‫ماند OT B-O 
‬ OT B-O 
‫ OT B-O 
با OT B-O 
زیر OT B-O 
شبکه OT B-O 
‬ OT B-O 
، OT B-O 
OSPF AN B-AN 
‫ OT B-O 
به OT B-O 
سمت OT B-O 
‬ OT B-O 
EIGR AN B-AN 
‫ OT B-O 
باز OT B-O 
توزیع OT B-O 
از OT B-O 
‬3 OT B-O 
- OT B-O 
1 OT B-O 
‫ OT B-O 
مثال‬ OT B-O 

ريتم OT B-O 
را OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
متنهاي OT B-O 
شناخته OT B-O 
شده OT B-O 
و OT B-O 
به OT B-O 
روش OT B-O 
سعي OT B-O 
و OT B-O 
خطا OT B-O 
متن OT B-O 
رمز OT B-O 
شده OT B-O 
را OT B-O 
بشكند OT B-O 
. OT B-O 
با OT B-O 
اين OT B-O 
سه OT B-O 
شرط OT B-O 
دليلي OT B-O 
وجود OT B-O 
ندارد OT B-O 
كه OT B-O 
كليد OT B-O 
رمزنگاري OT B-O 
را OT B-O 
نتوان OT B-O 
به OT B-O 
صورت OT B-O 
عمومي OT B-O 
در OT B-O 
اختيار OT B-O 
همه OT B-O 
قرار OT B-O 
داد OT B-O 
. OT B-O 
RSA AN B-AN 

‫ OT B-O 
‪ OT B-O 
RD2 AN B-AN 
‬ OT B-O 
به OT B-O 
حوزه OT B-O 
‪ OT B-O 
2 AN I-AN 
‬ OT B-O 
برمی OT B-O 
گردد OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫این OT B-O 
مسیر OT B-O 
طوالنی OT B-O 
به OT B-O 
دلیل OT B-O 
آنکه OT B-O 
تبلیغات OT B-O 
مسیریابی OT B-O 
که OT B-O 
در OT B-O 
جهت OT B-O 
مخالف OT B-O 
جریان OT B-O 
دارند OT B-O 
‪ OT B-O 
،‬ OT B-O 
اتفاق OT B-O 
می OT B-O 
افتند OT B-O 
تبلیوغ OT B-O 
از OT B-O 
‪ OT B-O 
RD2 AN I-AN 
‬ OT B-O 
بوه OT B-O 
‬ OT B-O 

‬ OT B-O 
در OT B-O 
سمت OT B-O 
راست OT B-O 
‪ OT B-O 
، OT B-O 
‬‬ OT B-O 
‫‪ OT B-O 
، OT B-O 
R5 OT B-O 
‬ OT B-O 
مسیری OT B-O 
که OT B-O 
از OT B-O 
‬ OT B-O 
‫ OT B-O 
‪ OT B-O 
ABR AN B-AN 
R4 OT B-O 
‬ OT B-O 
نشان OT B-O 
داده OT B-O 
شده OT B-O 
است OT B-O 
که OT B-O 
ارزش OT B-O 
تام OT B-O 
آن OT B-O 
‪ OT B-O 
128 OT B-O 
‬ OT B-O 
است OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
سپس OT B-O 
‬ OT B-O 
‫ OT B-O 
مسیر OT B-O 
عبوری OT B-O 
از OT B-O 
‬ OT B-O 

كنتاكتهاي LF B-LF 
حالت LF I-LF 
عادي LF I-LF 
بسته LF I-LF 
( OT B-O 
NC AN B-AN 
) OT B-O 
كنتاكتهاي LF I-LF 
حالت LF I-LF 
عادي LF I-LF 
باز LF I-LF 
( OT B-O 
NO AN B-AN 
) OT B-O 
1 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
3 OT B-O 
كنتاكتورها OT B-O 
و OT B-O 
هاديها OT B-O 
بايد OT B-O 
طوري OT B-O 
انتخاب OT B-O 
شود OT B-O 
كه OT B-O 
جريان OT B-O 
بار OT B-O 
نامي OT B-O 
را OT B-O 
به OT B-O 
طور OT B-O 
مداوم OT B-O 
بتواند OT B-O 
تحمل OT B-O 
كند OT B-O 
و OT B-O 
در OT B-O 
اين OT B-O 
حال LF I-LF 
هيچ OT B-O 
‌گونه OT B-O 
خسارت OT B-O 
يا OT B-O 
آسيبي OT B-O 
به OT B-O 
آن OT B-O 
يا OT B-O 
اجزاي OT B-O 
مجاور OT B-O 
آن OT B-O 
وارد OT B-O 
نشود OT B-O 
. OT B-O 

طول OT B-O 
كابل OT B-O 
اتصال OT B-O 
بين OT B-O 
گان OT B-O 
و OT B-O 
واحد OT B-O 
كنترل OT B-O 
m5 OT B-O 
است OT B-O 
. OT B-O 
سري OT B-O 
2000 OT B-O 
2125S OT B-O 
2151S OT B-O 

8 OT B-O 
- OT B-O 
2 OT B-O 
- OT B-O 
9 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
ویژگی OT B-O 
MUDBUS OT B-O 
• OT B-O 
می OT B-O 
تواند OT B-O 
master OT B-O 
/ OT B-O 
slave OT B-O 
باشد OT B-O 
• OT B-O 
سرعت OT B-O 
انتقال OT B-O 
داده OT B-O 
19 OT B-O 
. OT B-O 
2 OT B-O 
کیلو OT B-O 

1 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
11 OT B-O 
- OT B-O 
4 OT B-O 
- OT B-O 
طیف OT B-O 
گسترده OT B-O 
( OT B-O 
SPREAD OT B-O 
SPECTRUM OT B-O 
) OT B-O 
86 OT B-O 
2 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
11 OT B-O 
- OT B-O 
4 OT B-O 
- OT B-O 
سیستم OT B-O 
های OT B-O 
رادیویی OT B-O 
UHF AN B-AN 
/ OT B-O 
VHF AN B-AN 
88 OT B-O 
3 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
11 OT B-O 
- OT B-O 
4 OT B-O 
- OT B-O 
سیستمهای OT B-O 
رادیو OT B-O 
ترانک OT B-O 
88 OT B-O 

بدين OT B-O 
ترتيب OT B-O 
برنامه OT B-O 
هاي OT B-O 
نوشته OT B-O 
شده OT B-O 
به OT B-O 
روش OT B-O 
FBD AN B-AN 
عبارتند OT B-O 
از OT B-O 
يك OT B-O 
سري OT B-O 
جعبه OT B-O 
كه OT B-O 
به OT B-O 
يكديگر OT B-O 
متصل OT B-O 
گرديده OT B-O 
اند OT B-O 
. OT B-O 
روشهاي OT B-O 
فوق OT B-O 
الذكر OT B-O 
معمولاً OT B-O 
بطور OT B-O 
مستقل OT B-O 
كاربرد OT B-O 
چنداني OT B-O 
ندارد OT B-O 
و OT B-O 
اغلب OT B-O 
براي OT B-O 
عيب OT B-O 
يابي OT B-O 
و OT B-O 
يا OT B-O 
شناخت OT B-O 
منطق OT B-O 
كنترل OT B-O 
سيستم OT B-O 
ناشناخته OT B-O 
بسيار OT B-O 
مفيد OT B-O 
است OT B-O 
. OT B-O 
شكل OT B-O 
پايين OT B-O 
يك OT B-O 
نمونه OT B-O 
برنامه OT B-O 
نوشته OT B-O 
شده OT B-O 
به OT B-O 
روش OT B-O 
CSF AN B-AN 
را OT B-O 
نمايش OT B-O 
مي OT B-O 
دهد OT B-O 
. OT B-O 

خلاصه OT B-O 
: OT B-O 
نشان OT B-O 
داده OT B-O 
شد OT B-O 
كه OT B-O 
محيط‌هاي OT B-O 
بسياري OT B-O 
وجود OT B-O 
دارد OT B-O 
كه OT B-O 
در OT B-O 
آنها OT B-O 
به OT B-O 
طور OT B-O 
طبيعي OT B-O 
شرايط OT B-O 
ناسازگاری OT B-O 
برای OT B-O 
عملكرد OT B-O 
توربين OT B-O 
گازي OT B-O 
وجود OT B-O 
دارد OT B-O 
، OT B-O 
اما OT B-O 
جنرال LF B-LF 
الكتريك LF I-LF 
( OT B-O 
GE AN B-AN 
) OT B-O 
حوزة OT B-O 
وسيعي OT B-O 
از OT B-O 
تجهيزاتی OT B-O 
را LF I-LF 
که OT B-O 
بر OT B-O 
رفتار OT B-O 
دهانة OT B-O 
ورودي OT B-O 
توربين OT B-O 
اثر OT B-O 
گذارند OT B-O 
گسترش OT B-O 
داده OT B-O 
است OT B-O 
كه OT B-O 
اجازه OT B-O 
مي‌دهد OT B-O 
ماشين‌هاي OT B-O 
ساخت OT B-O 
آن OT B-O 
با OT B-O 
اين OT B-O 
شرايط OT B-O 
سازگار OT B-O 
شده OT B-O 
و OT B-O 
به OT B-O 
صورت OT B-O 
موفقيت‌آميزي OT B-O 
كار OT B-O 
كنند OT B-O 
. OT B-O 
با OT B-O 
اطلاعات OT B-O 
داده OT B-O 
شده OT B-O 
در OT B-O 
اين OT B-O 
مقاله OT B-O 
اميد OT B-O 
است OT B-O 
كه OT B-O 
كاربران OT B-O 
توربين OT B-O 
گازي OT B-O 
قادر OT B-O 
باشند OT B-O 
نيازمنديهاي OT B-O 
دروني OT B-O 
سيستم OT B-O 
را LF I-LF 
براي OT B-O 
رفتار OT B-O 
دهانة OT B-O 
ورودي OT B-O 
هوا OT B-O 
بشناسند OT B-O 
تا OT B-O 
با OT B-O 
آگاهي OT B-O 
و OT B-O 
كارداني OT B-O 
بيشتر OT B-O 
قسمت‌هاي OT B-O 
مختلف OT B-O 
تجهيزات OT B-O 
و OT B-O 
اپشن OT B-O 
های OT B-O 
ان OT B-O 
را LF I-LF 
بکار OT B-O 
گرفته OT B-O 
انتخاب OT B-O 
كنند OT B-O 
. OT B-O 
مهندسان OT B-O 
جنرال LF I-LF 
الكتريك LF I-LF 
داراي OT B-O 
چندين OT B-O 
سال OT B-O 
تجربه OT B-O 
در OT B-O 
اين OT B-O 
زمينه OT B-O 
هستند OT B-O 
و OT B-O 
آمادة OT B-O 
مشاوره OT B-O 
و OT B-O 
كمك OT B-O 
در OT B-O 
انتخاب OT B-O 
قسمت‌هاي OT B-O 
مختلف OT B-O 
دهانه OT B-O 
ورودي OT B-O 
و OT B-O 
تجهيزات OT B-O 
مناسب OT B-O 
براي OT B-O 
افزايش OT B-O 
كارايي OT B-O 
و OT B-O 
بازده OT B-O 
توربين OT B-O 
گازي OT B-O 
، OT B-O 
افزایش OT B-O 
قابليت OT B-O 
اعتماد OT B-O 
آن OT B-O 
و OT B-O 
افزایش OT B-O 
ضریب OT B-O 
نگهداري OT B-O 
سيستم OT B-O 
مي‌باشند OT B-O 
. OT B-O 

‫▪ OT B-O 
در OT B-O 
مورد OT B-O 
مسیریاب OT B-O 
‪ OT B-O 
، OT B-O 
RD1 AN B-AN 
‬ AN B-AN 
که OT B-O 
باز OT B-O 
توزیع OT B-O 
را OT B-O 
اجرا OT B-O 
کرده OT B-O 
است OT B-O 
‪ OT B-O 
،‬ OT B-O 
جدول OT B-O 
توپولوژی OT B-O 
‪ OT B-O 
EIGRP AN B-AN 
‬ AN I-AN 
از OT B-O 
طریق OT B-O 
باز OT B-O 
توزیع OT B-O 
‪ OT B-O 
، OT B-O 
‬‬ OT B-O 
‫ OT B-O 
واسط OT B-O 
خروجی OT B-O 
فهرست OT B-O 
می OT B-O 
کند OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫▪ OT B-O 
همه OT B-O 
مسیرهای OT B-O 
باز OT B-O 
توزیع OT B-O 
شده OT B-O 
تخمین OT B-O 
‪ OT B-O 
FD‬ AN I-AN 
مشابهی OT B-O 
دارند OT B-O 
( OT B-O 
‪ OT B-O 
، OT B-O 
) OT B-O 
25 OT B-O 
68448‬ OT B-O 
چون OT B-O 
همه OT B-O 
آنها OT B-O 
از OT B-O 
یک OT B-O 
متریک OT B-O 
جز OT B-O 
‬ AN I-AN 

‫ OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﺑﻪ OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﻏﯿﺮ OT B-O 
ﺳﺎﺧﺖ OT B-O 
ﯾﺎﻓﺘﻪ OT B-O 
اﻏﻠﺐ OT B-O 
ﺑﻪ OT B-O 
ﺻﻮرت OT B-O 
ﺳﯿﻞآﺳﺎ OT B-O 
ﻋﻤﻞ OT B-O 
ﻣﯽﮐﻨﻨﺪ OT B-O 
ﮐﻪ OT B-O 
اﯾـﻦ OT B-O 
روش OT B-O 
داراي OT B-O 
ﺳـﺮﺑﺎر OT B-O 
ارﺗﺒﺎﻃـﺎﺗﯽ OT B-O 
‬ OT B-O 
‫ OT B-O 
ﻣﯽﺑﺎﺷﺪ OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
اﻏﻠﺐ OT B-O 
روشﻫﺎي OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﺑﻪ OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﺳﺎﺧﺖ OT B-O 
ﯾﺎﻓﺘﻪ OT B-O 
ﻧﯿﺰ OT B-O 
از OT B-O 
‪ OT B-O 
DHT AN B-AN 
‬ OT B-O 
ﺑﺮاي OT B-O 
اﯾﻦ OT B-O 
ﮐﺎر OT B-O 
اﺳﺘﻔﺎده OT B-O 
ﻣﯽﮐﻨﻨـﺪ OT B-O 
ﮐـﻪ OT B-O 
از OT B-O 
ﺟﻤﻠـﻪ OT B-O 
‬ OT B-O 

در OT B-O 
نتیجه OT B-O 
ساخت OT B-O 
Datamart OT B-O 
بسیار OT B-O 
سریع OT B-O 
تر OT B-O 
از OT B-O 
کل OT B-O 
انبار OT B-O 
داده OT B-O 
ها OT B-O 
است OT B-O 
. OT B-O 
یکی OT B-O 
از OT B-O 
گام OT B-O 
های OT B-O 
مهم OT B-O 
در OT B-O 
فرآیند OT B-O 
ساخت OT B-O 
انبار OT B-O 
داده OT B-O 
ها OT B-O 
مرحله OT B-O 
ETL AN B-AN 
است OT B-O 
. OT B-O 
در OT B-O 
این OT B-O 
مرحله OT B-O 
داده OT B-O 
ها OT B-O 
از OT B-O 
پایگاه OT B-O 
داده OT B-O 
های OT B-O 
سیستم OT B-O 
های OT B-O 
تراکنشی OT B-O 
, OT B-O 
واکنشی OT B-O 
شده OT B-O 
و OT B-O 
پس OT B-O 
از OT B-O 
پالایش OT B-O 
در OT B-O 
انبار OT B-O 
داده OT B-O 
ها OT B-O 
قرار OT B-O 
می OT B-O 
گیرد OT B-O 
. OT B-O 

به OT B-O 
عنوان OT B-O 
مثال OT B-O 
زمانی OT B-O 
که OT B-O 
شما OT B-O 
از OT B-O 
websocket OT B-O 
Polyfill OT B-O 
استفاده OT B-O 
می OT B-O 
کنید OT B-O 
این OT B-O 
اسکریپت OT B-O 
کلاس OT B-O 
window OT B-O 
. OT B-O 
websocket OT B-O 
را OT B-O 
با OT B-O 
همان OT B-O 
مقادیر OT B-O 
و OT B-O 
متدهای OT B-O 
اورجینال OT B-O 
Websocket OT B-O 
در OT B-O 
مرورگرهای OT B-O 
قدیمی OT B-O 
ایجاد OT B-O 
می OT B-O 
نماید OT B-O 
. OT B-O 
بنابراین OT B-O 
احتیاجی OT B-O 
به OT B-O 
نگارش OT B-O 
API AN B-AN 
متفاوت OT B-O 
برای OT B-O 
مرورگرهای OT B-O 
قدیمی OT B-O 
نبوده OT B-O 
تنها OT B-O 
کافیست OT B-O 
API AN I-AN 
اصلی OT B-O 
( OT B-O 
websocket OT B-O 
) OT B-O 
را OT B-O 
توسعه OT B-O 
داده OT B-O 
و OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
websocket OT B-O 
Polyfill OT B-O 
این OT B-O 
قابلیت OT B-O 
را OT B-O 
به OT B-O 
مرورگرهای OT B-O 
قدیمی OT B-O 
بیافزایید OT B-O 
. OT B-O 
تقریبا OT B-O 
برای OT B-O 
تمامی OT B-O 
ویژگی OT B-O 
هایی OT B-O 
که OT B-O 
Modernizr OT B-O 
شناسایی OT B-O 
می OT B-O 
کند OT B-O 
یک OT B-O 
اسکریپت OT B-O 
polyfill OT B-O 
جهت OT B-O 
بهینه OT B-O 
سازی OT B-O 
آن OT B-O 
ویژگی OT B-O 
HTML5 OT B-O 
) OT B-O 
یا OT B-O 
CSS3 OT B-O 
( OT B-O 
برای OT B-O 
مروگرهای OT B-O 
قدیمی OT B-O 
نوشته OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 

1 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
دسته‌بندي OT B-O 
SVC‌ها OT B-O 
9 OT B-O 
الف OT B-O 
- OT B-O 
SVC AN B-AN 
نوع OT B-O 
امپدانس OT B-O 
متغير OT B-O 
9 OT B-O 
ب OT B-O 
- OT B-O 
انواع OT B-O 
SVC AN I-AN 
با OT B-O 
استفاده OT B-O 
از OT B-O 
مبدل‌هاي OT B-O 
الكترونيك OT B-O 
قدرت OT B-O 
10 OT B-O 

از OT B-O 
سكشنالايزر OT B-O 
براي OT B-O 
جداسازي OT B-O 
و OT B-O 
ايزوله OT B-O 
كردن OT B-O 
بخش‌هاي OT B-O 
سالم OT B-O 
از OT B-O 
معيوب OT B-O 
استفاده OT B-O 
مي‌شود OT B-O 
و OT B-O 
از OT B-O 
آن OT B-O 
نمي‌توان OT B-O 
براي OT B-O 
قطع OT B-O 
‌كردن OT B-O 
خطا OT B-O 
استفاده OT B-O 
كرد OT B-O 
و OT B-O 
مي‌توان OT B-O 
از OT B-O 
آن OT B-O 
براي OT B-O 
كمك OT B-O 
كردن OT B-O 
به OT B-O 
ديژنكتور OT B-O 
يا OT B-O 
ريكلوزر OT B-O 
استفاده OT B-O 
كرد OT B-O 
. OT B-O 
مدلي OT B-O 
از OT B-O 
يك OT B-O 
سكشنالايزر OT B-O 
به OT B-O 
نام OT B-O 
TVS AN B-AN 
در OT B-O 
شكل OT B-O 
آمده OT B-O 
در OT B-O 
اين OT B-O 
مدل OT B-O 
يك OT B-O 
دسته OT B-O 
زرد OT B-O 
رنگ OT B-O 
براي OT B-O 
باز OT B-O 
و OT B-O 
يا OT B-O 
بستن OT B-O 
به OT B-O 
طور OT B-O 
دستي OT B-O 
موجود OT B-O 
است OT B-O 
و OT B-O 
در OT B-O 
زمان OT B-O 
اتوماتيك OT B-O 
اگر OT B-O 
كاهش OT B-O 
ولتاژ OT B-O 
و OT B-O 
يا OT B-O 
تلفات OT B-O 
ولتاژ OT B-O 
و OT B-O 
يا OT B-O 
هر OT B-O 
خطايي OT B-O 
به OT B-O 
هر OT B-O 
دليلي OT B-O 
بوجود OT B-O 
بيايد OT B-O 
سكشنالايزر OT B-O 
باز OT B-O 
مي‌شود OT B-O 
و OT B-O 
اگر OT B-O 
قبل OT B-O 
از OT B-O 
اين OT B-O 
كه OT B-O 
سكشنالايزر OT B-O 
ريست OT B-O 
شود OT B-O 
اتفاق OT B-O 
بيفتد OT B-O 
TVS AN I-AN 
باز OT B-O 
و OT B-O 
Lochoue OT B-O 
مي‌شود OT B-O 
. OT B-O 
مكانيزم OT B-O 
داده‌هايي OT B-O 
از OT B-O 
TVS AN I-AN 
15 OT B-O 
و OT B-O 
TVS AN I-AN 
27 OT B-O 
با OT B-O 
هم OT B-O 
مقايسه OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 

این OT B-O 
