-DOCSTART- -X- O
der OT B-O 
allerede OT B-O 
er OT B-O 
udstedt OT B-O 
retningslinjer OT B-O 
for OT B-O 
forsigtig OT B-O 
anvendelse OT B-O 
af OT B-O 
antimikrobielle OT B-O 
stoffer OT B-O 
i LF I-LF 
flere OT B-O 
medlemsstater OT B-O 
, OT B-O 
hvilket OT B-O 
har OT B-O 
ført OT B-O 
til OT B-O 
en LF I-LF 
nedgang OT B-O 
i LF I-LF 
anvendelsen OT B-O 
af OT B-O 
disse OT B-O 
stoffer OT B-O 
. OT B-O 

EU AN B-AN 
er LF B-LF 
begyndt OT B-O 
at OT B-O 
bruge OT B-O 
`` OT B-O 
kønssporing OT B-O 
'' OT B-O 
til OT B-O 
at OT B-O 
spore OT B-O 
, OT B-O 
om OT B-O 
der OT B-O 
sker OT B-O 
en OT B-O 
integration OT B-O 
af OT B-O 
ligestillingsaspektet OT B-O 
i LF I-LF 
udviklingssamarbejdsprogrammerne OT B-O 
. OT B-O 
EU AN I-AN 
har OT B-O 
kønsrådgivere OT B-O 
og LF I-LF 
knudepunkter OT B-O 
for LF I-LF 
ligestilling OT B-O 
i LF I-LF 
hver OT B-O 
af OT B-O 
de OT B-O 
13 OT B-O 
missioner OT B-O 
for LF I-LF 
den OT B-O 
fælles LF I-LF 
sikkerheds- LF I-LF 
og LF I-LF 
forsvarspolitik LF I-LF 
( OT B-O 
FSFP AN B-AN 
) OT B-O 
samt OT B-O 
knudepunkter OT B-O 
for LF I-LF 
ligestilling OT B-O 
i LF I-LF 
mere OT B-O 
end OT B-O 
80 OT B-O 
EU-delegationer OT B-O 
. OT B-O 

Dermed OT B-O 
er OT B-O 
citatet OT B-O 
slut OT B-O 
. OT B-O 
Endelig OT B-O 
vil OT B-O 
jeg OT B-O 
sige OT B-O 
lidt OT B-O 
om OT B-O 
to OT B-O 
emner OT B-O 
, OT B-O 
som OT B-O 
er OT B-O 
af LF B-LF 
stor OT B-O 
interesse OT B-O 
for OT B-O 
Dem OT B-O 
, OT B-O 
nemlig OT B-O 
Koreas OT B-O 
CO2-lovgivning OT B-O 
om OT B-O 
biludstødning OT B-O 
og LF I-LF 
tillægsaftalen OT B-O 
om OT B-O 
udkastet OT B-O 
til OT B-O 
frihandelsaftale LF I-LF 
mellem LF I-LF 
Korea LF I-LF 
og LF I-LF 
USA LF I-LF 
( OT B-O 
KORUS AN B-AN 
) OT B-O 
, OT B-O 
som OT B-O 
blev OT B-O 
afsluttet OT B-O 
i LF I-LF 
december OT B-O 
2010 OT B-O 
. OT B-O 

Det OT B-O 
er OT B-O 
sikkert OT B-O 
, OT B-O 
at OT B-O 
en OT B-O 
effektiv OT B-O 
konkurrencepolitik OT B-O 
er OT B-O 
en OT B-O 
forudsætning OT B-O 
for OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
indre OT B-O 
marked OT B-O 
og OT B-O 
Den OT B-O 
Økonomiske OT B-O 
og OT B-O 
Monetære OT B-O 
Union OT B-O 
er OT B-O 
velfungerende OT B-O 
. OT B-O 
I OT B-O 
øvrigt OT B-O 
er OT B-O 
en OT B-O 
sådan OT B-O 
støtte OT B-O 
, OT B-O 
som OT B-O 
ordføreren OT B-O 
understreger OT B-O 
det OT B-O 
, OT B-O 
undertiden OT B-O 
uomgængelig OT B-O 
og OT B-O 
kan OT B-O 
ud OT B-O 
over OT B-O 
at OT B-O 
sikre OT B-O 
overlevelsen OT B-O 
for OT B-O 
den OT B-O 
ene OT B-O 
eller OT B-O 
den OT B-O 
anden OT B-O 
virksomhed OT B-O 
bidrage OT B-O 
til OT B-O 
en OT B-O 
bæredygtig OT B-O 
udvikling OT B-O 
( OT B-O 
traktatens OT B-O 
artikel OT B-O 
6 OT B-O 
) OT B-O 
, OT B-O 
til OT B-O 
serviceområder OT B-O 
af OT B-O 
generel OT B-O 
interesse OT B-O 
( OT B-O 
artikel OT B-O 
16 OT B-O 
) OT B-O 
og OT B-O 
til OT B-O 
økonomisk OT B-O 
og OT B-O 
social OT B-O 
samhørighed OT B-O 
( OT B-O 
artikel OT B-O 
158 OT B-O 
) OT B-O 
. OT B-O 

Jeg OT B-O 
stemte OT B-O 
for OT B-O 
denne OT B-O 
betænkning OT B-O 
, OT B-O 
fordi OT B-O 
Rådet OT B-O 
i LF B-LF 
årsrapporten OT B-O 
giver OT B-O 
et OT B-O 
klart OT B-O 
billede OT B-O 
af OT B-O 
politikkerne OT B-O 
og LF I-LF 
handlingerne OT B-O 
i LF I-LF 
EU AN B-AN 
's OT B-O 
fælles LF I-LF 
udenrigs- LF I-LF 
og LF I-LF 
sikkerhedspolitik LF I-LF 
( OT B-O 
FUSP AN B-AN 
) OT B-O 
og LF I-LF 
bidrager OT B-O 
til OT B-O 
en LF I-LF 
styrkelse OT B-O 
af OT B-O 
den LF I-LF 
interinstitutionelle OT B-O 
dialog OT B-O 
. OT B-O 
Denne OT B-O 
årsrapport OT B-O 
svarer OT B-O 
i LF I-LF 
struktur OT B-O 
til OT B-O 
rapporten OT B-O 
om OT B-O 
den LF I-LF 
fælles LF I-LF 
udenrigs- LF I-LF 
og LF I-LF 
sikkerhedspolitik LF I-LF 
( OT B-O 
FUSP AN I-AN 
) OT B-O 
for OT B-O 
2009 OT B-O 
. OT B-O 

Om OT B-O 
: OT B-O 
Gennemførelse OT B-O 
af OT B-O 
Den OT B-O 
Europæiske OT B-O 
Socialfond LF B-LF 
i LF I-LF 
medlemsstaterne OT B-O 
Den OT B-O 
Europæiske OT B-O 
Socialfond LF I-LF 
( OT B-O 
ESF OT B-O 
) AN B-AN 
blev OT B-O 
som OT B-O 
en OT B-O 
af OT B-O 
EU OT B-O 
's OT B-O 
strukturfonde OT B-O 
oprettet OT B-O 
for OT B-O 
at OT B-O 
reducere OT B-O 
forskellene OT B-O 
med OT B-O 
hensyn OT B-O 
til OT B-O 
velstand OT B-O 
og OT B-O 
levestandard OT B-O 
i LF I-LF 
alle OT B-O 
EU OT B-O 
's OT B-O 
medlemsstater OT B-O 
og OT B-O 
regioner OT B-O 
med OT B-O 
det OT B-O 
formål OT B-O 
at OT B-O 
fremme OT B-O 
beskæftigelsen OT B-O 
samt OT B-O 
den OT B-O 
økonomiske OT B-O 
og OT B-O 
sociale OT B-O 
samhørighed OT B-O 
. OT B-O 

Derfor OT B-O 
vil OT B-O 
jeg OT B-O 
høre OT B-O 
Dem OT B-O 
, OT B-O 
hvad OT B-O 
De OT B-O 
mener OT B-O 
om OT B-O 
at OT B-O 
oprette OT B-O 
en LF B-LF 
sådan OT B-O 
afdeling OT B-O 
. OT B-O 
Her OT B-O 
vil OT B-O 
jeg OT B-O 
også OT B-O 
gerne OT B-O 
understrege OT B-O 
, OT B-O 
at OT B-O 
vi OT B-O 
støtter OT B-O 
både OT B-O 
budgettet OT B-O 
for OT B-O 
den LF I-LF 
fælles LF I-LF 
udenrigs- LF I-LF 
og LF I-LF 
sikkerhedspolitik LF I-LF 
( OT B-O 
FUSP AN B-AN 
) OT B-O 
og LF I-LF 
det OT B-O 
stabilitetsinstrument OT B-O 
, OT B-O 
der OT B-O 
indbygges OT B-O 
i LF I-LF 
Tjenesten OT B-O 
for OT B-O 
EU AN B-AN 
's OT B-O 
Optræden OT B-O 
Udadtil OT B-O 
, OT B-O 
men OT B-O 
ikke LF I-LF 
som OT B-O 
en LF I-LF 
del OT B-O 
af OT B-O 
eller OT B-O 
underlagt OT B-O 
direktoratet OT B-O 
for OT B-O 
krisestyring OT B-O 
og LF I-LF 
planlægning OT B-O 
, OT B-O 
men OT B-O 
i LF I-LF 
stedet OT B-O 
i LF I-LF 
en LF I-LF 
ny OT B-O 
struktur OT B-O 
, OT B-O 
som OT B-O 
jeg OT B-O 
håber OT B-O 
, OT B-O 
at OT B-O 
De OT B-O 
vil OT B-O 
oprette OT B-O 
. OT B-O 

Navnlig OT B-O 
mærkningen OT B-O 
af OT B-O 
genetisk OT B-O 
modificerede OT B-O 
tilsætningsstoffer OT B-O 
spiller OT B-O 
en OT B-O 
vigtig OT B-O 
rolle OT B-O 
her OT B-O 
. OT B-O 
Den OT B-O 
gør OT B-O 
det OT B-O 
på OT B-O 
den OT B-O 
ene OT B-O 
side OT B-O 
muligt OT B-O 
for OT B-O 
landmanden OT B-O 
bevidst OT B-O 
at OT B-O 
vælge OT B-O 
, OT B-O 
om OT B-O 
han OT B-O 
vil OT B-O 
anvende OT B-O 
et OT B-O 
sådant OT B-O 
foderstof OT B-O 
eller OT B-O 
ej OT B-O 
, OT B-O 
og OT B-O 
gør OT B-O 
det OT B-O 
på OT B-O 
den OT B-O 
anden OT B-O 
side OT B-O 
muligt OT B-O 
for OT B-O 
forbrugeren OT B-O 
at OT B-O 
sige OT B-O 
nej OT B-O 
til OT B-O 
fødevarer OT B-O 
, OT B-O 
der OT B-O 
er OT B-O 
fremstillet OT B-O 
på OT B-O 
basis OT B-O 
af OT B-O 
GMO OT B-O 
. OT B-O 

Men OT B-O 
det OT B-O 
vil OT B-O 
vi OT B-O 
tale OT B-O 
om OT B-O 
en OT B-O 
anden OT B-O 
dag OT B-O 
. OT B-O 
I OT B-O 
dag OT B-O 
skal OT B-O 
vi OT B-O 
give OT B-O 
grønt OT B-O 
lys OT B-O 
for OT B-O 
indkaldelsen OT B-O 
til OT B-O 
konferencen OT B-O 
, OT B-O 
og OT B-O 
Gruppen OT B-O 
for OT B-O 
Det OT B-O 
Europæiske OT B-O 
Folkeparti OT B-O 
( OT B-O 
Kristelige OT B-O 
Demokrater OT B-O 
) OT B-O 
og OT B-O 
De OT B-O 
Europæiske OT B-O 
Demokrater OT B-O 
er OT B-O 
, OT B-O 
hr OT B-O 
. OT B-O 
formand OT B-O 
, OT B-O 
indstillet OT B-O 
på OT B-O 
at OT B-O 
give OT B-O 
grønt OT B-O 
lys OT B-O 
. OT B-O 

Jeg OT B-O 
stemte OT B-O 
derfor OT B-O 
for LF B-LF 
denne OT B-O 
beslutning OT B-O 
. OT B-O 
Jeg OT B-O 
vil OT B-O 
gerne OT B-O 
understrege OT B-O 
henstillingen OT B-O 
til LF I-LF 
Kommissionen OT B-O 
om OT B-O 
ikke OT B-O 
at OT B-O 
overføre OT B-O 
betalingsbevillinger OT B-O 
fra OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Socialfond OT B-O 
med OT B-O 
henblik OT B-O 
på OT B-O 
at OT B-O 
stille OT B-O 
midler OT B-O 
til LF I-LF 
rådighed OT B-O 
under OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Fond LF I-LF 
for LF I-LF 
Tilpasning LF I-LF 
til LF I-LF 
Globaliseringen LF I-LF 
( OT B-O 
EGF AN B-AN 
) OT B-O 
. OT B-O 

For OT B-O 
stålindustriens OT B-O 
vedkommende OT B-O 
blev OT B-O 
de OT B-O 
gældende OT B-O 
regler OT B-O 
udarbejdet OT B-O 
den OT B-O 
18. OT B-O 
december OT B-O 
1996 OT B-O 
. OT B-O 
I OT B-O 
henhold OT B-O 
hertil OT B-O 
kan OT B-O 
der OT B-O 
kun OT B-O 
ydes OT B-O 
støtte OT B-O 
til OT B-O 
stålindustrien OT B-O 
i OT B-O 
bestemte OT B-O 
nøje OT B-O 
fastlagte OT B-O 
tilfælde OT B-O 
. OT B-O 
Der OT B-O 
er OT B-O 
tale OT B-O 
om OT B-O 
støtte OT B-O 
til OT B-O 
forskning OT B-O 
og OT B-O 
udvikling OT B-O 
, OT B-O 
miljøbeskyttelse OT B-O 
, OT B-O 
støtte OT B-O 
med OT B-O 
socialt OT B-O 
sigte OT B-O 
for OT B-O 
at OT B-O 
fremme OT B-O 
lukning OT B-O 
af OT B-O 
stålværksanlæg OT B-O 
og OT B-O 
støtte OT B-O 
til OT B-O 
definitiv OT B-O 
afvikling OT B-O 
af OT B-O 
ikkekonkurrencedygtige OT B-O 
virksomheder OT B-O 
. OT B-O 

Ordføreren OT B-O 
nævner OT B-O 
dårligt OT B-O 
nok OT B-O 
den OT B-O 
manglende OT B-O 
lighed OT B-O 
i LF B-LF 
absorptionen OT B-O 
af OT B-O 
finansiering OT B-O 
mellem OT B-O 
Vesteuropa OT B-O 
og OT B-O 
de LF I-LF 
nye OT B-O 
EU-medlemsstater OT B-O 
. AN B-AN 
Den OT B-O 
ringe OT B-O 
finansiering OT B-O 
kan OT B-O 
bl.a AN I-AN 
. AN I-AN 
ses OT B-O 
i LF I-LF 
den OT B-O 
ringe OT B-O 
udnyttelse OT B-O 
af OT B-O 
risikodelingsfaciliteten LF I-LF 
( OT B-O 
RSFF AN B-AN 
) OT B-O 
. AN I-AN 

Vil OT B-O 
Kommissionen OT B-O 
i LF B-LF 
forbindelse OT B-O 
med OT B-O 
den OT B-O 
kommende OT B-O 
revision OT B-O 
af OT B-O 
strukturfondene OT B-O 
overveje OT B-O 
at OT B-O 
forlænge OT B-O 
de OT B-O 
initiativer OT B-O 
, OT B-O 
der OT B-O 
har OT B-O 
til OT B-O 
formål OT B-O 
at OT B-O 
hjælpe OT B-O 
servicesektoren OT B-O 
, OT B-O 
ud OT B-O 
over OT B-O 
år OT B-O 
2000 OT B-O 
, OT B-O 
således OT B-O 
at OT B-O 
der OT B-O 
kan OT B-O 
findes OT B-O 
en OT B-O 
effektiv OT B-O 
løsning OT B-O 
på OT B-O 
arbejdsløshedsproblemet OT B-O 
inden OT B-O 
for OT B-O 
havne- OT B-O 
og OT B-O 
turismeindustrierne OT B-O 
? OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Socialfond LF I-LF 
( OT B-O 
ESF AN B-AN 
) OT B-O 
er OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Unions OT B-O 
vigtigste OT B-O 
værktøj OT B-O 
til OT B-O 
udvikling OT B-O 
af OT B-O 
menneskelige OT B-O 
ressourcer OT B-O 
samt OT B-O 
til OT B-O 
forbedring OT B-O 
af OT B-O 
arbejdsmarkedsforholdene OT B-O 
Unionen OT B-O 
. OT B-O 

Den OT B-O 
moderne OT B-O 
tidsalder OT B-O 
kræver OT B-O 
, OT B-O 
at OT B-O 
transport LF B-LF 
hurtigt OT B-O 
tilpasses OT B-O 
den OT B-O 
eksponentielle OT B-O 
vækst OT B-O 
i LF I-LF 
dens OT B-O 
anvendelse OT B-O 
og OT B-O 
samfundets OT B-O 
forventninger OT B-O 
. OT B-O 
Jeg OT B-O 
mener OT B-O 
derfor OT B-O 
, OT B-O 
at OT B-O 
indførelsen OT B-O 
af OT B-O 
intelligente LF I-LF 
transportsystemer LF I-LF 
( OT B-O 
ITS AN B-AN 
) OT B-O 
er LF I-LF 
særdeles OT B-O 
nyttig OT B-O 
. OT B-O 

FN OT B-O 
's LF B-LF 
særlige OT B-O 
udsending OT B-O 
for LF I-LF 
humanitære OT B-O 
behov OT B-O 
i LF I-LF 
det OT B-O 
sydlige OT B-O 
Afrika OT B-O 
planlægger OT B-O 
et OT B-O 
besøg OT B-O 
til OT B-O 
seks OT B-O 
tørkeramte OT B-O 
lande OT B-O 
i LF I-LF 
regionen OT B-O 
i LF I-LF 
perioden OT B-O 
6.-16. OT B-O 
september OT B-O 
, AN B-AN 
og LF I-LF 
jeg OT B-O 
er OT B-O 
informeret OT B-O 
om OT B-O 
, AN I-AN 
at LF I-LF 
repræsentanter OT B-O 
fra OT B-O 
WHO OT B-O 
, AN I-AN 
FN OT B-O 
's LF I-LF 
Børnefond OT B-O 
og LF I-LF 
FN OT B-O 
's LF I-LF 
Organisation LF I-LF 
for LF I-LF 
Ernæring LF I-LF 
og LF I-LF 
Landbrug LF I-LF 
( OT B-O 
FAO OT B-O 
) AN B-AN 
vil OT B-O 
slutte OT B-O 
sig OT B-O 
til OT B-O 
missionen OT B-O 
. OT B-O 

Dertil OT B-O 
kommer OT B-O 
den OT B-O 
puritanske OT B-O 
afledning OT B-O 
. OT B-O 
Det OT B-O 
nordtyske OT B-O 
EU OT B-O 
, OT B-O 
det OT B-O 
lutherske OT B-O 
, OT B-O 
calvinistiske OT B-O 
kvæker-EU OT B-O 
vil OT B-O 
pålægge OT B-O 
os OT B-O 
sin OT B-O 
moralnorm OT B-O 
. OT B-O 

På OT B-O 
den OT B-O 
anden OT B-O 
side OT B-O 
mener OT B-O 
vi OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
er OT B-O 
vigtigt OT B-O 
- OT B-O 
og OT B-O 
også OT B-O 
af OT B-O 
betydning OT B-O 
for OT B-O 
den OT B-O 
måde OT B-O 
, OT B-O 
hvorpå OT B-O 
EU OT B-O 
forholder OT B-O 
sig OT B-O 
til OT B-O 
kernen OT B-O 
i OT B-O 
dette OT B-O 
spørgsmål OT B-O 
- OT B-O 
at OT B-O 
fremme OT B-O 
udvekslingen OT B-O 
af OT B-O 
informationer OT B-O 
mellem OT B-O 
Kommissionen OT B-O 
og OT B-O 
cyprioterne OT B-O 
fra OT B-O 
den OT B-O 
nordlige OT B-O 
del OT B-O 
af OT B-O 
øen OT B-O 
, OT B-O 
uden OT B-O 
at OT B-O 
det OT B-O 
- OT B-O 
og OT B-O 
dét OT B-O 
skal OT B-O 
stå OT B-O 
klart OT B-O 
- OT B-O 
betyder OT B-O 
nogen OT B-O 
som OT B-O 
helst OT B-O 
form OT B-O 
for OT B-O 
formel OT B-O 
anerkendelse OT B-O 
. OT B-O 
Vi OT B-O 
mener OT B-O 
imidlertid OT B-O 
, OT B-O 
og OT B-O 
jeg OT B-O 
tror OT B-O 
også OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
er OT B-O 
den OT B-O 
opfattelse OT B-O 
, OT B-O 
som OT B-O 
Kommissionen OT B-O 
har OT B-O 
, OT B-O 
at OT B-O 
hele OT B-O 
tilnærmelsesprocessen OT B-O 
, OT B-O 
hvad OT B-O 
angår OT B-O 
indoptagelsen OT B-O 
af OT B-O 
Fællesskabets OT B-O 
retsregler OT B-O 
, OT B-O 
der OT B-O 
jo OT B-O 
peger OT B-O 
frem OT B-O 
mod OT B-O 
den OT B-O 
mere OT B-O 
omfattende OT B-O 
integrationsproces OT B-O 
for OT B-O 
Cypern OT B-O 
ved OT B-O 
en OT B-O 
kommende OT B-O 
optagelse OT B-O 
i OT B-O 
EU OT B-O 
, OT B-O 
forudsætter OT B-O 
, OT B-O 
at OT B-O 
samfundet OT B-O 
på OT B-O 
den OT B-O 
nordlige OT B-O 
del OT B-O 
af OT B-O 
øen OT B-O 
involveres OT B-O 
så OT B-O 
tidligt OT B-O 
som OT B-O 
muligt OT B-O 
, OT B-O 
og OT B-O 
at OT B-O 
også OT B-O 
EU OT B-O 
i OT B-O 
sin OT B-O 
vurdering OT B-O 
af OT B-O 
optagelsesbetingelserne OT B-O 
får OT B-O 
mulighed OT B-O 
for OT B-O 
adgang OT B-O 
til OT B-O 
data OT B-O 
herfra OT B-O 
af OT B-O 
konkret OT B-O 
betydning OT B-O 
for OT B-O 
selve OT B-O 
optagelsesforløbet OT B-O 
. OT B-O 

( OT B-O 
Mødet OT B-O 
udsat OT B-O 
kl OT B-O 
. AN B-AN 
12.40 OT B-O 
og OT B-O 
genoptaget OT B-O 
kl OT B-O 
. AN I-AN 
15.00 OT B-O 
) AN B-AN 
Den OT B-O 
Europæiske OT B-O 
Centralbank LF B-LF 
( OT B-O 
ECB OT B-O 
) AN I-AN 
, OT B-O 
symbolet OT B-O 
på OT B-O 
den OT B-O 
pengepolitiske OT B-O 
ortodoksi OT B-O 
, OT B-O 
som OT B-O 
vi OT B-O 
har OT B-O 
været OT B-O 
vidne OT B-O 
til OT B-O 
i LF I-LF 
Europa OT B-O 
, OT B-O 
er OT B-O 
en LF I-LF 
af OT B-O 
de OT B-O 
mindst OT B-O 
demokratiske OT B-O 
institutioner OT B-O 
, OT B-O 
ikke OT B-O 
kun OT B-O 
fordi OT B-O 
dens OT B-O 
politik OT B-O 
er OT B-O 
uden OT B-O 
for OT B-O 
demokratisk OT B-O 
kontrol OT B-O 
, OT B-O 
men OT B-O 
også OT B-O 
fordi OT B-O 
det OT B-O 
er OT B-O 
den OT B-O 
eneste OT B-O 
fællesskabsinstitution OT B-O 
, OT B-O 
hvor OT B-O 
ikke OT B-O 
alle OT B-O 
medlemsstaterne OT B-O 
er OT B-O 
repræsenteret OT B-O 
i LF I-LF 
Direktionen OT B-O 
. AN I-AN 

Derfor OT B-O 
mødtes OT B-O 
Kommissionen OT B-O 
i LF B-LF 
oktober OT B-O 
2008 OT B-O 
med OT B-O 
alle OT B-O 
de OT B-O 
berørte OT B-O 
parter OT B-O 
, OT B-O 
herunder OT B-O 
medlemsstaterne OT B-O 
og OT B-O 
arbejdsmarkedets OT B-O 
parter OT B-O 
, OT B-O 
som OT B-O 
led OT B-O 
i LF I-LF 
CARS-21 AN B-AN 
for OT B-O 
at OT B-O 
drøfte OT B-O 
en OT B-O 
fælles OT B-O 
måde OT B-O 
at OT B-O 
håndtere OT B-O 
krisen OT B-O 
på OT B-O 
. OT B-O 
Der OT B-O 
blev OT B-O 
på OT B-O 
mødet OT B-O 
drøftet OT B-O 
skrotpræmier OT B-O 
og OT B-O 
ekstra OT B-O 
finansiel OT B-O 
støtte OT B-O 
fra OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Investeringsbank LF I-LF 
( OT B-O 
EIB AN B-AN 
) OT B-O 
med OT B-O 
henblik OT B-O 
på OT B-O 
at OT B-O 
forhindre OT B-O 
denne OT B-O 
i LF I-LF 
beskæftigelsespolitisk OT B-O 
henseende OT B-O 
så OT B-O 
vigtige OT B-O 
sektor OT B-O 
i LF I-LF 
at OT B-O 
forlise OT B-O 
i LF I-LF 
krisens OT B-O 
malstrøm OT B-O 
. OT B-O 

Vi OT B-O 
støtter OT B-O 
således OT B-O 
fuldt OT B-O 
ud OT B-O 
det OT B-O 
ændringsforslag OT B-O 
, OT B-O 
der OT B-O 
er OT B-O 
stillet OT B-O 
af OT B-O 
fru OT B-O 
Lienemann OT B-O 
. OT B-O 
Fru OT B-O 
Lienemann OT B-O 
påpeger OT B-O 
også OT B-O 
, OT B-O 
at OT B-O 
bevillingerne OT B-O 
til OT B-O 
Life OT B-O 
ikke OT B-O 
blev OT B-O 
forhøjet OT B-O 
i OT B-O 
forbindelse OT B-O 
med OT B-O 
den OT B-O 
seneste OT B-O 
udvidelse OT B-O 
af OT B-O 
EU OT B-O 
, OT B-O 
ligesom OT B-O 
der OT B-O 
ikke OT B-O 
er OT B-O 
taget OT B-O 
højde OT B-O 
for OT B-O 
den OT B-O 
kommende OT B-O 
udvidelse OT B-O 
. OT B-O 

Lige OT B-O 
siden OT B-O 
har OT B-O 
svindel OT B-O 
med OT B-O 
EU-momsen OT B-O 
og OT B-O 
uregelmæssigheder OT B-O 
i OT B-O 
beregningen OT B-O 
af OT B-O 
BNP OT B-O 
, OT B-O 
der OT B-O 
er OT B-O 
skattegrundlaget OT B-O 
for OT B-O 
den OT B-O 
fjerde OT B-O 
indtægt OT B-O 
, OT B-O 
i OT B-O 
mærkbar OT B-O 
grad OT B-O 
påvirket OT B-O 
afkastet OT B-O 
og OT B-O 
kontrollen OT B-O 
med OT B-O 
EU OT B-O 
's OT B-O 
indtægter OT B-O 
. OT B-O 
Lige OT B-O 
siden OT B-O 
er OT B-O 
EU OT B-O 
, OT B-O 
der OT B-O 
bilder OT B-O 
sig OT B-O 
ind OT B-O 
at OT B-O 
være OT B-O 
føderal OT B-O 
, OT B-O 
også OT B-O 
mere OT B-O 
end OT B-O 
nogen OT B-O 
sinde OT B-O 
blevet OT B-O 
finansieret OT B-O 
som OT B-O 
den OT B-O 
banale OT B-O 
tværstatslige OT B-O 
organisation OT B-O 
, OT B-O 
den OT B-O 
er OT B-O 
, OT B-O 
men OT B-O 
som OT B-O 
den OT B-O 
afviser OT B-O 
at OT B-O 
være OT B-O 
. OT B-O 

Jeg OT B-O 
håber OT B-O 
, OT B-O 
at OT B-O 
EU AN B-AN 
's OT B-O 
kommende OT B-O 
budget OT B-O 
vil OT B-O 
tage OT B-O 
tilstrækkelig OT B-O 
højde OT B-O 
for LF B-LF 
programmer OT B-O 
til OT B-O 
udvikling OT B-O 
af LF I-LF 
landdistrikter OT B-O 
, OT B-O 
og OT B-O 
at OT B-O 
Det OT B-O 
Forenede OT B-O 
Kongeriges OT B-O 
og OT B-O 
Skotlands OT B-O 
regeringer OT B-O 
vil OT B-O 
være OT B-O 
i LF I-LF 
stand OT B-O 
til OT B-O 
at OT B-O 
høste OT B-O 
fordelene OT B-O 
fuldt OT B-O 
ud OT B-O 
. OT B-O 
Jeg OT B-O 
takker OT B-O 
Agnes OT B-O 
Schierhuber OT B-O 
for LF I-LF 
hendes OT B-O 
meget OT B-O 
relevante OT B-O 
betænkning OT B-O 
om OT B-O 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
om OT B-O 
støtte OT B-O 
til OT B-O 
udvikling OT B-O 
af LF I-LF 
landdistrikterne OT B-O 
fra OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Landbrugsfond LF I-LF 
for LF I-LF 
Udvikling LF I-LF 
af LF I-LF 
Landdistrikterne LF I-LF 
( OT B-O 
ELFUL AN B-AN 
) OT B-O 
. OT B-O 

Støtte OT B-O 
ydet OT B-O 
inden OT B-O 
for OT B-O 
rammerne OT B-O 
af OT B-O 
Tysklands OT B-O 
alkoholmonopol OT B-O 
( OT B-O 
9 OT B-O 
. OT B-O 
Toldfri OT B-O 
behandling OT B-O 
af OT B-O 
visse OT B-O 
aktive OT B-O 
farmaceutiske OT B-O 
ingredienser OT B-O 
på OT B-O 
WHO AN B-AN 
's OT B-O 
liste OT B-O 
over OT B-O 
internationale LF B-LF 
ikke-navnebeskyttede LF I-LF 
navne LF I-LF 
( OT B-O 
INN AN B-AN 
) OT B-O 
og OT B-O 
af OT B-O 
visse OT B-O 
produkter OT B-O 
, OT B-O 
der OT B-O 
anvendes OT B-O 
til OT B-O 
fremstilling OT B-O 
af OT B-O 
farmaceutiske OT B-O 
færdigvarer OT B-O 
( OT B-O 
10 OT B-O 
. OT B-O 

Det OT B-O 
gælder OT B-O 
ikke OT B-O 
mindst OT B-O 
i LF B-LF 
udviklingslandene OT B-O 
. OT B-O 
Således OT B-O 
skønner OT B-O 
Det OT B-O 
Internationale LF I-LF 
Energiagentur LF I-LF 
( OT B-O 
IEA AN B-AN 
) OT B-O 
, OT B-O 
at LF I-LF 
udviklingslandene OT B-O 
, OT B-O 
der OT B-O 
i LF I-LF 
1990 OT B-O 
tegnede OT B-O 
sig OT B-O 
for OT B-O 
75 OT B-O 
% OT B-O 
af OT B-O 
verdens OT B-O 
samlede OT B-O 
befolkning OT B-O 
, OT B-O 
men OT B-O 
kun OT B-O 
for OT B-O 
25 OT B-O 
% OT B-O 
af OT B-O 
det OT B-O 
globale OT B-O 
energiforbrug OT B-O 
, OT B-O 
i LF I-LF 
år OT B-O 
2010 OT B-O 
vil OT B-O 
tegne OT B-O 
sig OT B-O 
for OT B-O 
80 OT B-O 
% OT B-O 
af OT B-O 
verdens OT B-O 
befolkning OT B-O 
og OT B-O 
40 OT B-O 
% OT B-O 
af OT B-O 
det OT B-O 
samlede OT B-O 
energiforbrug OT B-O 
. OT B-O 

Forbindelserne OT B-O 
mellem OT B-O 
OLT OT B-O 
, AN B-AN 
AVS OT B-O 
og LF B-LF 
ultraperifere OT B-O 
regioner OT B-O 
Næste OT B-O 
punkt OT B-O 
på OT B-O 
dagsordenen OT B-O 
er LF I-LF 
betænkning OT B-O 
( OT B-O 
A4-0036/99 OT B-O 
) AN B-AN 
af OT B-O 
Aldo OT B-O 
for OT B-O 
Udvalget OT B-O 
om OT B-O 
Udvikling OT B-O 
og LF I-LF 
Samarbejde OT B-O 
om OT B-O 
forbindelserne OT B-O 
mellem OT B-O 
de LF I-LF 
