ID	text	acronyms	long-forms	acronyms-text	long-forms-text
1270	sets for Chinese and English. For Chinese, this is the Penn Chinese Treebank 5.1 (CTB5), converted 2For replicability, a complete description of all features can	[[82, 86]]	[[60, 80]]	['CTB5']	['Chinese Treebank 5.1']
1271	This convexity given the n4 Discounted cumulative gain (DCG) is widely used in information retrieval learning-to-rank settings.	[[56, 59]]	[[28, 54]]	['DCG']	['Discounted cumulative gain']
1272	 The focus of this paper is a discussion of various methods used to create a set of acoustic models for  characterizing the PLU's used in large vocabulary recognition (LVR). The set of context independent 	[[168, 171], [124, 129]]	[[138, 166]]	"['LVR', ""PLU's""]"	['large vocabulary recognition']
1273	 In Proc. Rich Text 2004 Fall Workshop (RT-04F). 	[[40, 46]]	[[10, 29]]	['RT-04F']	['Rich Text 2004 Fall']
1274	In Proceedings of The 52nd Annual Meeting of the Association for Computational Linguistics(ACL). 	[[91, 94]]	[[49, 89]]	['ACL']	['Association for Computational Linguistic']
1275	of Machine Translation and present an implemetation of a morphological analyser for Amharic using Xerox Finite State Tools (XFST). The different	[[124, 128]]	[[98, 122]]	['XFST']	['Xerox Finite State Tools']
1276	Abstract  This paper presents a new bootstrapping  approach to named entity (NE)  classification.	[[77, 79]]	[[63, 75]]	['NE']	['named entity']
1277	supervised labels to train our user model.  We used Amazon Mechanical Turk (MTurk) to collect data.	[[76, 81]]	[[59, 74]]	['MTurk']	['Mechanical Turk']
1278	are the formal-language theoretic foundation for n-gram models (Garcia et al, 1990), which are widely used in natural language processing (NLP) in part because such distributions can be estimated	[[139, 142]]	[[110, 137]]	['NLP']	['natural language processing']
1279	functions(CPU: Celeron TM 366, RAM: 64M).  2) Prediction precision(PP) =  number of words with correct BPs(CortBP) 	[[67, 69], [10, 13], [23, 25], [103, 106], [107, 113], [31, 34]]	[[46, 66]]	['PP', 'CPU', 'TM', 'BPs', 'CortBP', 'RAM']	['Prediction precision']
1280	columbia, edu  Abstract  Concept To Speech (CTS) systems are  closely related to two other types of 	[[44, 47]]	[[25, 42]]	['CTS']	['Concept To Speech']
1281	 The attribute of a node is one of part of speech (POS), lexical value (LEX), or dependency label (DEP), as for instance LEX(QUEUE0)	[[72, 75], [51, 54], [99, 102], [121, 124], [125, 131]]	[[57, 64], [35, 49], [81, 91]]	['LEX', 'POS', 'DEP', 'LEX', 'QUEUE0']	['lexical', 'part of speech', 'dependency']
1282	for every language. All results in percent. LAS = labeled attachment score, UAS = unlabeled attachment score.	[[44, 47], [76, 79]]	[[50, 74], [82, 108]]	['LAS', 'UAS']	['labeled attachment score', 'unlabeled attachment score']
1283	PROJECT GOALS  This project involves the integration of speech and natural-  language processing for spoken language systems (SLS). The 	[[126, 129]]	[[101, 124]]	['SLS']	['spoken language systems']
1284	tracting sentence plan construction rules from the only publicly available corpus of discourse trees, the RST Discourse Treebank (RST-DT) (Carlson et al, 2002).	[[130, 136]]	[[106, 128]]	['RST-DT']	['RST Discourse Treebank']
1285	Thus, we  name our system for generating compressions the  Adjustable Rate Compressor (ARC).   	[[87, 90]]	[[59, 85]]	['ARC']	['Adjustable Rate Compressor']
1286	machine learning algorithm is used to discover the morph set of the language in question, using minimum description length (MDL) as an optimization criterion.	[[124, 127]]	[[96, 122]]	['MDL']	['minimum description length']
1287	slot-def SN subslot-of SN1 . . . SNn (SN v SN1) . . . ( SN v SNn)	[[33, 36], [9, 11]]	[[38, 46]]	['SNn', 'SN']	['SN v SN1']
1288	descriptions 3800 4247 Table 2: Properties of the annotated two subcorpora, genetics (GEN) and computational linguistics (CL)	[[86, 89], [122, 124]]	[[76, 84], [95, 120]]	['GEN', 'CL']	['genetics', 'computational linguistics']
1289	state%1:03:00; ? AB = abstraction%1:03:00 \ (event%1:03:00 ? state%1:03:00).	[[17, 19]]	[[22, 41]]	['AB']	['abstraction%1:03:00']
1290	We require that the language I has an available Wordnet linked to the Princeton Wordnet (PWN) (Fellbaum, 1998). 	[[89, 92]]	[[70, 87]]	['PWN']	['Princeton Wordnet']
1291	that together with the BOW it yields higher accuracy. Their results show a significant 1 The reciprocal rank (RR) for a question is 1 divided by the rank ordinal of the highest ranked relevant answer.	[[110, 112], [23, 26]]	[[93, 108]]	['RR', 'BOW']	['reciprocal rank']
1292	University of Brighton There is growing interest in using automatically computed corpus-based evaluation metrics to evaluate Natural Language Generation (NLG) systems, because these are often considerably cheaper than the human-based evaluations which have traditionally been used in NLG.	[[154, 157], [284, 287]]	[[125, 152]]	['NLG', 'NLG']	['Natural Language Generation']
1293	I .  INTRODUCTION  Preliminary research on machine translat ion (MT) started soon af ter  computers  became avai lable.	[[65, 67]]	[[43, 59]]	['MT']	['machine translat']
1294	Proc. of the IEEE International Conference on Data Mining (ICDM). 	[[59, 63]]	[[54, 57]]	['ICDM']	['ing']
1295	(AvgToRecipients) in emails sent by p, the percentage of emails p received in which he/she was in the To list (InToList%), boolean features denoting whether p added or removed people when	[[111, 120], [1, 16]]	[[95, 109], [43, 53]]	['InToList%', 'AvgToRecipients']	['in the To list', 'percentage']
1296	regression model. For our regression task we use a Generalised Linear Model (GLM) via penalized maximum likelihood (Friedman et al, 2010).	[[77, 80]]	[[51, 75]]	['GLM']	['Generalised Linear Model']
1297	 org/wiki/California?. It is distinct from named entity extraction (NEE) in that it identifies not the occurrence of names but their reference.	[[68, 71]]	[[43, 66]]	['NEE']	['named entity extraction']
1298	take scope over another.  Those natural language processing (NLP) systems that have managed to provide some sort of account of quantifier scope preferences have done so by using a separate	[[61, 64]]	[[32, 59]]	['NLP']	['natural language processing']
1299	sual scenes. In their seminal work Dale and Reiter (1995) present the Incremental Algorithm (IA) for GRE.	[[93, 95], [101, 104]]	[[70, 91]]	['IA', 'GRE']	['Incremental Algorithm']
1300	e i Algorithm 1 Sparse projection (SP) Require: v // Vocabulary: vector of n words	[[35, 37]]	[[16, 33]]	['SP']	['Sparse projection']
1301	three statistical models: Conditional Random  Fields(CRF), Maximum Entropy(ME), and  Support Vector Machine(SVM), which have  good performance and used widely in the 	[[108, 111], [53, 56], [75, 77]]	[[85, 106], [26, 52], [59, 74]]	['SVM', 'CRF', 'ME']	['Support Vector Machin', 'Conditional Random  Fields', 'Maximum Entropy']
1302	First, we rewrite equation 1 in a more detailed fashion as: A?R = argmax A	[[60, 63]]	[[66, 72]]	['A?R']	['argmax']
1303	outer: the perceived concrete or abstract source, goal, or  location of the action,event, or state  Correspondent (CAR):  inner: the entity perceived as being in correspondence with 	[[115, 118]]	[[100, 113]]	['CAR']	['Correspondent']
1304	! JIM: { Person67 / Person83 / Name18 / (TYPE=&Person, SEX=Male, NAME=NamelS) }  Finally, the association between grammatical functions and 	[[65, 69]]	[[70, 76]]	['NAME']	['NamelS']
1305	(Pierce and Cardie, 2001). A related idea is to use Expectation Maximization (EM) to impute labels.	[[78, 80]]	[[52, 76]]	['EM']	['Expectation Maximization']
1306	prove sentiment classification. In Annual Meeting of the Association for Computational Linguistics (ACL). 	[[100, 103]]	[[57, 98]]	['ACL']	['Association for Computational Linguistics']
1307	Deployment management, enabling rapid deployment of locally tested charac-ters to highly available web servers as well as review and data warehousing functions for both analytic and refinement purposes. The information model is implemented in a re-lational database that fully specifies, relates and allows inquiry and validation of authored infor-mation. Additionally, a complete web application programming interface (API) powers the Roundtable application, providing a transactional framework for data operations as well as user privilege enforcement, but which also allows application expansion. The information model also serves to decouple the authoring representation from the data struc-tures necessary to drive dialogue behavior at runtime.	[[420, 423]]	[[385, 418]]	['API']	['application programming interface']
1308	Approach for Arabic-English Named Entity Translation, Proceedings of the ACL Workshop on Computational Approaches to Semitic Languages (ACL),  University of Michigan, Ann Arbor	[[136, 139], [73, 76]]	[[103, 134]]	['ACL', 'ACL']	['Approaches to Semitic Languages']
1309	include other language skills such as listening and reading. These constitute the integrated (INT) items.	[[94, 97]]	[[82, 92]]	['INT']	['integrated']
1310	[NP : [XNOUNS : MERINO'S (NOUN) HOME (NOUN)] ] [NP : [XNOUNS : MERINO'S (NOUN)] ] [VP : [VERB_GROUP : HOME (VERB)] ] [XPPS : [PP : IN (PREPOSITION )	[[102, 106], [48, 50], [83, 85], [126, 128], [7, 13], [54, 60], [118, 122]]	[[89, 99], [1, 3]]	['HOME', 'NP', 'VP', 'PP', 'XNOUNS', 'XNOUNS', 'XPPS']	['VERB_GROUP', 'NP']
1311	appear in the labeled training data. In this paper, we call their method the latent variable method (LVM). 	[[101, 104]]	[[77, 99]]	['LVM']	['latent variable method']
1312	                                                                  Barcelona, July 2004                                               Association for Computations Linguistics                        ACL Special Interest Group on Computational Phonology (SIGPHON)                                                     Proceedings of the Workshop of the	[[252, 259], [197, 200]]	[[201, 250]]	['SIGPHON', 'ACL']	['Special Interest Group on Computational Phonology']
1313	However, Turkers are not trained to provide reliable annotations for natural language processing (NLP) tasks, and some Turkers attempt to game the system by submitting	[[98, 101]]	[[69, 96]]	['NLP']	['natural language processing']
1314	{xiaoluo,hraghav,vittorio,smaskey,raduf}@us.ibm.com Abstract In natural language question answering (QA) systems, questions often contain terms and	[[101, 103]]	[[81, 99]]	['QA']	['question answering']
1315	We used four machine learning algorithms implemented in Mallet (McCallum, 2002): decision tree, Naive Bayes, maximum entropy (MaxEnt), and conditional random field (CRF).5 Table 4 shows the	[[126, 132], [165, 168]]	[[109, 124], [139, 163]]	['MaxEnt', 'CRF']	['maximum entropy', 'conditional random field']
1316	adv Adverbial words(RB, RBR, RBS)  adj Adjunct word(JJ,JJR,JJS)  advP Adverb phrase(ADVP)  punct Punctuation(,) 	[[84, 88]]	[[70, 82]]	['ADVP']	['Adverb phras']
1317	composition process.  4.1 Tag Guided RNN (TG-RNN) We propose Tag Guided RNN (TG-RNN) to re-	[[42, 48], [77, 83]]	[[26, 40], [61, 75]]	['TG-RNN', 'TG-RNN']	['Tag Guided RNN', 'Tag Guided RNN']
1318	S = Spanish  JV = Joint Venture ?????????? ME = Microelectronics  Brief History of the Message Understanding Conferences	[[43, 45], [13, 15]]	[[48, 64], [4, 11], [18, 31]]	['ME', 'JV']	['Microelectronics', 'Spanish', 'Joint Venture']
1319	Learning dependency-based compositional semantics.  In Association for Computational Linguistics (ACL). 	[[98, 101]]	[[55, 96]]	['ACL']	['Association for Computational Linguistics']
1320	In STS, we encoded only similarity feature between the two sentences. Thus, we used two classes of kernels: (1) the syntactic/semantic class (SS) with the final kernel defined as K(p 1	[[142, 144], [3, 6]]	[[126, 140]]	['SS', 'STS']	['semantic class']
1321	to prevent this class of mistakes. To put it another way, we hoped to exploit the correlation between named-entities and noun phrase (NP) boundaries. A	[[134, 136]]	[[121, 132]]	['NP']	['noun phrase']
1322	 5 Word Sense Disambiguation(WSD) is the process of assigning a meaning to a word based on the context in which it occurs. { 4,5}	[[29, 32]]	[[3, 27]]	['WSD']	['Word Sense Disambiguatio']
1323	 Conf. on Language Resources and Evaluation (LREC), pages 147?152, Las Palmas, Spain, May.	[[45, 49]]	[[10, 28]]	['LREC']	['Language Resources']
1324	Table 4: Reranking results (%BLEU on TEST).  Discriminative Word/Tag LMs (DISC): For each language pair, we generated 10,000-best lists for	[[74, 78], [69, 72], [37, 41], [29, 33]]	[[45, 59]]	['DISC', 'LMs', 'TEST', 'BLEU']	['Discriminative']
1325	274  Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing (EMNLP), pages 1192?1202, October 25-29, 2014, Doha, Qatar.	[[93, 98]]	[[43, 91]]	['EMNLP']	['Empirical Methods in Natural Language Processing']
1326	(Suchanek et al 2007) have been playing a pivotal role in many AI applications, such as relation extraction(RE), question answering(Q&A), etc. 	[[132, 135], [108, 110], [63, 65]]	[[113, 130], [88, 107]]	['Q&A', 'RE', 'AI']	['question answerin', 'relation extraction']
1327	1093  Proceedings of the EACL 2014 Workshop on Type Theory and Natural Language Semantics (TTNLS), pages 1?9, Gothenburg, Sweden, April 26-30 2014.	[[91, 96], [25, 29]]	[[47, 89]]	['TTNLS', 'EACL']	['Type Theory and Natural Language Semantics']
1328	 The machine receives natural language input (text)  with referring expressions (RE), and possibly other  input (e.g. mouse clicks on a screen) with pseudo- 	[[81, 83], [46, 50]]	[[58, 79], [39, 44]]	['RE', 'text']	['referring expressions', 'input']
1329	 4 . i .1  Bagging (BAG)  From a training set of n examples, severaI sam- 	[[20, 23]]	[[11, 18]]	['BAG']	['Bagging']
1330	 In table 1, we present the accuracy of the model trained on the output of the joint inference (JOINT) against that of the self-training baseline (SELF).	[[96, 101], [147, 151]]	[[79, 84], [123, 136]]	['JOINT', 'SELF']	['joint', 'self-training']
1331	the earliest in the passage is returned. We used the selective gain computation (SGC) algorithm (Zhou et al, 2003) to select features and estimate	[[81, 84]]	[[53, 79]]	['SGC']	['selective gain computation']
1332	Vector Machines (SVM) with radial basis kernel, Na??ve Bayes (NB), J48 Decision Trees (DT), and Neural Networks (NN) with back propagation. In	[[113, 115], [17, 20], [62, 64], [87, 89]]	[[96, 111], [0, 15], [48, 60], [71, 85]]	['NN', 'SVM', 'NB', 'DT']	['Neural Networks', 'Vector Machines', 'Na??ve Bayes', 'Decision Trees']
1333	Computing Center ,  Academy of Sc iences ,  Hosoow, USSR  1.  Personal  Computer Systems (POS) represent  nowadays a  s ign i f teaut  t rend  in  the professiona~, and amateur use of  	[[90, 93], [52, 56]]	[]	['POS', 'USSR']	[]
1334	Networks A more similar model to the proposed larger-context recurrent language model is a hierarchical recurrent encoder decoder (HRED) proposed recently by Serban et al (2015).	[[131, 135]]	[[91, 129]]	['HRED']	['hierarchical recurrent encoder decoder']
1335	cessing. In Proceedings of the 2nd International Conference on Knowledge Capture(K-CAP). USA.	[[81, 86], [89, 92]]	[[63, 80]]	['K-CAP', 'USA']	['Knowledge Capture']
1336	an example of a low-pass filter. The concept of recursion is next introduced in order to pave the way for a discussion of IIR (Infinite Impulse Response) filters. High-, low-, and	[[122, 125]]	[[127, 152]]	['IIR']	['Infinite Impulse Response']
1337	grammars. In Proceedings of the Fourteenth International Conference on Computational Linguistics (COLING-92), pages 426?432, Nantes, 1992.	[[98, 107]]	[[57, 96]]	['COLING-92']	['Conference on Computational Linguistics']
1338	This method is much simpler than the ILP method, while it can achieve comparable result on the CLANG (Coach Language) and Query corpus. 	[[95, 100], [37, 40]]	[[102, 116]]	['CLANG', 'ILP']	['Coach Language']
1339	AVERAGE 3.31 316 72.58% 78.02% 84.65% Table 2: Word sense disambiguation results, including two baselines (MFS = most frequent sense; LeskC = Lesk-corpus) and the word sense disam-	[[107, 110], [134, 139]]	[[113, 132], [142, 153]]	['MFS', 'LeskC']	['most frequent sense', 'Lesk-corpus']
1340	ifications) to be the first on the COMPS list, and further assigns a positive value for an additional feature INV (inverted) on verbs. This feature may	[[110, 113], [35, 40]]	[[115, 123]]	['INV', 'COMPS']	['inverted']
1341	tion access tasks. Current approaches to AZ rely on supervised machine learning (ML). 	[[81, 83], [41, 43]]	[[63, 79]]	['ML', 'AZ']	['machine learning']
1342	(? 2.2), we propose an induction algorithm based on Integer Linear Programming (ILP). Figure 2	[[80, 83]]	[[52, 78]]	['ILP']	['Integer Linear Programming']
1343	portance of the edge features and the resultant largemargin constraint, we also compare against a standard binary Support Vector Machine (SVM) which uses node features alone to predict whether each	[[138, 141]]	[[114, 136]]	['SVM']	['Support Vector Machine']
1344	In frame semantics, the meaning of words or word expressions, also called target words (TW), comprises aspects of conceptual structures, or frames, that de-	[[88, 90]]	[[74, 86]]	['TW']	['target words']
1345	maps: 2-d space-filling approach. ACM Transactions on Graphics (TOG), 11(1):92?99. 	[[64, 67], [34, 37]]	[[38, 62]]	['TOG', 'ACM']	['Transactions on Graphics']
1346	tion of predicate signs. Ramchand divides events into a maximum of three hierarchical phrases: an initiation phrase (InitP), a process phrase (ProcP), and a result phrase (ResP).	[[117, 122], [143, 148]]	[[98, 115], [127, 141]]	['InitP', 'ProcP']	['initiation phrase', 'process phrase']
1347	 (Choudhury et al, 2007) modeled each standard English word as a hidden Markov model (HMM) and calculated the probability of observing the noisy-	[[86, 89]]	[[65, 84]]	['HMM']	['hidden Markov model']
1348	parts of speech, and for different confidence levels. We compare our method to the Semantic Orientation from PMI (SO-PMI) method described in Turney (2002), the Spin model described in Takamura, Inui, and Okumura (2005), the shortest path method	[[114, 120]]	[[83, 112]]	['SO-PMI']	['Semantic Orientation from PMI']
1349	[5] Corbett, J. C., M. B. Dwyer, J. Hatcliff, S. Laubach, C. S. Pasareanu, Robby and H. Zheng, Bandera: Extracting finite-state models from java source code, in: Proceedings of the International Conference on Software Engineering (ICSE), 2000. 	[[231, 235]]	[[181, 229]]	['ICSE']	['International Conference on Software Engineering']
1350	Web Search 1 Figure 1: Architecture of the Multi-task Deep Neural Network (DNN) for Representation Learning: The lower layers are shared across all tasks, while top layers are task-specific.	[[75, 78]]	[[54, 73]]	['DNN']	['Deep Neural Network']
1351	non-terminals as leaves. Later, Moschitti (2006) introduced the Partial Tree Kernels (PTK), by allowing fragments with partial rule expansions.	[[86, 89]]	[[64, 84]]	['PTK']	['Partial Tree Kernels']
1352	 The motivation for that work is twofold: on the one hand it builds on the strength of the first sense heuristic in Word Sense Disambiguation (WSD) (i.e. the heuristic of choosing themost commonly used sense of a word, irrespective of the context in which	[[143, 146]]	[[116, 141]]	['WSD']	['Word Sense Disambiguation']
1353	F-measure between precision and recall over the sure and possibles. They argue that it is a better alternative to the commonly used Alignment Error Rate (AER), which does not sufficiently penalize unbalanced precision and recall.9 As our corpus is mono-	[[154, 157]]	[[132, 152]]	['AER']	['Alignment Error Rate']
1354	Linear-chain CRFs correspond to finite state machines, and can be roughly understood as conditionally-trained hidden Markov models (HMMs). This class of CRFs	[[132, 136]]	[[110, 130]]	['HMMs']	['hidden Markov models']
1355	 Opennlp maxent1, an implementation of Maximum Entropy (ME) modeling, is used as the classification tool.	[[56, 58]]	[[39, 54]]	['ME']	['Maximum Entropy']
1356	Introduction  The pro jec t  note  presents  the  computer  program  GECO (GEometry COnsu l te r ) ,  wh ich  generates   exp lanat ions  (descr ip t ions )  o f  geometr i ca l  	[[69, 73]]	[[75, 96]]	['GECO']	['GEometry COnsu l te r']
1357	4.2 Proposed Model : PNB (vs. UM) Figure 1 shows the performances of our new model named Poisson naive Bayes(PNB) classifiers acTable 2: Performances of UM and PNB on the	[[109, 112], [21, 24], [153, 155], [160, 163], [30, 32]]	[[89, 107]]	['PNB', 'PNB', 'UM', 'PNB', 'UM']	['Poisson naive Baye']
1358	rately hand-designing a large set of features (feature engineering) and utilizing the existing supervised natural language processing (NLP) toolkits and resources (i.e name tagger, parsers, gazetteers	[[135, 138]]	[[106, 133]]	['NLP']	['natural language processing']
1359	and Ripper, on the other hand, appear to take more advantage of some feature types than others. For the third task, lexical (LX) and discourse (DS) features apparently have more predictive power for both C4.5 and SVM than the other types.	[[125, 127], [144, 146], [213, 216]]	[[116, 123], [133, 142]]	['LX', 'DS', 'SVM']	['lexical', 'discourse']
1360	IGT-XML. At the heart of the model is a representation of interlinearized glossed text (IGT). Building	[[88, 91], [0, 7]]	[[58, 86]]	['IGT', 'IGT-XML']	['interlinearized glossed text']
1361	son, 2012; Vlas and Robinson, 2011). Due to its expressiveness, natural language (NL) became a popular medium of communication between users and	[[82, 84]]	[[64, 80]]	['NL']	['natural language']
1362	Knowledge-free induction of morphology using latent semantic analysis. In Proceedings of the Conference on Natural Language Learning 2000 (CoNLL-2000), pages 67?72, Lisbon, Portugal.	[[139, 149]]	[[93, 137]]	['CoNLL-2000']	['Conference on Natural Language Learning 2000']
1363	We conducted experiments on a number of different datasets: (1) the English Wall Street Journal (WSJ) part of the Penn Treebank (Marcus et al, 1993) with standard POS	[[97, 100], [163, 166]]	[[76, 95]]	['WSJ', 'POS']	['Wall Street Journal']
1364	tual distributions (Miller and Charles, 1991). In concrete, distributional semantic models (DSMs) use vectors that keep track of the contexts (e.g.,	[[92, 96]]	[[60, 90]]	['DSMs']	['distributional semantic models']
1365	We have adapted the list from Rambow et al(2006) for Arabic, and call it here CORE12. It contains the following tags: verb (V), noun (N), adjective (AJ), adverb (AV), proper noun (PN), pronoun (PRO), relative pronoun (REL), preposition (P), conjunction (C), particle	[[149, 151], [162, 164], [180, 182], [194, 197], [218, 221], [78, 84]]	[[138, 147], [118, 122], [128, 132], [154, 160], [167, 178], [185, 192], [200, 216], [224, 235], [241, 252]]	['AJ', 'AV', 'PN', 'PRO', 'REL', 'CORE12']	['adjective', 'verb', 'noun', 'adverb', 'proper noun', 'pronoun', 'relative pronoun', 'preposition', 'conjunction']
1366	lists are derived automatically from the training data.  Frequent Word List (FWL) This list consists of words that occur in more than 5 different documents.	[[77, 80]]	[[57, 75]]	['FWL']	['Frequent Word List']
1367	+ ??????????)  random Markov Clustering Algorithm (MCL)  (Dongen, 2000) 	[[51, 54]]	[[22, 49]]	['MCL']	['Markov Clustering Algorithm']
1368	coord dep coord (c) Previous conjunct headed (PH) Je vois Jean , Paul et Marie	[[46, 48]]	[[20, 44]]	['PH']	['Previous conjunct headed']
1369	TI = fTW; F; ADV; AUX; V A; V C; V V; Pg Each type of the indicators, e.g. TW , contains a set of words, such as TW = twlist = ftw	[[113, 115], [75, 77], [18, 21], [13, 16], [0, 2]]	[[118, 124]]	['TW', 'TW', 'AUX', 'ADV', 'TI']	['twlist']
1370	The  grams in an utterance SSG can be extracted by converting it to a finite state transducer (FST),   .	[[96, 99], [28, 31]]	[[71, 94]]	['FST', 'SSG']	['finite state transducer']
1371	 BIBLIOGRAPHY  ALPAC (Automatic Language Processing Advisory Committee)  1966 Lanquage and Machines - Computers i n  Translation and Linguistics 	[[15, 20]]	[[22, 70]]	['ALPAC']	['Automatic Language Processing Advisory Committee']
1372	edge in Y .  The Wall Street Journal Penn Treebank (PTB) (Marcus et al, 1993) contains parsed constituency	[[52, 55]]	[[37, 50]]	['PTB']	['Penn Treebank']
1373	appropriate.  Terminology Data banks (TD) are the least ambitious  systems because access frequently is not made during a 	[[38, 40]]	[[14, 30]]	['TD']	['Terminology Data']
1374	constructed using only surface Alterf patterns; for the GLM and text versions, we can use either surface patterns, logical form (LF) patterns, or both. 	[[129, 131], [56, 59]]	[[115, 127]]	['LF', 'GLM']	['logical form']
1375	timing. This flexibility is in contrast to speech output in spoken dialogue systems (SDSs) which typically generate, synthesize and deliver speech	[[85, 89]]	[[60, 83]]	['SDSs']	['spoken dialogue systems']
1376	Abstract We present the design, preparation, results and analysis of the Cancer Genetics (CG) event extraction task, a main task of the	[[90, 92]]	[[73, 88]]	['CG']	['Cancer Genetics']
1377	ral probabilistic language model. In Advances in Neural Information Processing Systems (NIPS), 2000.	[[88, 92]]	[[49, 86]]	['NIPS']	['Neural Information Processing Systems']
1378	tical problems in class. It might also be useful in massive open online courses (MOOCs). In this for-	[[81, 86]]	[[52, 79]]	['MOOCs']	['massive open online courses']
1379	These 67? 30 candidate claims were annotated using Amazon?s Mechanical Turk (AMT). In each	[[77, 80]]	[[51, 75]]	['AMT']	['Amazon?s Mechanical Turk']
1380	episodes in lexical processing. In Proceedings of SWAP (Spoken Word Access Processes), A. Cutler, J. M McQueen, and R. Zondervan, ed.,	[[50, 54]]	[[56, 84]]	['SWAP']	['Spoken Word Access Processes']
1381	SR+LM+SB 0.57 0.75 0.65 0.75 0.68 0.71 0.69 0.92 0.87 0.88 0.87 0.85 0.75 0.87 0.81 0.95 A0 - - - 0.85 - - - 0.93 - - - N/A - - - 0.97 Table 5: Alignment results for all datasets and configurations: Using semantic relations (SR), monosemous links (LM) or both (SR+LM).	[[225, 227], [120, 123], [248, 250], [261, 266]]	[[205, 223], [230, 246]]	['SR', 'N/A', 'LM', 'SR+LM']	['semantic relations', 'monosemous links']
1382	Training uses balanced data (50:50). Testing uses two class distributions (C.D.): 50:50 (balanced) and Natural Distribution (N.D.). Improvements of our method are statistically significant with p<0.005 based on paired t-test.	[[125, 129], [75, 78]]	[[103, 123], [54, 72]]	['N.D.', 'C.D']	['Natural Distribution', 'class distribution']
1383	2007). Two 5 DOF sensors - TT (Tongue Tip)  and TB (Tongue Body Back) - were attached on  the midsagittal of the tongue.	[[48, 50], [27, 29], [13, 16]]	[[52, 63], [31, 41]]	['TB', 'TT', 'DOF']	['Tongue Body', 'Tongue Tip']
1384	A Robust Algorithm for the Tree Edit Distance.  Proceedings of the VLDB Endowment (PVLDB), 5(4):334?345.	[[83, 88]]	[[48, 71]]	['PVLDB']	['Proceedings of the VLDB']
1385	mechanism for accurate named entity  (NE) translation in English?Chinese  question answering (QA). This mecha-	[[94, 96], [38, 40]]	[[74, 92], [23, 35]]	['QA', 'NE']	['question answering', 'named entity']
1386	637  Proceedings of the Workshop on Discourse in Machine Translation (DiscoMT), pages 27?32, Sofia, Bulgaria, August 9, 2013.	[[70, 77]]	[[36, 68]]	['DiscoMT']	['Discourse in Machine Translation']
1387	Table 1 shows the feature template sets.  For training, we used soft confidence weighted (SCW) (Wang et al., 2012).	[[90, 93]]	[[64, 88]]	['SCW']	['soft confidence weighted']
1388	 As with most modern simulators, DISs are controlled via  graphical user interfaces (GUIs). However, the simulation 	[[85, 89], [33, 37]]	[[58, 83]]	['GUIs', 'DISs']	['graphical user interfaces']
1389	feeling (FE)  food (FO)  group (GR)  location (LO) 	[[32, 34], [9, 11], [20, 22], [47, 49]]	[[25, 30], [0, 7], [14, 18], [37, 45]]	['GR', 'FE', 'FO', 'LO']	['group', 'feeling', 'food', 'location']
1390	match with a hypothesis. These weights are  confidence measures: Logical Sufficiency (LS)  and Logical Necessity (LN).	[[86, 88], [114, 116]]	[[65, 84], [95, 112]]	['LS', 'LN']	['Logical Sufficiency', 'Logical Necessity']
1391	Abstract  This paper describes a heuristic algorithm capable of automatically assigning a label to  each of the senses in a machine readable dictionary (MRD) for the purpose of acquiring a com-  putational-semantic lexicon for treatment of lexical ambiguity.	[[153, 156]]	[[124, 151]]	['MRD']	['machine readable dictionary']
1392	Th~se de l'Universitt~ Joseph  Fourier, Grenoble I, Mars 1990  \[8\] TEl (Text Encoding Initiative), Guidelines for the  Encoding and lnterchange of Machine Readable Texts.	[[69, 72]]	[[74, 98]]	['TEl']	['Text Encoding Initiative']
1393	 Because we don't have any other useful resources except ChineseGigaword(CGW),We first computed mutual information for all 3-character words in two	[[73, 76]]	[[57, 72]]	['CGW']	['ChineseGigaword']
1394	 In Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics (ACL), pages 1040?1047, Uppsala, Sweden, July.	[[93, 96]]	[[50, 91]]	['ACL']	['Association for Computational Linguistics']
1395	low navigational directions. In Proceedings of the Association for Computational Linguistics (ACL), 2010.	[[94, 97]]	[[51, 92]]	['ACL']	['Association for Computational Linguistics']
1396	on the gender of the user.  User ID: The user ID (UID) labels are inspired by research on Arabic Twitter showing that a consid-	[[50, 53]]	[[41, 48]]	['UID']	['user ID']
1397	hence Srinivas and Joshi, in the context of TAG, refer to supertagging as almost parsing.  The parser is able to parse 20 Wall Street Journal (WSJ) sentences per second on standard hardware, using our best-performing model, which compares very favorably with other	[[143, 146], [44, 47]]	[[122, 141]]	['WSJ', 'TAG']	['Wall Street Journal']
1398	markert@l3s.de Abstract Automatic timeline summarization (TLS) generates precise, dated overviews over	[[58, 61]]	[[34, 56]]	['TLS']	['timeline summarization']
1399	We discuss related work in section 5, and conclude in section 6.  2 Index of Productive Syntax (IPSyn) The Index of Productive Syntax (Scarborough, 1990) evaluates a child?s linguistic development by ana-	[[96, 101]]	[[68, 94]]	['IPSyn']	['Index of Productive Syntax']
1400	ings. The technique employed is adapted from unsupervised word sense disambiguation (WSD). 	[[85, 88]]	[[58, 83]]	['WSD']	['word sense disambiguation']
