ID	text	acronyms	long-forms	acronyms-text	long-forms-text
221	In addition to the contributions summarized in table 1, voluntary extrabudgetary contributions directly to the centres have been allocated over several years.  In 2006, the Meteorological Synthesizing Centre - West (MSC-West) received extrabudgetary contributions (either directly from its host institution, the Norwegian Meteorological Institute, or through projects financed by the Nordic Council of Ministers and the European Community) that totalled $576,383. 	[[216, 224]]	[[173, 214]]	['MSC-West']	['Meteorological Synthesizing Centre - West']
222	 455. Support was expressed for the activities proposed under section 31 (A-D). 	[[74, 77]]	[]	['A-D']	[]
223	 Subtotal , Section III abbreviations: EU = European Union; GIZ = German International Cooperation Agency; OCHA = United Nations Office for the Coordination of Humanitarian Affairs; OECD = Organization for Economic Cooperation and Development; UNDP = United Nations Development Programme; UNEP = United Nations Environment Programme; E = expert provided in kind; E+T = expert provided in kind, together with their travel and subsistence. 	[[39, 41], [182, 186], [244, 248], [289, 293], [60, 63], [107, 111], [363, 366]]	[[44, 58], [189, 242], [251, 287], [296, 332], [66, 105], [114, 180], [338, 361], [369, 436]]	['EU', 'OECD', 'UNDP', 'UNEP', 'GIZ', 'OCHA', 'E+T']	['European Union', 'Organization for Economic Cooperation and Development', 'United Nations Development Programme', 'United Nations Environment Programme', 'German International Cooperation Agency', 'United Nations Office for the Coordination of Humanitarian Affairs', 'expert provided in kind', 'expert provided in kind, together with their travel and subsistence']
224	The provinces most affected were those that witnessed the most extensive and prolonged fighting, including Moxico, Kuando Kubango, and Bie.  Therefore these provinces have the highest number of mine fields and are highly impacted, according to the Landmine Impact Survey (LIS). 	[[272, 275]]	[[248, 270]]	['LIS']	['Landmine Impact Survey']
225	Calls upon Member States to give due consideration to the updated Model Strategies and Practical Measures on the Elimination of Violence against Women in the Field of Crime Prevention and Criminal Justice in order to strengthen national responses to gender-related killing of women and girls; 9. Encourages relevant United Nations entities and agencies, in particular the United Nations Office on Drugs and Crime, the Commission on the Status of Women, the Office of the United Nations High Commissioner for Human Rights and the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women), to support Member States in developing and implementing strategies and policies, upon request, at the national, regional and international levels to address and prevent gender-related killing of women and girls; 10.	[[601, 609]]	[[529, 599]]	['UN-Women']	['United Nations Entity for Gender Equality and the Empowerment of Women']
226	On the night of 25 to 26 February, approximately 5,000 Peshmerga troops entered the Kirkuk governorate from the Kurdistan region.  Without announcement, the troops passed through the Kirkuk combined security area established through the combined security mechanism between KRG, the United States Forces in Iraq (USF-I) and the Iraqi Government, taking up positions to the west, south and south-west of the area. 	[[312, 317], [273, 276]]	[[282, 310]]	['USF-I', 'KRG']	['United States Forces in Iraq']
227	A. Organizational structure of the United Nations Mission for the Referendum in Western Sahara 2010-2011 Abbreviations: ASG = Assistant Secretary-General; FS = Field Service; NS = National Staff; UNV = United Nations Volunteers; GPP = Government-Provided Personnel; UNMO = United Nations military observer; SS = support staff (military). 	[[155, 157], [175, 177], [196, 199], [266, 270], [307, 309], [229, 232], [120, 123]]	[[160, 173], [180, 194], [202, 227], [273, 305], [312, 325], [235, 264], [126, 153]]	['FS', 'NS', 'UNV', 'UNMO', 'SS', 'GPP', 'ASG']	['Field Service', 'National Staff', 'United Nations Volunteers', 'United Nations military observer', 'support staff', 'Government-Provided Personnel', 'Assistant Secretary-General']
228	Parties in Myanmar 1. Democratic Karen Benevolent Army (DKBA)a 2.	[[56, 60]]	[[22, 54]]	['DKBA']	['Democratic Karen Benevolent Army']
229	:: UNU World Institute for Development Economics Research (UNU-WIDER), Helsinki Programmes :: UNU Programme for Biotechnology in Latin America and the Caribbean (UNU-BIOLAC), Caracas :: UNU Food and Nutrition Programme for Human and Social Development (UNU-FNP), Ithaca, New York, United States of America	[[162, 172], [59, 68], [253, 260]]	[[94, 160], [186, 251], [3, 57]]	['UNU-BIOLAC', 'UNU-WIDER', 'UNU-FNP']	['UNU Programme for Biotechnology in Latin America and the Caribbean', 'UNU Food and Nutrition Programme for Human and Social Development', 'UNU World Institute for Development Economics Research']
230	Coal and Metal Community of the CIS Energy Charter Eurasian Economic Community (EurAsEC) IEA IEACCC IEAGHG International Energy Forum	[[80, 87], [32, 35], [89, 92], [93, 99], [100, 106]]	[[51, 78]]	['EurAsEC', 'CIS', 'IEA', 'IEACCC', 'IEAGHG']	['Eurasian Economic Community']
231	Shortly thereafter, Doe's troops arrived in Nimba County and indiscriminately killed hundreds of unarmed civilians, raped women, and burned villages.  This deadly counterinsurgency led to the fleeing of over 160,000 civilians to Guinea and Ivory Coast and endeared the local population to the rebel group-the National Patriotic Front of Liberia (NPFL)-which came to be led by Charles Taylor. 	[[346, 350]]	[[309, 344]]	['NPFL']	['National Patriotic Front of Liberia']
232	While welcoming the deployment of ad hoc multinational forces to provide stability and a smooth entry for eventual peacekeeping missions in Liberia and the Democratic Republic of the Congo, we nevertheless concur with the Secretary-General that they raise important questions about the kind resources required to ensure the success of peacekeeping.  In the case of the Democratic Republic of the Congo, we believe that an honest assessment of the situation would have revealed to the Security Council the need to mandate, from the beginning, the deployment of the United Nations Organization Mission in the Democratic Republic of the Congo (MONUC) under Chapter VII of the Charter, backed up with the necessary robust capabilities to ensure its credibility. 	[[641, 646]]	[[592, 639]]	['MONUC']	['Mission in the Democratic Republic of the Congo']
233	 FCCC/SBSTA/2008/L.2 Implications of the establishment of new hydrochlorofluorocarbon-22 (HCFC-22) facilities seeking to obtain certified emission reductions for the destruction of hydrofluorocarbon-23 (HFC-23). 	[[90, 97], [203, 209], [1, 5], [6, 11]]	[[62, 88], [181, 201]]	['HCFC-22', 'HFC-23', 'FCCC', 'SBSTA']	['hydrochlorofluorocarbon-22', 'hydrofluorocarbon-23']
234	"""Letter dated 20 October 2011 from the Permanent Representative of Nigeria to the United Nations addressed to the SecretaryGeneral (S/2011/654)"".  At the same meeting, in accordance with the understanding reached in its prior consultations, the Council also decided to extend invitations, under rule 39 of its provisional rules of procedure, to Ms. Michelle Bachelet, UnderSecretaryGeneral and Executive Director of the United Nations Entity for Gender Equality and the Empowerment of Women (UNWomen), and Mr. Lazarous Kapambwe, President of the Economic and Social Council. "	[[492, 499]]	[[420, 490]]	['UNWomen']	['United Nations Entity for Gender Equality and the Empowerment of Women']
235	The Act of 13 March 2009 approving the first Palermo Protocol and the Council of Europe Convention on Action against Trafficking.  The Act implements one of the recommendations made at the time of the first universal periodic review in 2008 and completes the Criminal Code (C.P.) and the Code of Criminal Procedure (C.I.C.) The Act of 8 May 2009 on assistance to and the protection and security of victims of human trafficking, which in particular provides for the establishment of a committee responsible for implementing measures to follow-up and combat trafficking, for coordinating preventive action and for evaluating the phenomenon of trafficking	[[274, 278], [316, 322]]	[]	['C.P.', 'C.I.C.']	[]
236	Previous posts: Permanent Secretary, Ministry of National Security and Justice, Jamaica (1984-1994).  Honours: Order of Distinction in the rank of Commander (C.D.) for service to the Jamaica Public Service. 	[[158, 162]]	[[147, 156]]	['C.D.']	['Commander']
237	 45. Joint Submission 4 (JS 4) and Joint Submission 7 (JS 7) expressed concern of the existence of discrimination and stigmatisation of persons who were HIV positive. 	[[25, 29], [55, 59], [153, 156]]	[[5, 23], [35, 53]]	['JS 4', 'JS 7', 'HIV']	['Joint Submission 4', 'Joint Submission 7']
238	G. Share of NFTCE H. Extrabudgetary contributions Note: TAS = total assistance by the United Nations system. 	[[56, 59], [12, 17]]	[[62, 78]]	['TAS', 'NFTCE']	['total assistance']
239	3 - 6 p.m. Informal consultations (closed) Conference Room 5 (NLB) Agenda item 134 (Proposed programme budget for the biennium 2012-2013: Organizational resilience management system (A/66/516 and A/66/7/Add.10)) United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) Executive Board	[[284, 292], [6, 10], [62, 65]]	[[212, 282]]	['UN-Women', 'p.m.', 'NLB']	['United Nations Entity for Gender Equality and the Empowerment of Women']
240	Takes note of the analysis of the `target for resource assignment from the core (TRAC)'-1 framework discussed in chapter E contained in DP/2012/25; 6. Decides to adopt the hybrid gross national income (GNI)-based eligibility option in combination with the streamlined TRAC-1 allocation model for the 2014-2017 TRAC-1 allocation framework, subject to the provisions of this decision; 7.	[[202, 205], [81, 85], [136, 138], [310, 314], [268, 272]]	[[179, 200], [35, 79]]	['GNI', 'TRAC', 'DP', 'TRAC', 'TRAC']	['gross national income', 'target for resource assignment from the core']
241	In 2007, 2008 and 2009, the number of deaths under CSD's custody was 18, 14 and 25 respectively and none of the deceased were persons with disabilities.  In the last five years, there were no cases of death of persons with disabilities in Immigration Department (ImmD)'s and Police's custody. 	[[263, 267], [51, 56]]	[[239, 261]]	"['ImmD', ""CSD's""]"	['Immigration Department']
242	In this case, the particulate mass (g/km) shall be calculated as follows: Pa = particulate mass collected by background filter, DF = dilution factor as determined in paragraph 6.6.4. 	[[128, 130], [38, 40], [74, 76]]	[[133, 148], [79, 126]]	['DF', 'km', 'Pa']	['dilution factor', 'particulate mass collected by background filter']
243	 21. Emphasizes the need to open an OIC Coordination Office in Baghdad in light of the Decision adopted by the First Meeting of the OIC Ministerial Executive Committee (MEC) in response to the critical conditions and needs of Iraq and the Iraqi people. 	[[169, 172], [36, 39], [132, 135]]	[[136, 167]]	['MEC', 'OIC', 'OIC']	['Ministerial Executive Committee']
244	 3. Ms. Yaro (Burkina Faso) said that her country fully supported the objectives of the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) and hoped that it would receive adequate funds to fulfil its mandate. 	[[160, 168]]	[[88, 158]]	['UN-Women']	['United Nations Entity for Gender Equality and the Empowerment of Women']
245	i In 1998 referred to as chronic or unspecified bronchitis and emphysema.  NA = Not available. 	[[75, 77]]	[[80, 93]]	['NA']	['Not available']
246	Cooperation between the countries of the Nordic Council: a committee of consumer officials under the aegis of the Council of Ministers of the Nordic countries handles.  At the level of the consumer organizations, close cooperation exists in the Community and international context, mainly within Consumers International (C.I.). 	[[321, 325]]	[[296, 319]]	['C.I.']	['Consumers International']
247	 31. Joint Submission 18 (JS18) noted that the Law on Denial of Serious Crimes Committed during the period of Democratic Kampuchea was passed in June 2013. 	[[26, 30]]	[[5, 24]]	['JS18']	['Joint Submission 18']
248	"Other activities UNU midday forum on ""Public-private partnerships: What does it mean for the United Nations?"" ( organized by the United Nations University Office in New York (UNU-ONY)) From 1.15 to 2.30 p.m. in Conference Room 8 (General Assembly Building)."	[[175, 182], [17, 20], [203, 207]]	[[129, 173]]	['UNU-ONY', 'UNU', 'p.m.']	['United Nations University Office in New York']
249	Source: Division of Human Resources data, various years.  NR = Not reported. 	[[58, 60]]	[[63, 75]]	['NR']	['Not reported']
250	United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) Executive Board The Executive Board of the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) will hold an informal pre-session meeting on Tuesday, 11 January 2011, from 3 to 6 p.m. in Conference Room 2 (NLB). 	[[197, 205], [72, 80], [290, 294], [317, 320]]	[[125, 195], [0, 70]]	['UN-Women', 'UN-Women', 'p.m.', 'NLB']	['United Nations Entity for Gender Equality and the Empowerment of Women', 'United Nations Entity for Gender Equality and the Empowerment of Women']
251	Enhanced Integrated Framework (EIF), WTO UNDP/United Nations Agreement for Tanzania Millennium Development Goals Achievement Fund financed by Spain through UNDP (MDG-F) UNIDO Regional Cleaner Production Programme for Latin America and the Caribbean (RCPP-LAC)	[[162, 167], [169, 174], [250, 258], [31, 34], [37, 40], [41, 45]]	[[84, 138], [0, 29]]	['MDG-F', 'UNIDO', 'RCPP-LAC', 'EIF', 'WTO', 'UNDP']	['Millennium Development Goals Achievement Fund financed', 'Enhanced Integrated Framework']
252	 71. Joint Submission 20 (JS20) and other organizations expressed concerns regarding the case of the Belo Monte dam project and the rights of the Xingu community in the Amazon. 	[[26, 30]]	[[5, 24]]	['JS20']	['Joint Submission 20']
253	Coordinating Committee for Geoscience Programmes in East and Southeast Asia (CCOP) Energy Charter Secretariat (ECS) (d) Eurasian Economic Community (EurAsEC) (e) International Atomic Energy Agency (IAEA)	[[149, 156], [198, 202], [77, 81], [111, 114]]	[[120, 147], [162, 196], [83, 109], [0, 75]]	['EurAsEC', 'IAEA', 'CCOP', 'ECS']	['Eurasian Economic Community', 'International Atomic Energy Agency', 'Energy Charter Secretariat', 'Coordinating Committee for Geoscience Programmes in East and Southeast Asia']
254	The program is a rural home visiting, early stimulation and parenting initiative, which was designed to provide enrichment to young children and their parents, through training and deployment of a cadre of young `Rovers'.  The program is administered by the Rural Family Support Organization (RuFamSo), an NGO that focuses primarily on rural development and is funded by UNICEF Jamaica, the Bernard van Leer Foundation and the Environmental Foundation of Jamaica (Evaluation Report 2005). 	[[293, 300], [306, 309], [371, 377]]	[[258, 291]]	['RuFamSo', 'NGO', 'UNICEF']	['Rural Family Support Organization']
255	Human rights and counter-terrorism 49. JS1 indicated that reports emerged in August 2009 that Lithuania had been integrated into the Central Intelligence Agency (CIA)-run extraordinary renditions and secret detention programme. 	[[162, 165], [39, 42]]	[[133, 160]]	['CIA', 'JS1']	['Central Intelligence Agency']
256	KAZ = Kazakhstan; Largest in slaughtered sheep and in live and slaughtered pigs and poultry KYR = Kyrgyzstan MON = Mongolia; Largest for live sheep UZB = Uzbekistan; Largest in live and slaughtered cattle	[[109, 112], [0, 3], [92, 95], [148, 151]]	[[115, 123], [6, 16], [98, 108], [154, 164]]	['MON', 'KAZ', 'KYR', 'UZB']	['Mongolia', 'Kazakhstan', 'Kyrgyzstan', 'Uzbekistan']
257	GRAPH 11.2.1 Major tropical log exporters, 2002-2004 Note: PNG = Papua New Guinea. 	[[59, 62], [0, 5]]	[[65, 81]]	['PNG', 'GRAPH']	['Papua New Guinea']
258	Activities of other international organizations dealing with issues of interest to the Working Party (agenda item 3) A. International Institute of Refrigeration (IIR) Informal document: INF.12 (IIR) 7.	[[194, 197], [162, 165], [186, 192]]	[[167, 175], [120, 160]]	['IIR', 'IIR', 'INF.12']	['Informal', 'International Institute of Refrigeration']
259	Carre Geo & Environnement (CGE), Douala, Cameroon Centre d'Accompagnement des Autochtones Pygmées et Minoritaires Vulnérables International (CAMV-International), Bukavo, Democratic Republic of the Congo Centre for 21st Century Issues (C21ST), Lagos, Nigeria Friedrich-Ebert-Foundation {Friedrich-Ebert-Stiftung e.	[[235, 240], [27, 30], [141, 159]]	[[203, 226], [0, 25], [41, 139]]	['C21ST', 'CGE', 'CAMV-International']	"['Centre for 21st Century', 'Carre Geo & Environnement', ""Cameroon Centre d'Accompagnement des Autochtones Pygmées et Minoritaires Vulnérables International""]"
260	48 (n)).  The Stockholm Environment Institute at York (SEI-Y) played a lead role in developing content, commissioning papers and organizing the workshop. 	[[55, 60]]	[[14, 53]]	['SEI-Y']	['Stockholm Environment Institute at York']
261	While the electoral law is yet to be submitted by the executive branch to Parliament, MINUSTAH has provided technical advice to the parliamentary bicameral commission on the electoral law and lobbied for the inclusion of the constitutional minimum 30 per cent female participation quota in the law.  In April 2013, UNDP, in collaboration with the United Nations Entity for Gender Equality and the Empowerment of Women (UNWomen) and MINUSTAH, organized a training session on gender and elections for 52 Electoral Council participants, while MINUSTAH supported the Council in drafting a new voter sensitization plan and provided planning assistance to the Director-General of the Council. 	[[419, 426], [86, 94], [315, 319], [540, 548], [432, 440]]	[[347, 417]]	['UNWomen', 'MINUSTAH', 'UNDP', 'MINUSTAH', 'MINUSTAH']	['United Nations Entity for Gender Equality and the Empowerment of Women']
262	wC = carbon mass fraction for the given fuel [g/g] xH2Oexhdry = amount of H2O per dry mole of measured flow [mol/mol] MC = molecular mass of carbon 12.0107 g/mol xCcombdry = amount of carbon from fuel in the exhaust per mole of dry exhaust [mol/mol]	[[118, 120], [0, 2], [74, 77], [109, 112], [113, 116], [156, 161], [241, 244], [245, 248]]	[[123, 132], [5, 25]]	['MC', 'wC', 'H2O', 'mol', 'mol', 'g/mol', 'mol', 'mol']	['molecular', 'carbon mass fraction']
263	Copargo Oucountouna ND = No data NM = Not monitored Figure 1 205.	[[33, 35], [20, 22]]	[[38, 51], [25, 32]]	['NM', 'ND']	['Not monitored', 'No data']
264	As a result, an Expert Meeting on Synergies among the Conventions on Climate Change, Biological Diversity and Desertification and the Forest Principles was convened in the Blaustein Institute for Desert Research at Sede Boqer, Israel in March 1997.  The summary of this meeting was published by the Division for Sustainable Energy and Environment of the United Nations Development Programme (SEED-UNDP) as a booklet entitled “Synergies in National Implementation” in January 1998. 	[[392, 401]]	[[312, 390]]	['SEED-UNDP']	['Sustainable Energy and Environment of the United Nations Development Programme']
265	 (6) The Committee also welcomes: (a) The work of the Interagency Agency Committee on the Comprehensive Program on Children in Armed Conflict (IAC-CIAC); (b) The Memorandum of Agreement on the treatment and handling of children involved in armed conflict, which provides for rehabilitation and reintegration of these children;	[[143, 151]]	[[54, 141]]	['IAC-CIAC']	['Interagency Agency Committee on the Comprehensive Program on Children in Armed Conflict']
266	Two volumes in the Cornell/UNU Africa series were published by Cornell University Press in 2010: The African Food System and its Interactions with Human Health and Nutrition and The Socioeconomic Dimensions of HIV/AIDS in Africa: Challenges, Opportunities, and Misconceptions.  The books were derived from a series of symposiums organized in recent years by UNU-FNP, the UNU Office in New York (UNU-ONY) and Cornell University. 	[[395, 402], [210, 218], [27, 30], [358, 365]]	[[371, 393]]	['UNU-ONY', 'HIV/AIDS', 'UNU', 'UNU-FNP']	['UNU Office in New York']
267	She is responsible for coordinating the process of drafting and adopting the national plan for the implementation of United Nations Security Council resolution 1325 (2000) on women and peace and security.  She promoted the signing of a memorandum of understanding between the Argentine Ministry of Economic Affairs and the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) on developing a gender-sensitive budget. 	[[395, 403]]	[[323, 393]]	['UN-Women']	['United Nations Entity for Gender Equality and the Empowerment of Women']
268	" Revised text on food. "" European Union Risk Assessment Report (EU-RAR), exposures to humans via environmental routes have been estimated using EUSES and showed no increase for octaBDE from 1994 to 1999. "	[[64, 70], [144, 149], [177, 184]]	[[25, 62]]	['EU-RAR', 'EUSES', 'octaBDE']	['European Union Risk Assessment Report']
269	Information management was established as one of WFP's 12 functional areas to provide a common basis for decision-making during emergencies.  The Corporate Response emergency operation (EMOP) Facility (CREF), which applies revised procedures and delegations of authority in corporate emergency situations, was developed to enhance responses to large-scale suddenonset emergencies. 	[[186, 190], [202, 206], [49, 54]]	[[165, 184]]	"['EMOP', 'CREF', ""WFP's""]"	['emergency operation']
270	 43. Delegations recognized the enormous challenges UNHCR faced in addressing the needs of growing populations of concern, and a number made statements in support of UNHCR's global needs assessment (GNA)-based budget. 	[[199, 202], [166, 173], [52, 57]]	[[174, 197]]	"['GNA', ""UNHCR's"", 'UNHCR']"	['global needs assessment']
271	 12. UNFICYP facilitated the implementation of a United Nations Development Programme (UNDP)-supported joint project prepared by the two Nicosia municipalities under the Nicosia Master Plan for the stabilization of buildings at the Ledra Street/Lokmaçı crossing in the buffer zone. 	[[87, 91], [5, 12]]	[[49, 85]]	['UNDP', 'UNFICYP']	['United Nations Development Programme']
272	Optional Protocol to the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW-OP); Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment (CAT); Optional Protocol to the Convention Against Torture and Cruel Inhuman or Degrading Treatment or Punishment (CAT-OP); Convention on the Rights of the Child (CRC);	[[316, 322], [101, 109], [202, 205], [364, 367]]	[[264, 314], [0, 99], [112, 138], [325, 362]]	['CAT-OP', 'CEDAW-OP', 'CAT', 'CRC']	['Cruel Inhuman or Degrading Treatment or Punishment', 'Optional Protocol to the Convention on the Elimination of All Forms of Discrimination against Women', 'Convention against Torture', 'Convention on the Rights of the Child']
273	Summary of issues for discussion by the Twenty-Fifth Meeting of the Parties A. Nominations for essential-use exemptions for 2014 and 2015 (item 4 (a) of the provisional agenda for the preparatory segment) During the thirty-third meeting of the Open-ended Working Group and subsequently, the Russian Federation provided additional information regarding its essential-use nomination for chlorofluorocarbon (CFC)-based metered-dose inhalers for 2014. 	[[405, 408]]	[[385, 403]]	['CFC']	['chlorofluorocarbon']
274	Electric storage systems: Waste or damaged/defective lithium batteries Special Provision and Packing Instructions for Waste Lithium Batteries Transmitted by the Rechargeable Battery Association (PRBA) and the International Association for the Promotion and Management of Portable Rechargeable Batteries(RECHARGE) Introduction	[[303, 311], [195, 199]]	[[280, 302], [161, 193]]	['RECHARGE', 'PRBA']	['Rechargeable Batteries', 'Rechargeable Battery Association']
275	I. Mandate 3. The mandate of the Communications Sub-Committee is to develop and implement a communications and education strategy to ensure that opportunities to promote the United Nations Framework Classification for Fossil Energy and Mineral Reserves and Resources 2009 (UNFC-2009) globally and to deliver a consistent message thereon are maximized, including through conferences, workshops, articles and technical papers. 	[[273, 282]]	[[174, 271]]	['UNFC-2009']	['United Nations Framework Classification for Fossil Energy and Mineral Reserves and Resources 2009']
276	United Nations Mission in Ethiopia and Eritrea (UNMEE) United Nations Mission in Bosnia and Herzegovina (UNMIBH), including United Nations Mission of Observers in Prevlaka (UNMOP) United Nations Interim Administration Mission in Kosovo (UNMIK)c United Nations Operation in Somalia (UNOSOM II)d	[[237, 242], [48, 53], [105, 111], [173, 178], [282, 288]]	[[180, 235], [0, 46], [55, 103], [124, 171], [245, 280]]	['UNMIK', 'UNMEE', 'UNMIBH', 'UNMOP', 'UNOSOM']	['United Nations Interim Administration Mission in Kosovo', 'United Nations Mission in Ethiopia and Eritrea', 'United Nations Mission in Bosnia and Herzegovina', 'United Nations Mission of Observers in Prevlaka', 'United Nations Operation in Somalia']
277	TOTAL(USD) GM Assets* CBAA = Core Budget Administrative Account VCAE = Voluntary Contributions Administrative Expenses Account	[[22, 26], [6, 9], [11, 13], [64, 68]]	[[29, 63], [71, 118]]	['CBAA', 'USD', 'GM', 'VCAE']	['Core Budget Administrative Account', 'Voluntary Contributions Administrative Expenses']
278	 Other forthcoming meetings UN-OHRLLS Sixth Open Forum for Partnerships: Protecting the Global Environment: GEF's Activities in Least Developed Countries (LDCs) and Small Island Developing States (SIDS) Thursday, 24 March 2005, from 11 a.m. to 1 p.m. in Conference Room 8.	[[155, 159], [197, 201], [28, 37], [108, 113], [246, 250]]	[[128, 153], [165, 195], [88, 106], [49, 54]]	"['LDCs', 'SIDS', 'UN-OHRLLS', ""GEF's"", 'p.m.']"	['Least Developed Countries', 'Small Island Developing States', 'Global Environment', 'Forum']
279	Thus, regulation promotes innovation while it is also periodically amended due to innovations which have rendered it obsolete.  In the electricity sector, for instance, the need for regulation to assume this role is particularly high to meet the emerging regulatory objective of climate change mitigation and adaptation, and to correct an existing bias against renewable energy sources for electricity (RES-E). 	[[403, 408]]	[[361, 401]]	['RES-E']	['renewable energy sources for electricity']
280	China Harbour asserts that in evacuating its employees from Kuwait, it had to borrow 19 vehicles from the contractors with which it was working.  It borrowed 10 from United Gulf Construction Corporation (“UGCC”), five from Consolidated Contractors International Company, and four from Hamla Corporation. 	[[205, 209]]	[[166, 202]]	['UGCC']	['United Gulf Construction Corporation']
281	Recalls regulations 1.1 and 1.4 of the proposed financial regulations and rules for the United Nations Entity for Gender Equality and the Empowerment of Women; 2. Takes note of the report of the Advisory Committee on Administrative and Budgetary Questions and of the management response from the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women); 3.	[[368, 376]]	[[296, 366]]	['UN-Women']	['United Nations Entity for Gender Equality and the Empowerment of Women']
282	 United Nations Mission in Sierra Leone (UNAMSIL) and United Nations Observer Mission in Sierra Leone (UNOMSIL)a Statement of income and expenditure and changes in reserves and fund balances for the period from 13 July 1998 to 31 December 2005 as at 30 June 2008	[[103, 110], [41, 48]]	[[54, 101], [1, 39]]	['UNOMSIL', 'UNAMSIL']	['United Nations Observer Mission in Sierra Leone', 'United Nations Mission in Sierra Leone']
283	This evaluation also coordinated and exchanged information with several other evaluations, which were undertaken at the same time.  These included: `Evaluation of UNDP Assistance to Conflict-Affected Countries' (UNDP Evaluation Office); `Lessons Learned on the Longer-Term Impact of United Nations Electoral Assistance' (UNDP Bureau for Development Policy); `Lessons Learned on Integrated Electoral Assistance' (UNDP Bureau for Development Policy, United Nations Department of Peacekeeping Operations and Department of Political Affairs); `Entry Points for Gender Mainstreaming and Women's Empowerment' (UNDP Bureau for Development Policy); and `Evaluation of Department for International Development Electoral Support Through UNDP' (United Kingdom Independent Commission for Aid Impact). 	[[727, 732], [163, 167], [212, 216], [412, 416], [321, 325], [604, 608]]	[]	"[""UNDP'"", 'UNDP', 'UNDP', 'UNDP', 'UNDP', 'UNDP']"	[]
284	Establishing energy charters and treaties Expanding the World Solar Programme into a world sustainable energy programme Establishing a Global Environment Facility (GEF)-type mechanism for energy for sustainable development Organizing an annual global meeting on financing energy for sustainable development	[[164, 167]]	[[135, 162]]	['GEF']	['Global Environment Facility']
285	The Office worked with the Norwegian Refugee Council to develop a camp management toolkit, a prototype of which was field-tested in late 2003.  The Protection Surge Capacity Project has also been expanded significantly to help ensure adequate protection staffing levels, and the joint UNHCR/ICMC (International Catholic Migration Commission) deployment scheme has contributed to supporting adequate resettlement staffing levels. 	[[291, 295], [285, 290]]	[[297, 340]]	['ICMC', 'UNHCR']	['International Catholic Migration Commission']
286	"Web site: <www.unwomen.org/how-we-work/csw/csw-56/iwd/>.]  Panel discussion on ""Change makers and peacekeepers - - Journey towards equal representation of women"" (co-organized by the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) and the United States Mission) From 1.15 to 2.30 p.m. in Conference Room 4 (NLB)."	[[255, 263], [341, 344], [314, 318]]	[[183, 253]]	['UN-Women', 'NLB', 'p.m.']	['United Nations Entity for Gender Equality and the Empowerment of Women']
287	2.  Claims for C4 motor vehicle losses (“C4-MV”) In addition to claims for C4-CPHO, claims for motor vehicle-related (“C4-MV”) losses may be submitted on the “C4” page of the claim form.	[[41, 46], [75, 82], [119, 124], [159, 161]]	[[15, 31], [84, 116]]	['C4-MV', 'C4-CPHO', 'C4-MV', 'C4']	['C4 motor vehicle', 'claims for motor vehicle-related']
288	Where countries measured the accuracy of their outputs, there was no clear-cut trend in which statistical methods were used most; different methods are clearly best suited to different census collection methods and national contexts.  This suggests that it would not be appropriate to mandate any particular choice of method(s) -- National Statistical Institutes (NSI) are best placed to choose the methods appropriate to their own domestic circumstances. 	[[364, 367]]	[[331, 362]]	['NSI']	['National Statistical Institutes']
289	Project grants 13 1. According to information received from the Administration of the Office of the United Nations High Commissioner for Human Rights (OHCHR) and the Programme Planning and Budget Section of the United Nations Office at Geneva, at the beginning of the ninth session, US$ 294,457 were available from new contributions paid since the eighth session of the Board of Trustees (see annex I) as well as from previous unspent balance. 	[[151, 156]]	[[86, 149]]	['OHCHR']	['Office of the United Nations High Commissioner for Human Rights']
290	"The secretariats of both UNECE and CAREC informed the Working Group on the status of this issue and introduced the report of the meeting in Almaty (Kazakhstan), on 30-31 January 2003 and the paper ""Invitation to Partnership"" (CEP/AC.11/2003/11 and Add.1 and 2).  The Almaty meeting, which had been jointly organized by UNECE and CAREC, included representatives of both Environment Ministries and Water Ministries, as well as of the Executive Committee of the International Fund for Saving the Aral Sea (EC-IFAS). "	[[503, 510], [35, 40], [25, 30], [319, 324], [329, 334]]	[[432, 501]]	['EC-IFAS', 'CAREC', 'UNECE', 'UNECE', 'CAREC']	['Executive Committee of the International Fund for Saving the Aral Sea']
