-DOCSTART- -X- O
in OT B-O 
its OT B-O 
resolution OT B-O 
64/289 OT B-O 
, OT B-O 
decided OT B-O 
to OT B-O 
establish OT B-O 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
. OT B-O 
The OT B-O 
resolution OT B-O 
also OT B-O 
provided OT B-O 
for LF I-LF 
the LF I-LF 
transfer OT B-O 
of LF I-LF 
existing OT B-O 
mandates OT B-O 
, OT B-O 
functions OT B-O 
, OT B-O 
assets OT B-O 
, OT B-O 
including OT B-O 
facilities OT B-O 
and LF I-LF 
infrastructure OT B-O 
, OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
liabilities OT B-O 
, OT B-O 
including OT B-O 
contractual OT B-O 
arrangements OT B-O 
of LF I-LF 
the LF I-LF 
four OT B-O 
merged OT B-O 
entities OT B-O 
, OT B-O 
upon OT B-O 
adoption OT B-O 
of LF I-LF 
the LF I-LF 
resolution OT B-O 
on LF I-LF 
2 OT B-O 
July OT B-O 
2010 OT B-O 
. OT B-O 

OHCHR AN B-AN 
worked OT B-O 
with OT B-O 
partners OT B-O 
to OT B-O 
promote OT B-O 
the LF B-LF 
implementation OT B-O 
of LF I-LF 
recommendations OT B-O 
contained OT B-O 
in OT B-O 
the LF I-LF 
report OT B-O 
of LF I-LF 
my OT B-O 
Office OT B-O 
on LF I-LF 
creating OT B-O 
and/or OT B-O 
strengthening OT B-O 
synergies OT B-O 
against OT B-O 
violence OT B-O 
against OT B-O 
women OT B-O 
. OT B-O 
In OT B-O 
July OT B-O 
, OT B-O 
I OT B-O 
signed OT B-O 
a LF I-LF 
letter OT B-O 
of LF I-LF 
agreement OT B-O 
with OT B-O 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
to OT B-O 
systematize OT B-O 
collaboration OT B-O 
in OT B-O 
advancing OT B-O 
women OT B-O 
's OT B-O 
rights OT B-O 
and LF I-LF 
gender OT B-O 
equality OT B-O 
. OT B-O 

Access OT B-O 
to LF B-LF 
agriculture OT B-O 
credits OT B-O 
( OT B-O 
formal OT B-O 
financial OT B-O 
services OT B-O 
) OT B-O 
is OT B-O 
not OT B-O 
available OT B-O 
to LF I-LF 
Liberian OT B-O 
farmers OT B-O 
, OT B-O 
especially OT B-O 
smallholders OT B-O 
. OT B-O 
According OT B-O 
to LF I-LF 
the LF I-LF 
Comprehensive LF I-LF 
Assessment LF I-LF 
of LF I-LF 
the LF I-LF 
Agriculture LF I-LF 
Sector LF I-LF 
of LF I-LF 
Liberia LF I-LF 
( OT B-O 
CAAS-LIB AN B-AN 
) OT B-O 
, OT B-O 
financial OT B-O 
institutions OT B-O 
are OT B-O 
now OT B-O 
beginning OT B-O 
to LF I-LF 
engage OT B-O 
the LF I-LF 
rural OT B-O 
areas OT B-O 
and OT B-O 
could OT B-O 
provide OT B-O 
credits OT B-O 
to LF I-LF 
rural OT B-O 
inhabitants OT B-O 
within OT B-O 
the LF I-LF 
foreseeable OT B-O 
future OT B-O 
. OT B-O 

Infant OT B-O 
and OT B-O 
under-five OT B-O 
mortality OT B-O 
rates OT B-O 
are LF B-LF 
much OT B-O 
higher OT B-O 
among OT B-O 
the OT B-O 
poor OT B-O 
, OT B-O 
in OT B-O 
rural OT B-O 
areas OT B-O 
and OT B-O 
in OT B-O 
households OT B-O 
with OT B-O 
less OT B-O 
educated OT B-O 
mothers OT B-O 
. OT B-O 
Since OT B-O 
the OT B-O 
launch OT B-O 
of OT B-O 
Sierra OT B-O 
Leone OT B-O 
's OT B-O 
Free LF I-LF 
Healthcare LF I-LF 
Initiative LF I-LF 
( OT B-O 
FHC-I AN B-AN 
) OT B-O 
in OT B-O 
2010 OT B-O 
, OT B-O 
access OT B-O 
to OT B-O 
services OT B-O 
for OT B-O 
children OT B-O 
and OT B-O 
mothers OT B-O 
has OT B-O 
improved OT B-O 
but OT B-O 
services OT B-O 
are LF I-LF 
constrained OT B-O 
by OT B-O 
limited OT B-O 
funding OT B-O 
, OT B-O 
inadequate OT B-O 
distribution OT B-O 
, OT B-O 
and OT B-O 
low OT B-O 
numbers OT B-O 
of OT B-O 
skilled OT B-O 
and OT B-O 
motivated OT B-O 
staff OT B-O 
. OT B-O 

In OT B-O 
particular OT B-O 
, OT B-O 
the OT B-O 
LEG AN B-AN 
noted OT B-O 
the OT B-O 
need OT B-O 
to OT B-O 
enhance OT B-O 
its OT B-O 
advice OT B-O 
to OT B-O 
Parties OT B-O 
, OT B-O 
still OT B-O 
in LF B-LF 
the OT B-O 
preparation OT B-O 
phase OT B-O 
, OT B-O 
to OT B-O 
modify OT B-O 
the OT B-O 
format LF I-LF 
and OT B-O 
content OT B-O 
of OT B-O 
project LF I-LF 
profiles OT B-O 
in LF I-LF 
order OT B-O 
to OT B-O 
better OT B-O 
address OT B-O 
requirements OT B-O 
for LF I-LF 
the OT B-O 
preparation OT B-O 
of OT B-O 
project LF I-LF 
information LF I-LF 
forms LF I-LF 
( OT B-O 
PIFs AN B-AN 
) OT B-O 
which OT B-O 
are OT B-O 
submitted OT B-O 
to OT B-O 
the OT B-O 
GEF AN B-AN 
. OT B-O 
Previous OT B-O 
project LF I-LF 
profiles OT B-O 
were OT B-O 
based OT B-O 
on LF I-LF 
project LF I-LF 
development LF I-LF 
format LF I-LF 
A LF I-LF 
( OT B-O 
PDF-A AN I-AN 
) OT B-O 
as OT B-O 
described OT B-O 
in LF I-LF 
the OT B-O 
2001 OT B-O 
NAPA AN I-AN 
guidelines OT B-O 
. OT B-O 

Resolutions OT B-O 
- OT B-O 
Bills OT B-O 
- OT B-O 
EU AN B-AN 
Resolution OT B-O 
: OT B-O 
Resolution OT B-O 
of OT B-O 
the OT B-O 
Austrian OT B-O 
National OT B-O 
Council OT B-O 
of OT B-O 
4 OT B-O 
July OT B-O 
1994 OT B-O 
for OT B-O 
the OT B-O 
implementation OT B-O 
of OT B-O 
the OT B-O 
objectives OT B-O 
of OT B-O 
the OT B-O 
CRC OT B-O 
( OT B-O 
E AN I-AN 
156 OT B-O 
- OT B-O 
NR OT B-O 
XVIII.GP OT B-O 
) OT B-O 
Resolution OT B-O 
of OT B-O 
the OT B-O 
government OT B-O 
on OT B-O 
violence OT B-O 
in LF B-LF 
society OT B-O 
, OT B-O 
violence OT B-O 
in LF I-LF 
the OT B-O 
family OT B-O 
, OT B-O 
maltreatment OT B-O 
of OT B-O 
833 OT B-O 
. OT B-O 
Reports OT B-O 
by OT B-O 
Non-Governmental OT B-O 
Organizations OT B-O 
: OT B-O 
National OT B-O 
Coalition OT B-O 
für OT B-O 
die OT B-O 
Umsetzung OT B-O 
der OT B-O 
Kinderrechte OT B-O 
; OT B-O 
Österreichischer LF I-LF 
Bundesjugendring LF I-LF 
. OT B-O 
( OT B-O 
ÖBJR AN B-AN 
) OT B-O 
; OT B-O 
Katholische LF B-LF 
Jungschar LF I-LF 
( OT B-O 
KJSÖ AN B-AN 
) OT B-O 
- OT B-O 
Bundesleitung OT B-O 
; OT B-O 
Österreichische LF I-LF 
Kinderfreunde OT B-O 
; OT B-O 
Österreichisches OT B-O 
Komitee OT B-O 
für OT B-O 
UNICEF AN I-AN 
( OT B-O 
UNICEF AN I-AN 
Committee AN I-AN 
) OT B-O 
834 OT B-O 
. OT B-O 

The OT B-O 
very OT B-O 
active OT B-O 
and OT B-O 
high-level OT B-O 
role OT B-O 
currently OT B-O 
being OT B-O 
played OT B-O 
by OT B-O 
the OT B-O 
United OT B-O 
Nations OT B-O 
in OT B-O 
facilitating OT B-O 
the OT B-O 
cessation OT B-O 
of OT B-O 
political OT B-O 
violence OT B-O 
and OT B-O 
the OT B-O 
promotion OT B-O 
of OT B-O 
negotiations OT B-O 
to OT B-O 
establish OT B-O 
a LF B-LF 
democratic OT B-O 
and OT B-O 
non-racial OT B-O 
State OT B-O 
in OT B-O 
South OT B-O 
Africa LF I-LF 
is OT B-O 
commendable OT B-O 
. OT B-O 
My OT B-O 
Government OT B-O 
also OT B-O 
commends OT B-O 
the OT B-O 
African LF I-LF 
National LF I-LF 
Congress LF I-LF 
( OT B-O 
ANC AN B-AN 
) OT B-O 
and OT B-O 
the OT B-O 
Government OT B-O 
of OT B-O 
South OT B-O 
Africa LF I-LF 
for OT B-O 
their OT B-O 
positive OT B-O 
attitude OT B-O 
towards OT B-O 
working OT B-O 
out OT B-O 
the OT B-O 
details OT B-O 
of OT B-O 
the OT B-O 
multi-party OT B-O 
elections OT B-O 
. OT B-O 

5 OT B-O 
. OT B-O 
Underscores OT B-O 
that OT B-O 
the LF B-LF 
principle OT B-O 
of LF I-LF 
harmonized OT B-O 
rates OT B-O 
will OT B-O 
also OT B-O 
apply OT B-O 
to OT B-O 
differentiated OT B-O 
cost-recovery OT B-O 
rates OT B-O 
, OT B-O 
with OT B-O 
the LF I-LF 
aim OT B-O 
of LF I-LF 
promoting OT B-O 
collaboration OT B-O 
among OT B-O 
United LF I-LF 
Nations LF I-LF 
organizations OT B-O 
and LF I-LF 
avoiding OT B-O 
competition OT B-O 
in OT B-O 
resource OT B-O 
mobilization OT B-O 
, OT B-O 
and LF I-LF 
further OT B-O 
endorses OT B-O 
the LF I-LF 
following OT B-O 
differentiated OT B-O 
cost-recovery OT B-O 
rate OT B-O 
structure OT B-O 
: OT B-O 
( OT B-O 
a LF I-LF 
) OT B-O 
a LF I-LF 
harmonized OT B-O 
1 OT B-O 
per OT B-O 
cent OT B-O 
reduction OT B-O 
for LF I-LF 
the LF I-LF 
thematic OT B-O 
contributions OT B-O 
at LF I-LF 
the LF I-LF 
global OT B-O 
, OT B-O 
regional OT B-O 
and LF I-LF 
country OT B-O 
level OT B-O 
in OT B-O 
UNDP AN B-AN 
, OT B-O 
UNFPA AN B-AN 
and LF I-LF 
UNICEF AN B-AN 
( OT B-O 
8 OT B-O 
per OT B-O 
cent OT B-O 
- AN B-AN 
1 OT B-O 
per OT B-O 
cent OT B-O 
= OT B-O 
7 OT B-O 
per OT B-O 
cent OT B-O 
) OT B-O 
, OT B-O 
with OT B-O 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
maintaining OT B-O 
the LF I-LF 
8 OT B-O 
per OT B-O 
cent OT B-O 
as OT B-O 
a LF I-LF 
temporary OT B-O 
arrangement OT B-O 
; OT B-O 
( OT B-O 
b OT B-O 
) OT B-O 
maintaining OT B-O 
the LF I-LF 
existing OT B-O 
preferential OT B-O 
rates OT B-O 
for LF I-LF 
government OT B-O 
cost-sharing OT B-O 
, OT B-O 
South-South OT B-O 
contributions OT B-O 
and LF I-LF 
private-sector OT B-O 
contributions OT B-O 
; OT B-O 

Mr. OT B-O 
Illueca OT B-O 
( OT B-O 
Panama OT B-O 
) OT B-O 
( OT B-O 
interpretation OT B-O 
from OT B-O 
Spanish OT B-O 
) OT B-O 
: OT B-O 
The OT B-O 
Government OT B-O 
of LF B-LF 
Panama OT B-O 
has OT B-O 
faithfully OT B-O 
supported OT B-O 
United LF I-LF 
Nations LF I-LF 
actions OT B-O 
for LF I-LF 
the LF I-LF 
development OT B-O 
of LF I-LF 
Africa LF I-LF 
. OT B-O 
Today OT B-O 
's OT B-O 
discussion OT B-O 
of LF I-LF 
the LF I-LF 
mid-term OT B-O 
review OT B-O 
of LF I-LF 
the LF I-LF 
implementation OT B-O 
of LF I-LF 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
New LF I-LF 
Agenda LF I-LF 
for LF I-LF 
the LF I-LF 
Development LF I-LF 
of LF I-LF 
Africa LF I-LF 
in OT B-O 
the LF I-LF 
l990s OT B-O 
( OT B-O 
UN-NADAF AN B-AN 
) OT B-O 
, OT B-O 
gives OT B-O 
my OT B-O 
delegation OT B-O 
an OT B-O 
opportunity OT B-O 
once OT B-O 
again OT B-O 
to OT B-O 
put OT B-O 
on LF I-LF 
record OT B-O 
our OT B-O 
voice OT B-O 
and OT B-O 
our OT B-O 
will OT B-O 
, OT B-O 
joining OT B-O 
with OT B-O 
those OT B-O 
of LF I-LF 
others OT B-O 
wishing OT B-O 
to OT B-O 
help OT B-O 
channel OT B-O 
international OT B-O 
assistance OT B-O 
towards OT B-O 
actions OT B-O 
better OT B-O 
directed OT B-O 
to OT B-O 
placing OT B-O 
Africa LF I-LF 
on LF I-LF 
the LF I-LF 
path OT B-O 
to OT B-O 
sustainable OT B-O 
development OT B-O 
and OT B-O 
to OT B-O 
the LF I-LF 
true OT B-O 
well-being OT B-O 
of LF I-LF 
the LF I-LF 
peoples OT B-O 
of LF I-LF 
that OT B-O 
continent OT B-O 
. OT B-O 

4 OT B-O 
. OT B-O 
Representatives OT B-O 
of LF B-LF 
the LF I-LF 
Interstate OT B-O 
Statistical OT B-O 
Committee OT B-O 
of LF I-LF 
the LF I-LF 
Commonwealth OT B-O 
of LF I-LF 
Independent OT B-O 
States OT B-O 
were OT B-O 
also OT B-O 
present OT B-O 
, OT B-O 
as OT B-O 
were OT B-O 
representatives OT B-O 
from OT B-O 
three OT B-O 
Regional OT B-O 
Environmental LF B-LF 
Centres LF I-LF 
( OT B-O 
RECs OT B-O 
) AN B-AN 
: OT B-O 
the LF I-LF 
REC AN I-AN 
for LF B-LF 
Central LF I-LF 
Asia LF I-LF 
( OT B-O 
CAREC OT B-O 
) AN I-AN 
; OT B-O 
the LF I-LF 
REC AN I-AN 
for LF I-LF 
the LF I-LF 
Republic LF I-LF 
of LF I-LF 
Moldova LF I-LF 
( OT B-O 
REC-Moldova OT B-O 
) AN I-AN 
; OT B-O 
and OT B-O 
the LF I-LF 
REC AN I-AN 
for LF I-LF 
the LF I-LF 
Russian LF I-LF 
Federation LF I-LF 
( OT B-O 
REC-Russia OT B-O 
) AN I-AN 
. OT B-O 

Fifty-five OT B-O 
entities OT B-O 
submitted OT B-O 
reports OT B-O 
, OT B-O 
or LF B-LF 
82 OT B-O 
per OT B-O 
cent OT B-O 
of LF I-LF 
those OT B-O 
required OT B-O 
to OT B-O 
do OT B-O 
so OT B-O 
. OT B-O 
Each OT B-O 
submission OT B-O 
was OT B-O 
reviewed OT B-O 
by OT B-O 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
. OT B-O 

1 OT B-O 
( OT B-O 
212 OT B-O 
) OT B-O 
963-9196 OT B-O 
) OT B-O 
. AN B-AN 
] OT B-O 
Briefing OT B-O 
on LF B-LF 
`` OT B-O 
The OT B-O 
high-level OT B-O 
event OT B-O 
on LF I-LF 
` OT B-O 
Women LF I-LF 
's OT B-O 
access OT B-O 
to OT B-O 
justice OT B-O 
' OT B-O 
, OT B-O 
to OT B-O 
be OT B-O 
held OT B-O 
on LF I-LF 
24 OT B-O 
September OT B-O 
2012 OT B-O 
on LF I-LF 
the LF I-LF 
occasion OT B-O 
of LF I-LF 
the LF I-LF 
high-level OT B-O 
meeting OT B-O 
of LF I-LF 
the LF I-LF 
General OT B-O 
Assembly OT B-O 
on LF I-LF 
the LF I-LF 
rule OT B-O 
of LF I-LF 
law OT B-O 
'' OT B-O 
( OT B-O 
co-organized OT B-O 
by OT B-O 
the LF I-LF 
Permanent OT B-O 
Missions OT B-O 
of LF I-LF 
Finland OT B-O 
and LF I-LF 
South OT B-O 
Africa OT B-O 
and LF I-LF 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
) OT B-O 
Friday OT B-O 
, OT B-O 
7 OT B-O 
September OT B-O 
2012 OT B-O 
, OT B-O 
from OT B-O 
1.15 OT B-O 
to OT B-O 
2.30 OT B-O 
p.m. AN I-AN 
in OT B-O 
Conference OT B-O 
Room OT B-O 
B AN B-AN 
( OT B-O 
NLB AN I-AN 
) OT B-O 
. AN I-AN 

1 OT B-O 
- OT B-O 
3 OT B-O 
p.m. OT B-O 
Closed OT B-O 
meeting OT B-O 
Conference OT B-O 
Room OT B-O 
D OT B-O 
( OT B-O 
NLB OT B-O 
) OT B-O 
Group OT B-O 
of OT B-O 
77 OT B-O 
( OT B-O 
on OT B-O 
the OT B-O 
High-level OT B-O 
Meeting OT B-O 
to OT B-O 
commemorate OT B-O 
the OT B-O 
tenth OT B-O 
anniversary OT B-O 
of OT B-O 
the OT B-O 
adoption OT B-O 
of OT B-O 
the OT B-O 
Durban OT B-O 
Declaration OT B-O 
and OT B-O 
Programme OT B-O 
of OT B-O 
Action OT B-O 
) OT B-O 
11 OT B-O 
a.m. OT B-O 
- OT B-O 
12 OT B-O 
noon OT B-O 
Closed OT B-O 
meeting OT B-O 
Conference OT B-O 
Room OT B-O 
7 OT B-O 
( OT B-O 
NLB OT B-O 
) OT B-O 
Group OT B-O 
of OT B-O 
77 OT B-O 
( OT B-O 
at OT B-O 
the OT B-O 
ambassadorial OT B-O 
level OT B-O 
) OT B-O 

14.1 OT B-O 
The OT B-O 
pursuit OT B-O 
of LF B-LF 
gender OT B-O 
equality OT B-O 
, OT B-O 
women OT B-O 
's OT B-O 
rights OT B-O 
and LF I-LF 
women OT B-O 
's OT B-O 
empowerment OT B-O 
is OT B-O 
a LF I-LF 
prerequisite OT B-O 
and LF I-LF 
driver OT B-O 
for LF I-LF 
human OT B-O 
rights OT B-O 
, OT B-O 
development OT B-O 
and LF I-LF 
peace OT B-O 
. OT B-O 
In OT B-O 
this OT B-O 
regard OT B-O 
, OT B-O 
the LF I-LF 
direction OT B-O 
of LF I-LF 
the LF I-LF 
programme OT B-O 
is OT B-O 
provided OT B-O 
by OT B-O 
the LF I-LF 
General OT B-O 
Assembly OT B-O 
in OT B-O 
its OT B-O 
resolution OT B-O 
64/289 OT B-O 
establishing OT B-O 
the LF I-LF 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
as OT B-O 
a LF I-LF 
composite OT B-O 
entity OT B-O 
. OT B-O 

E. OT B-O 
Key OT B-O 
Actions OT B-O 
The OT B-O 
programme OT B-O 
on LF B-LF 
Integrated OT B-O 
Environmental OT B-O 
Assessment OT B-O 
for LF I-LF 
Sustainable OT B-O 
Development OT B-O 
will OT B-O 
revolve OT B-O 
around OT B-O 
the OT B-O 
following OT B-O 
activities OT B-O 
: OT B-O 
( OT B-O 
a LF I-LF 
) AN I-AN 
Action OT B-O 
1 OT B-O 
: OT B-O 
Strengthen OT B-O 
the OT B-O 
Africa OT B-O 
Environment LF I-LF 
Information LF I-LF 
Network LF I-LF 
( OT B-O 
AfricaEIN OT B-O 
) AN I-AN 
, OT B-O 
in OT B-O 
line OT B-O 
with OT B-O 
existing OT B-O 
AMCEN OT B-O 
decisions OT B-O 
, OT B-O 
with OT B-O 
development OT B-O 
and OT B-O 
support OT B-O 
to OT B-O 
country-driven OT B-O 
national OT B-O 
networks OT B-O 
as OT B-O 
building OT B-O 
blocks OT B-O 
for LF I-LF 
the OT B-O 
provision OT B-O 
and OT B-O 
sharing OT B-O 
of OT B-O 
data OT B-O 
and OT B-O 
information OT B-O 
. OT B-O 

The OT B-O 
reference OT B-O 
mark OT B-O 
( OT B-O 
I LF B-LF 
'M AN I-AN 
) OT B-O 
of OT B-O 
the OT B-O 
maximum OT B-O 
luminous OT B-O 
intensity OT B-O 
, LF I-LF 
referred OT B-O 
to OT B-O 
in OT B-O 
paragraph OT B-O 
6.3.3.2. OT B-O 
above OT B-O 
, LF I-LF 
shall OT B-O 
be OT B-O 
obtained OT B-O 
by OT B-O 
the OT B-O 
ratio OT B-O 
: OT B-O 
I′M AN I-AN 
= OT B-O 
IM/4,300 LF I-LF 
. OT B-O 

Conditions OT B-O 
of OT B-O 
service OT B-O 
and LF B-LF 
compensation OT B-O 
for OT B-O 
members OT B-O 
of OT B-O 
the OT B-O 
International LF B-LF 
Court OT B-O 
of OT B-O 
Justice OT B-O 
, OT B-O 
judges OT B-O 
of OT B-O 
the OT B-O 
International LF I-LF 
Criminal OT B-O 
Tribunal OT B-O 
for OT B-O 
the OT B-O 
Former OT B-O 
Yugoslavia OT B-O 
, OT B-O 
judges OT B-O 
of OT B-O 
the OT B-O 
International LF I-LF 
Criminal OT B-O 
Tribunal OT B-O 
for OT B-O 
Rwanda OT B-O 
, OT B-O 
ad LF I-LF 
litem OT B-O 
judges OT B-O 
of OT B-O 
the OT B-O 
International LF I-LF 
Criminal OT B-O 
Tribunal OT B-O 
for OT B-O 
the OT B-O 
Former OT B-O 
Yugoslavia OT B-O 
and LF I-LF 
ad LF I-LF 
litem OT B-O 
judges OT B-O 
of OT B-O 
the OT B-O 
International LF I-LF 
Criminal OT B-O 
Tribunal OT B-O 
for OT B-O 
Rwanda OT B-O 
( OT B-O 
A/59/557 OT B-O 
; OT B-O 
A/C.5/59/2 OT B-O 
and LF I-LF 
Corr.1 OT B-O 
) OT B-O 
1 OT B-O 
. AN B-AN 
Mr. AN I-AN 
Sach OT B-O 
( OT B-O 
Director OT B-O 
of OT B-O 
the OT B-O 
Programme OT B-O 
Planning OT B-O 
and LF I-LF 
Budget OT B-O 
Division OT B-O 
) OT B-O 
, OT B-O 
introducing OT B-O 
the OT B-O 
report OT B-O 
of OT B-O 
the OT B-O 
Secretary-General OT B-O 
on LF I-LF 
the OT B-O 
administrative OT B-O 
arrangements OT B-O 
for OT B-O 
the OT B-O 
International LF I-LF 
Trade LF I-LF 
Centre LF I-LF 
( OT B-O 
ITC AN B-AN 
) OT B-O 
( OT B-O 
A/59/405 OT B-O 
) OT B-O 
said OT B-O 
that OT B-O 
ITC AN I-AN 
operated OT B-O 
, OT B-O 
from OT B-O 
an LF I-LF 
administrative OT B-O 
point OT B-O 
of OT B-O 
view OT B-O 
, OT B-O 
on LF I-LF 
the OT B-O 
basis OT B-O 
of OT B-O 
arrangements OT B-O 
agreed OT B-O 
upon OT B-O 
in OT B-O 
1974 OT B-O 
between OT B-O 
the OT B-O 
United OT B-O 
Nations OT B-O 
and LF I-LF 
the OT B-O 
General LF I-LF 
Agreement LF I-LF 
on LF I-LF 
Tariffs LF I-LF 
and LF I-LF 
Trade LF I-LF 
( OT B-O 
GATT AN B-AN 
) OT B-O 
and LF I-LF 
reviewed OT B-O 
in OT B-O 
1998 OT B-O 
and LF I-LF 
1999 OT B-O 
. AN I-AN 

186 OT B-O 
. OT B-O 
Of OT B-O 
special OT B-O 
importance OT B-O 
is OT B-O 
the OT B-O 
Platform OT B-O 
of LF B-LF 
Organizations LF I-LF 
for LF I-LF 
Children LF I-LF 
( OT B-O 
POI OT B-O 
) AN B-AN 
, OT B-O 
a LF I-LF 
coalition OT B-O 
of LF I-LF 
non-profit OT B-O 
entities OT B-O 
that OT B-O 
is OT B-O 
diverse OT B-O 
, OT B-O 
socially OT B-O 
responsible OT B-O 
, OT B-O 
democratic OT B-O 
and OT B-O 
independent OT B-O 
from OT B-O 
the OT B-O 
political OT B-O 
and OT B-O 
religious OT B-O 
point OT B-O 
of LF I-LF 
view OT B-O 
. OT B-O 

General OT B-O 
requirements OT B-O 
8.2.1 OT B-O 
. OT B-O 
In OT B-O 
applying OT B-O 
Appendices OT B-O 
1 OT B-O 
, OT B-O 
2 OT B-O 
or LF B-LF 
3 OT B-O 
, OT B-O 
the OT B-O 
measured OT B-O 
emission OT B-O 
of OT B-O 
the OT B-O 
gaseous OT B-O 
and OT B-O 
particulate OT B-O 
pollutants OT B-O 
from OT B-O 
engines OT B-O 
subject OT B-O 
to LF I-LF 
checking OT B-O 
for OT B-O 
conformity OT B-O 
of OT B-O 
production OT B-O 
shall OT B-O 
be OT B-O 
adjusted OT B-O 
by OT B-O 
application OT B-O 
of OT B-O 
the OT B-O 
appropriate OT B-O 
deterioration LF I-LF 
factors LF I-LF 
( OT B-O 
DF AN B-AN 
's AN I-AN 
) OT B-O 
for OT B-O 
that OT B-O 
engine OT B-O 
as OT B-O 
recorded OT B-O 
in OT B-O 
the OT B-O 
Addendum OT B-O 
to LF I-LF 
the OT B-O 
type OT B-O 
approval OT B-O 
certificate OT B-O 
granted OT B-O 
in OT B-O 
accordance OT B-O 
with OT B-O 
this OT B-O 
Regulation OT B-O 
. OT B-O 
8.2.2 OT B-O 
. OT B-O 

In OT B-O 
the OT B-O 
period OT B-O 
considered OT B-O 
, OT B-O 
policy OT B-O 
focused OT B-O 
on OT B-O 
making OT B-O 
educational OT B-O 
processes OT B-O 
better OT B-O 
and OT B-O 
accessible OT B-O 
to OT B-O 
more OT B-O 
boys OT B-O 
and OT B-O 
girls OT B-O 
living OT B-O 
in OT B-O 
the OT B-O 
countryside OT B-O 
. OT B-O 
Although OT B-O 
in OT B-O 
recent OT B-O 
years OT B-O 
the OT B-O 
rural OT B-O 
population OT B-O 
has OT B-O 
been OT B-O 
decreasing OT B-O 
as OT B-O 
a OT B-O 
result OT B-O 
of OT B-O 
migration OT B-O 
and OT B-O 
forced OT B-O 
displacement OT B-O 
towards OT B-O 
urban OT B-O 
areas OT B-O 
, OT B-O 
estimates OT B-O 
in OT B-O 
the OT B-O 
National OT B-O 
Demographic OT B-O 
and OT B-O 
Health OT B-O 
Survey OT B-O 
( OT B-O 
ENDS OT B-O 
) OT B-O 
of OT B-O 
2000 OT B-O 
indicate OT B-O 
that OT B-O 
at OT B-O 
least OT B-O 
12 OT B-O 
million OT B-O 
people OT B-O 
, OT B-O 
including OT B-O 
5,702,754 OT B-O 
children OT B-O 
, OT B-O 
live OT B-O 
in OT B-O 
dispersed OT B-O 
rural OT B-O 
areas OT B-O 
and OT B-O 
small OT B-O 
communities OT B-O 
. OT B-O 

In OT B-O 
the OT B-O 
case OT B-O 
of OT B-O 
the OT B-O 
eight OT B-O 
peacekeeping OT B-O 
operations OT B-O 
covering OT B-O 
seven OT B-O 
of OT B-O 
these OT B-O 
countries OT B-O 
, OT B-O 
conduct OT B-O 
and LF B-LF 
discipline OT B-O 
teams OT B-O 
have OT B-O 
been OT B-O 
designated OT B-O 
as OT B-O 
focal OT B-O 
points OT B-O 
to OT B-O 
follow OT B-O 
up OT B-O 
on OT B-O 
the OT B-O 
implementation OT B-O 
of OT B-O 
the OT B-O 
Strategy OT B-O 
. OT B-O 
In OT B-O 
the OT B-O 
remaining OT B-O 
20 OT B-O 
countries OT B-O 
, OT B-O 
the OT B-O 
Office OT B-O 
for OT B-O 
the OT B-O 
Coordination OT B-O 
of OT B-O 
Humanitarian OT B-O 
Affairs OT B-O 
requested OT B-O 
Gender LF I-LF 
Standby LF I-LF 
Capacity LF I-LF 
Project LF I-LF 
( OT B-O 
GenCap AN B-AN 
) OT B-O 
Advisers OT B-O 
, OT B-O 
where OT B-O 
they OT B-O 
were OT B-O 
