-DOCSTART- -X- O
punkter OT B-O 
i LF I-LF 
forordningen OT B-O 
på OT B-O 
grundlag OT B-O 
af LF I-LF 
tidligere OT B-O 
erfaringer OT B-O 
, OT B-O 
særligt OT B-O 
i LF I-LF 
forbindelse OT B-O 
med OT B-O 
indførelsen OT B-O 
af LF I-LF 
ERTMS AN B-AN 
( OT B-O 
European LF I-LF 
Rail LF I-LF 
Traffic LF I-LF 
Management LF I-LF 
System LF I-LF 
) OT B-O 
og OT B-O 
registre OT B-O 
over OT B-O 
rullende OT B-O 
materiel OT B-O 
. OT B-O 

Anden OT B-O 
betænkning OT B-O 
( OT B-O 
A4-0238/99 OT B-O 
) OT B-O 
af OT B-O 
Walter OT B-O 
for LF B-LF 
Udvalget OT B-O 
om OT B-O 
Regionalpolitik OT B-O 
om OT B-O 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
om OT B-O 
oprettelse OT B-O 
af OT B-O 
et LF I-LF 
strukturpolitisk OT B-O 
førtiltrædelsesinstrument OT B-O 
( OT B-O 
KOM AN B-AN 
( OT B-O 
98 OT B-O 
) OT B-O 
0138 OT B-O 
- LF I-LF 
C4-0301/98-98/0091 OT B-O 
( OT B-O 
CNS AN B-AN 
) OT B-O 
) OT B-O 
; OT B-O 
Betænkning OT B-O 
( OT B-O 
A4-0146/99 OT B-O 
) OT B-O 
af OT B-O 
Tomlinson OT B-O 
for LF I-LF 
Budgetudvalget OT B-O 
om OT B-O 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
( OT B-O 
EF AN B-AN 
, OT B-O 
Euratom OT B-O 
) OT B-O 
om OT B-O 
ændring OT B-O 
af OT B-O 
forordning OT B-O 
( OT B-O 
EF AN I-AN 
, OT B-O 
Euratom OT B-O 
) OT B-O 
2728/98 OT B-O 
om OT B-O 
oprettelse OT B-O 
af OT B-O 
en OT B-O 
garantifond OT B-O 
for LF I-LF 
aktioner OT B-O 
i LF I-LF 
forhold OT B-O 
til OT B-O 
tredjelande OT B-O 
( OT B-O 
KOM AN I-AN 
( OT B-O 
98 OT B-O 
) OT B-O 
0168 OT B-O 
- LF I-LF 
C4-0302/98-98/0117 OT B-O 
( OT B-O 
CNS AN I-AN 
) OT B-O 
) OT B-O 
; OT B-O 
Anden OT B-O 
betænkning OT B-O 
( OT B-O 
A4-0229/99 OT B-O 
) OT B-O 
af OT B-O 
Görlach OT B-O 
for LF I-LF 
Udvalget OT B-O 
om OT B-O 
Landbrug LF I-LF 
og LF I-LF 
Udvikling LF I-LF 
af OT B-O 
Landdistrikter OT B-O 
om OT B-O 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
( OT B-O 
EF AN I-AN 
) OT B-O 
om OT B-O 
støtte OT B-O 
til OT B-O 
udvikling OT B-O 
af OT B-O 
landdistrikterne OT B-O 
fra OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Udviklings- LF I-LF 
og LF I-LF 
Garantifond LF I-LF 
for LF I-LF 
Landbruget LF I-LF 
( OT B-O 
EUGFL AN B-AN 
) OT B-O 
( OT B-O 
KOM AN I-AN 
( OT B-O 
98 OT B-O 
) OT B-O 
0158 OT B-O 
- LF I-LF 
C4-0297/98-98/0102 OT B-O 
( OT B-O 
CNS AN I-AN 
) OT B-O 
) OT B-O 
; OT B-O 
Anden OT B-O 
behandling OT B-O 
( OT B-O 
A4-0213/99 OT B-O 
) OT B-O 
af OT B-O 
Mulder OT B-O 
for LF I-LF 
Udvalget OT B-O 
om OT B-O 
Landbrug LF I-LF 
og LF I-LF 
Udvikling LF I-LF 
af OT B-O 
Landdistrikter OT B-O 
om OT B-O 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
om OT B-O 
finansiering OT B-O 
af OT B-O 
den OT B-O 
fælles OT B-O 
landbrugspolitik OT B-O 
( OT B-O 
KOM AN I-AN 
( OT B-O 
98 OT B-O 
) OT B-O 
0158 OT B-O 
- LF I-LF 
C4-0298/98-98/0112 OT B-O 
( OT B-O 
CNS AN I-AN 
) OT B-O 
) OT B-O 
; OT B-O 

Det OT B-O 
ville OT B-O 
være OT B-O 
i OT B-O 
strid OT B-O 
med OT B-O 
EU-lovgivningens OT B-O 
formål OT B-O 
, OT B-O 
nemlig OT B-O 
at OT B-O 
den OT B-O 
skal OT B-O 
gælde OT B-O 
for OT B-O 
alle OT B-O 
fonde OT B-O 
, OT B-O 
der OT B-O 
investerer OT B-O 
i OT B-O 
OTC-instrumenter OT B-O 
. OT B-O 
I OT B-O 
betragtning OT B-O 
af OT B-O 
disse OT B-O 
eventuelle OT B-O 
negative OT B-O 
konsekvenser OT B-O 
for OT B-O 
det OT B-O 
indre OT B-O 
marked OT B-O 
og OT B-O 
de OT B-O 
iboende OT B-O 
risici OT B-O 
ved OT B-O 
OTC-instrumenter OT B-O 
kan OT B-O 
Kommissionen OT B-O 
ikke OT B-O 
acceptere OT B-O 
ændringsforslag OT B-O 
12 OT B-O 
, OT B-O 
15 OT B-O 
, OT B-O 
37 OT B-O 
, OT B-O 
38 OT B-O 
, OT B-O 
39 OT B-O 
, OT B-O 
43 OT B-O 
, OT B-O 
46 OT B-O 
og OT B-O 
48 OT B-O 
og OT B-O 
de OT B-O 
dele OT B-O 
af OT B-O 
ændringsforslag OT B-O 
17 OT B-O 
, OT B-O 
36 OT B-O 
og OT B-O 
45 OT B-O 
, OT B-O 
der OT B-O 
vedrører OT B-O 
OTC-instrumenter OT B-O 
. OT B-O 

Et OT B-O 
dæktryksovervågningssystem OT B-O 
, OT B-O 
som OT B-O 
allerede OT B-O 
er OT B-O 
på OT B-O 
markedet OT B-O 
, OT B-O 
koster OT B-O 
ca AN B-AN 
. AN I-AN 
100 OT B-O 
EUR AN B-AN 
, OT B-O 
sommetider OT B-O 
væsentlig OT B-O 
mindre OT B-O 
, OT B-O 
og LF B-LF 
de OT B-O 
omkostningsbesparelser OT B-O 
, OT B-O 
forbrugerne OT B-O 
kan OT B-O 
få OT B-O 
ud OT B-O 
af OT B-O 
det OT B-O 
, OT B-O 
vil OT B-O 
ligge OT B-O 
betydeligt OT B-O 
over OT B-O 
det OT B-O 
beløb OT B-O 
. AN I-AN 
Det OT B-O 
andet OT B-O 
punkt OT B-O 
, OT B-O 
som OT B-O 
efter OT B-O 
min OT B-O 
mening OT B-O 
fortjener OT B-O 
særlig OT B-O 
opmærksomhed OT B-O 
, OT B-O 
er OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
er OT B-O 
lykkedes OT B-O 
os OT B-O 
at OT B-O 
få OT B-O 
indført OT B-O 
obligatorisk OT B-O 
montering OT B-O 
af OT B-O 
et OT B-O 
elektronisk OT B-O 
stabilitetskontrolsystem OT B-O 
- OT B-O 
det OT B-O 
såkaldte OT B-O 
ESP AN B-AN 
( OT B-O 
electronic LF I-LF 
stability LF I-LF 
programme LF I-LF 
) OT B-O 
eller OT B-O 
antiudskridningssystem OT B-O 
- OT B-O 
i LF I-LF 
køretøjer OT B-O 
så OT B-O 
tidligt OT B-O 
som OT B-O 
2011 OT B-O 
, OT B-O 
og LF I-LF 
at OT B-O 
vi OT B-O 
ikke OT B-O 
gjorde OT B-O 
det OT B-O 
imod OT B-O 
den OT B-O 
europæiske OT B-O 
automobilindustris OT B-O 
vilje OT B-O 
, OT B-O 
men OT B-O 
med OT B-O 
dens OT B-O 
udtrykkelige OT B-O 
opbakning OT B-O 
, OT B-O 
idet OT B-O 
det OT B-O 
vil OT B-O 
medføre OT B-O 
en OT B-O 
betydelig OT B-O 
forbedring OT B-O 
af OT B-O 
sikkerheden OT B-O 
på OT B-O 
Europas OT B-O 
veje OT B-O 
. AN I-AN 

Om OT B-O 
: OT B-O 
Forbindelserne OT B-O 
mellem OT B-O 
EU OT B-O 
og LF B-LF 
Rusland OT B-O 
: OT B-O 
det OT B-O 
spanske OT B-O 
formandskabs OT B-O 
dagsorden OT B-O 
Det OT B-O 
spanske OT B-O 
EU-formandskab OT B-O 
har OT B-O 
fastlagt OT B-O 
en OT B-O 
ambitiøs OT B-O 
dagsorden OT B-O 
, AN B-AN 
når OT B-O 
det OT B-O 
drejer OT B-O 
sig OT B-O 
om OT B-O 
forbindelserne OT B-O 
mellem OT B-O 
EU OT B-O 
og LF I-LF 
Rusland OT B-O 
- LF I-LF 
det OT B-O 
ønsker OT B-O 
at OT B-O 
få OT B-O 
afsluttet OT B-O 
forhandlingerne OT B-O 
med OT B-O 
Rusland OT B-O 
om OT B-O 
den OT B-O 
nye OT B-O 
partnerskabs- OT B-O 
og LF I-LF 
samarbejdsaftale LF I-LF 
( OT B-O 
PSA OT B-O 
) AN B-AN 
, AN I-AN 
hvilket OT B-O 
er LF I-LF 
en OT B-O 
aftale LF I-LF 
med OT B-O 
Rusland OT B-O 
om OT B-O 
visumfrihed OT B-O 
, AN I-AN 
samt OT B-O 
at OT B-O 
gøre OT B-O 
fremskridt OT B-O 
med OT B-O 
hensyn OT B-O 
til OT B-O 
en OT B-O 
frihandelsaftale OT B-O 
mellem OT B-O 
EU OT B-O 
og LF I-LF 
Rusland OT B-O 
For OT B-O 
at OT B-O 
kunne OT B-O 
indgå OT B-O 
en OT B-O 
frihandelsaftale OT B-O 
med OT B-O 
EU OT B-O 
, AN I-AN 
skal OT B-O 
Rusland OT B-O 
først OT B-O 
blive OT B-O 
medlem OT B-O 
af LF I-LF 
Verdenshandelsorganisationen OT B-O 
( OT B-O 
WTO OT B-O 
) AN I-AN 
. OT B-O 

Imidlertid OT B-O 
er OT B-O 
der OT B-O 
to OT B-O 
helt OT B-O 
væsentlige OT B-O 
punkter OT B-O 
: OT B-O 
forenklingen OT B-O 
og OT B-O 
gennemførelsen OT B-O 
af OT B-O 
EU-retten OT B-O 
. OT B-O 
I OT B-O 
1998 OT B-O 
blev OT B-O 
der OT B-O 
indbragt OT B-O 
123 OT B-O 
sager OT B-O 
for OT B-O 
Domstolen OT B-O 
for OT B-O 
manglende OT B-O 
gennemførelse OT B-O 
eller OT B-O 
manglende OT B-O 
overførsel OT B-O 
, OT B-O 
og OT B-O 
25 OT B-O 
% OT B-O 
af OT B-O 
direktiverne OT B-O 
på OT B-O 
miljøområdet OT B-O 
er OT B-O 
ikke OT B-O 
gennemført OT B-O 
eller OT B-O 
ikke OT B-O 
overført OT B-O 
. OT B-O 

Det OT B-O 
tredje OT B-O 
spørgsmål OT B-O 
angår OT B-O 
transport OT B-O 
af OT B-O 
nukleart OT B-O 
materiale OT B-O 
. OT B-O 
Transport OT B-O 
af OT B-O 
radioaktivt OT B-O 
materiale OT B-O 
er LF B-LF 
underlagt OT B-O 
regler OT B-O 
, OT B-O 
som OT B-O 
er LF I-LF 
udformet OT B-O 
af OT B-O 
Den OT B-O 
Internationale OT B-O 
Atomenergiorganisation LF I-LF 
( OT B-O 
IAEA OT B-O 
) AN B-AN 
og OT B-O 
omsat OT B-O 
til OT B-O 
national LF I-LF 
lovgivning OT B-O 
. OT B-O 

Jeg OT B-O 
tror OT B-O 
, OT B-O 
at OT B-O 
Parlamentet OT B-O 
er OT B-O 
lidt OT B-O 
i OT B-O 
tvivl OT B-O 
om OT B-O 
det OT B-O 
; OT B-O 
jeg OT B-O 
ved OT B-O 
ikke OT B-O 
, OT B-O 
om OT B-O 
De OT B-O 
også OT B-O 
er OT B-O 
det OT B-O 
. OT B-O 
I OT B-O 
denne OT B-O 
forbindelse OT B-O 
arbejder OT B-O 
Europa-Parlamentet OT B-O 
, OT B-O 
som OT B-O 
De OT B-O 
nok OT B-O 
ved OT B-O 
, OT B-O 
på OT B-O 
et OT B-O 
initiativ OT B-O 
om OT B-O 
at OT B-O 
danne OT B-O 
et OT B-O 
fælles OT B-O 
diplomatisk OT B-O 
korps OT B-O 
i OT B-O 
Fællesskabet OT B-O 
, OT B-O 
som OT B-O 
selvfølgelig OT B-O 
ikke OT B-O 
tilstræber OT B-O 
at OT B-O 
erstatte OT B-O 
medlemsstaternes OT B-O 
diplomatiske OT B-O 
korps OT B-O 
, OT B-O 
men OT B-O 
supplere OT B-O 
dem OT B-O 
og OT B-O 
eventuelt OT B-O 
bidrage OT B-O 
til OT B-O 
en OT B-O 
bedre OT B-O 
koordinering OT B-O 
heraf OT B-O 
. OT B-O 

Argumenterne OT B-O 
gentages OT B-O 
her OT B-O 
omhyggeligt OT B-O 
. OT B-O 
Vi OT B-O 
vil OT B-O 
derfor OT B-O 
gerne OT B-O 
gentage OT B-O 
vores OT B-O 
modstand OT B-O 
mod OT B-O 
den OT B-O 
med OT B-O 
argumenter OT B-O 
, OT B-O 
der OT B-O 
støtter OT B-O 
denne OT B-O 
modstand OT B-O 
: OT B-O 
Vi OT B-O 
taler OT B-O 
om OT B-O 
gennem OT B-O 
forskellige OT B-O 
midler OT B-O 
, OT B-O 
herunder OT B-O 
soldater OT B-O 
og OT B-O 
diplomater OT B-O 
, OT B-O 
at LF B-LF 
forsvare OT B-O 
de OT B-O 
europæiske OT B-O 
magters OT B-O 
økonomiske OT B-O 
og OT B-O 
geostrategiske OT B-O 
interesser OT B-O 
i LF I-LF 
samarbejde OT B-O 
med OT B-O 
USA AN B-AN 
og OT B-O 
Den OT B-O 
Nordatlantiske LF I-LF 
Traktats LF I-LF 
Organisation LF I-LF 
( OT B-O 
NATO AN B-AN 
) OT B-O 
. OT B-O 

Med OT B-O 
hensyn OT B-O 
til OT B-O 
det OT B-O 
økonomiske OT B-O 
aspekt OT B-O 
opfordrede OT B-O 
jeg OT B-O 
til OT B-O 
at OT B-O 
give OT B-O 
det OT B-O 
oprindelige OT B-O 
forslag OT B-O 
et OT B-O 
nyt OT B-O 
fokus OT B-O 
. OT B-O 
Det OT B-O 
ville OT B-O 
ikke OT B-O 
have OT B-O 
været OT B-O 
nogen OT B-O 
god OT B-O 
idé OT B-O 
at OT B-O 
sætte OT B-O 
spørgsmålstegn OT B-O 
ved OT B-O 
princippet OT B-O 
om OT B-O 
samfinansiering OT B-O 
af OT B-O 
udgifter OT B-O 
og OT B-O 
gennemføre OT B-O 
projekter OT B-O 
, OT B-O 
som OT B-O 
helt OT B-O 
finansieres OT B-O 
af OT B-O 
Den OT B-O 
Europæiske LF B-LF 
Socialfond LF I-LF 
( OT B-O 
ESF AN B-AN 
) OT B-O 
, OT B-O 
som OT B-O 
Kommissionen OT B-O 
foreslog OT B-O 
. OT B-O 

Som OT B-O 
nævnt OT B-O 
produceres OT B-O 
der OT B-O 
nu OT B-O 
mere OT B-O 
end OT B-O 
85.000 OT B-O 
ton OT B-O 
laks OT B-O 
på OT B-O 
de OT B-O 
skotske OT B-O 
akvakulturbrug OT B-O 
i OT B-O 
en OT B-O 
industri OT B-O 
med OT B-O 
en OT B-O 
årlig OT B-O 
omsætning OT B-O 
på OT B-O 
mere OT B-O 
end OT B-O 
800 OT B-O 
millioner OT B-O 
euro OT B-O 
. AN B-AN 
Skønt OT B-O 
ISA AN B-AN 
første OT B-O 
gang OT B-O 
blev OT B-O 
registreret OT B-O 
i OT B-O 
Skotland OT B-O 
for OT B-O 
bare OT B-O 
to OT B-O 
år OT B-O 
siden OT B-O 
, OT B-O 
har OT B-O 
sygdommen OT B-O 
spredt OT B-O 
sig OT B-O 
direkte OT B-O 
til OT B-O 
29 OT B-O 
brug OT B-O 
, OT B-O 
og OT B-O 
ca AN I-AN 
. AN I-AN 
240 OT B-O 
andre OT B-O 
brug OT B-O 
er OT B-O 
berørt OT B-O 
på OT B-O 
en OT B-O 
eller OT B-O 
anden OT B-O 
måde OT B-O 
. AN I-AN 

Vi OT B-O 
skal OT B-O 
jo OT B-O 
ikke OT B-O 
glemme OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
, OT B-O 
der OT B-O 
er OT B-O 
grundlaget OT B-O 
for OT B-O 
, OT B-O 
at OT B-O 
en OT B-O 
virksomhed OT B-O 
fungerer OT B-O 
, OT B-O 
og OT B-O 
som OT B-O 
sikrer OT B-O 
den OT B-O 
gode OT B-O 
resultater OT B-O 
, OT B-O 
er OT B-O 
den OT B-O 
menneskelige OT B-O 
kapital OT B-O 
. OT B-O 
Til OT B-O 
slut OT B-O 
vil OT B-O 
jeg OT B-O 
minde OT B-O 
om OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
tredje OT B-O 
bogstav OT B-O 
i OT B-O 
min OT B-O 
gruppe OT B-O 
, OT B-O 
EDD AN B-AN 
, OT B-O 
står OT B-O 
for OT B-O 
différence OT B-O 
( OT B-O 
forskel OT B-O 
) OT B-O 
. OT B-O 

Derfor OT B-O 
også OT B-O 
denne OT B-O 
fælles OT B-O 
debat OT B-O 
blandt OT B-O 
kollegerne OT B-O 
i OT B-O 
transport- OT B-O 
og OT B-O 
miljøpolitik OT B-O 
. OT B-O 
I OT B-O 
juleferien OT B-O 
, OT B-O 
da OT B-O 
de OT B-O 
nederlandske OT B-O 
medier OT B-O 
satte OT B-O 
katastrofen OT B-O 
med OT B-O 
Erika OT B-O 
i OT B-O 
søgelyset OT B-O 
, OT B-O 
så OT B-O 
jeg OT B-O 
efter OT B-O 
på OT B-O 
Internet OT B-O 
, OT B-O 
hvilke OT B-O 
forholdsregler OT B-O 
der OT B-O 
kunne OT B-O 
tages OT B-O 
, OT B-O 
særligt OT B-O 
også OT B-O 
efter OT B-O 
at OT B-O 
ministerpræsident OT B-O 
Jospin OT B-O 
havde OT B-O 
sagt OT B-O 
, OT B-O 
at OT B-O 
Europa OT B-O 
skulle OT B-O 
gøre OT B-O 
mere OT B-O 
. OT B-O 

Det OT B-O 
vil OT B-O 
således OT B-O 
være OT B-O 
bedre OT B-O 
at OT B-O 
fremme OT B-O 
genbrug OT B-O 
ved OT B-O 
at OT B-O 
beskatte OT B-O 
de OT B-O 
fabrikanter OT B-O 
, OT B-O 
der OT B-O 
ikke OT B-O 
øger OT B-O 
mængden OT B-O 
af OT B-O 
genanvendeligt OT B-O 
materiale OT B-O 
i OT B-O 
deres OT B-O 
køretøjer OT B-O 
, OT B-O 
ved OT B-O 
at OT B-O 
fremme OT B-O 
private OT B-O 
genbrugsvirksomheder OT B-O 
gennem OT B-O 
en OT B-O 
række OT B-O 
skattemæssige OT B-O 
incitamenter OT B-O 
og OT B-O 
hjælp OT B-O 
til OT B-O 
at OT B-O 
overholde OT B-O 
miljøkravene OT B-O 
samt OT B-O 
ved OT B-O 
at OT B-O 
fremme OT B-O 
brugen OT B-O 
af OT B-O 
genbrugsmaterialer OT B-O 
. OT B-O 
Der OT B-O 
findes OT B-O 
selvfølgelig OT B-O 
områder OT B-O 
, OT B-O 
hvor OT B-O 
EU AN B-AN 
ikke OT B-O 
har OT B-O 
og OT B-O 
heller OT B-O 
ikke OT B-O 
bør OT B-O 
have OT B-O 
jurisdiktion OT B-O 
. OT B-O 

Vi OT B-O 
skal OT B-O 
dog OT B-O 
holde OT B-O 
os OT B-O 
til OT B-O 
deres OT B-O 
nøjagtige OT B-O 
indhold OT B-O 
og OT B-O 
omfang OT B-O 
. OT B-O 
Som OT B-O 
jeg OT B-O 
sagde OT B-O 
, OT B-O 
er OT B-O 
målet OT B-O 
og OT B-O 
tidsplanen OT B-O 
for OT B-O 
OSPAR AN B-AN 
først OT B-O 
og OT B-O 
fremmest OT B-O 
en OT B-O 
politisk OT B-O 
forpligtelse OT B-O 
. OT B-O 

Endelig OT B-O 
kan OT B-O 
Romani OT B-O 
Prodis OT B-O 
eftergivenhed OT B-O 
over OT B-O 
for OT B-O 
den OT B-O 
østrigske OT B-O 
regering OT B-O 
i OT B-O 
form OT B-O 
af OT B-O 
en OT B-O 
overdreven OT B-O 
juridisk OT B-O 
indstilling OT B-O 
( OT B-O 
som OT B-O 
i OT B-O 
øvrigt OT B-O 
ikke OT B-O 
på OT B-O 
nogen OT B-O 
måde OT B-O 
forpligter OT B-O 
til OT B-O 
at OT B-O 
sende OT B-O 
en OT B-O 
lykønskning OT B-O 
) OT B-O 
i OT B-O 
sig OT B-O 
selv OT B-O 
berettige OT B-O 
til OT B-O 
et OT B-O 
mistillidsvotum OT B-O 
. OT B-O 
EU AN B-AN 
bekendtgør OT B-O 
uden OT B-O 
beskedenhed OT B-O 
sine OT B-O 
ekspansionistiske OT B-O 
ambitioner OT B-O 
. OT B-O 

Jeg OT B-O 
er OT B-O 
forpligtet OT B-O 
til OT B-O 
at OT B-O 
sige OT B-O 
til OT B-O 
Parlamentet OT B-O 
, OT B-O 
at OT B-O 
der OT B-O 
ikke OT B-O 
er OT B-O 
tale OT B-O 
om OT B-O 
flertydighed OT B-O 
, OT B-O 
selvtilfredshed OT B-O 
eller OT B-O 
svaghed OT B-O 
i OT B-O 
udtalelsen OT B-O 
eller OT B-O 
i OT B-O 
forbindelse OT B-O 
med OT B-O 
de OT B-O 
skridt OT B-O 
, OT B-O 
som OT B-O 
Kommissionen OT B-O 
har OT B-O 
taget OT B-O 
vedrørende OT B-O 
dette OT B-O 
spørgsmål OT B-O 
. OT B-O 
I OT B-O 
går OT B-O 
morges OT B-O 
henviste OT B-O 
vi OT B-O 
udtrykkeligt OT B-O 
- OT B-O 
som OT B-O 
formanden OT B-O 
i OT B-O 
eftermiddag OT B-O 
- OT B-O 
til OT B-O 
det OT B-O 
faktum OT B-O 
, OT B-O 
at OT B-O 
vi OT B-O 
deler OT B-O 
de OT B-O 
14 OT B-O 
medlemsstaters OT B-O 
bekymring OT B-O 
udtrykt OT B-O 
i OT B-O 
deres OT B-O 
redegørelse OT B-O 
i OT B-O 
mandags OT B-O 
. OT B-O 

USA AN B-AN 
bør OT B-O 
handle OT B-O 
som OT B-O 
en OT B-O 
loyal OT B-O 
og OT B-O 
pålidelig OT B-O 
allieret OT B-O 
og OT B-O 
respektere OT B-O 
EU-retten OT B-O 
. OT B-O 
Med OT B-O 
hensyn OT B-O 
til OT B-O 
personlisteoplysninger LF B-LF 
( OT B-O 
PNR AN B-AN 
) OT B-O 
spekulerer OT B-O 
jeg OT B-O 
på OT B-O 
, OT B-O 
om OT B-O 
dette OT B-O 
punkt OT B-O 
overhovedet OT B-O 
burde OT B-O 
medtages OT B-O 
i LF I-LF 
aftalememorandummet OT B-O 
, OT B-O 
hvis OT B-O 
det OT B-O 
allerede OT B-O 
er LF I-LF 
med OT B-O 
i LF I-LF 
aftalen OT B-O 
mellem OT B-O 
EU AN B-AN 
og OT B-O 
USA AN I-AN 
. OT B-O 

Med OT B-O 
rette OT B-O 
. OT B-O 
For OT B-O 
det OT B-O 
andet OT B-O 
rasede OT B-O 
utrolige OT B-O 
storme OT B-O 
i OT B-O 
slutningen OT B-O 
af OT B-O 
1999 OT B-O 
og OT B-O 
bragte OT B-O 
død OT B-O 
og OT B-O 
elendighed OT B-O 
over OT B-O 
store OT B-O 
landområder OT B-O 
i OT B-O 
EU AN B-AN 
. OT B-O 

Det OT B-O 
er OT B-O 
håbet OT B-O 
, OT B-O 
at OT B-O 
forbindelserne OT B-O 
mellem OT B-O 
medlemsstaterne OT B-O 
vil OT B-O 
være OT B-O 
fordoblet OT B-O 
i LF B-LF 
2020 OT B-O 
. OT B-O 
Et OT B-O 
forenet OT B-O 
Europa OT B-O 
er OT B-O 
ikke OT B-O 
muligt OT B-O 
uden OT B-O 
et LF I-LF 
koordineret OT B-O 
og OT B-O 
effektivt OT B-O 
transeuropæisk LF I-LF 
transportnet LF I-LF 
( OT B-O 
TEN-T AN B-AN 
) OT B-O 
. OT B-O 

Jeg OT B-O 
glæder OT B-O 
mig OT B-O 
til OT B-O 
at OT B-O 
finde OT B-O 
ud OT B-O 
af OT B-O 
, OT B-O 
hvordan OT B-O 
situationen OT B-O 
i OT B-O 
regionerne OT B-O 
i OT B-O 
den OT B-O 
yderste OT B-O 
periferi OT B-O 
, OT B-O 
som OT B-O 
producerer OT B-O 
inden OT B-O 
for OT B-O 
samme OT B-O 
sektor OT B-O 
, OT B-O 
vil OT B-O 
blive OT B-O 
berørt OT B-O 
og OT B-O 
efterfølgende OT B-O 
vil OT B-O 
blive OT B-O 
inddraget OT B-O 
efter OT B-O 
ændringerne OT B-O 
i OT B-O 
betingelserne OT B-O 
for OT B-O 
handel OT B-O 
mellem OT B-O 
de OT B-O 
to OT B-O 
parter OT B-O 
. AN B-AN 
I OT B-O 
betragtning OT B-O 
af OT B-O 
at OT B-O 
den OT B-O 
nye OT B-O 
ramme OT B-O 
for OT B-O 
reguleringen OT B-O 
af OT B-O 
planlægningen OT B-O 
og OT B-O 
gennemførelsen OT B-O 
af OT B-O 
bistandsaktiviteter OT B-O 
, OT B-O 
som OT B-O 
blev OT B-O 
indført OT B-O 
i OT B-O 
2006 OT B-O 
med OT B-O 
det OT B-O 
formål OT B-O 
at OT B-O 
gøre OT B-O 
EU AN B-AN 
's OT B-O 
bistand OT B-O 
mere OT B-O 
effektiv OT B-O 
og OT B-O 
gennemsigtig OT B-O 
, OT B-O 
har OT B-O 
afsløret OT B-O 
en OT B-O 
vis OT B-O 
inkonsekvens OT B-O 
i OT B-O 
gennemførelsen OT B-O 
, OT B-O 
nemlig OT B-O 
med OT B-O 
hensyn OT B-O 
til OT B-O 
dispensation OT B-O 
fra OT B-O 
princippet OT B-O 
om OT B-O 
ikke OT B-O 
anvende OT B-O 
EU AN I-AN 
's OT B-O 
finansiering OT B-O 
til OT B-O 
at OT B-O 
dække OT B-O 
omkostninger OT B-O 
i OT B-O 
forbindelse OT B-O 
med OT B-O 
skatter OT B-O 
, OT B-O 
told OT B-O 
og OT B-O 
andre OT B-O 
afgifter OT B-O 
, OT B-O 
tilslutter OT B-O 
jeg OT B-O 
mig OT B-O 
vedtagelsen OT B-O 
af OT B-O 
en OT B-O 
andenbehandling OT B-O 
forordning OT B-O 
( OT B-O 
EF AN B-AN 
) OT B-O 
nr AN I-AN 
. AN I-AN 
1889/2006 OT B-O 
, OT B-O 
som OT B-O 
sikrer OT B-O 
større OT B-O 
legitimitet OT B-O 
til OT B-O 
de OT B-O 
andre OT B-O 
institutioner OT B-O 
( OT B-O 
Parlamentet OT B-O 
og OT B-O 
Rådet OT B-O 
) OT B-O 
i OT B-O 
forbindelse OT B-O 
med OT B-O 
Kommissionens OT B-O 
vedtagelse OT B-O 
af OT B-O 
strategidokumenter OT B-O 
inden OT B-O 
for OT B-O 
anvendelsesområdet OT B-O 
for OT B-O 
delegerede OT B-O 
retsakter OT B-O 
. AN I-AN 

Spørgsmål OT B-O 
nr AN B-AN 
. AN I-AN 
60 OT B-O 
af OT B-O 
Esko OT B-O 
Seppänen OT B-O 
( OT B-O 
H-0735/98 OT B-O 
) OT B-O 
: OT B-O 
Om OT B-O 
: OT B-O 
Koordinering OT B-O 
af OT B-O 
EU-landenes OT B-O 
økonomiske OT B-O 
politik OT B-O 
Ansvaret OT B-O 
for OT B-O 
ØMU-landenes OT B-O 
pengepolitik OT B-O 
ligger OT B-O 
hos OT B-O 
Den OT B-O 
Europæiske LF B-LF 
Centralbank LF I-LF 
( OT B-O 
ECB AN B-AN 
) OT B-O 
, OT B-O 
som OT B-O 
ikke OT B-O 
er OT B-O 
underlagt OT B-O 
nogen OT B-O 
form OT B-O 
for OT B-O 
politisk OT B-O 
kontrol OT B-O 
eller OT B-O 
ansvar OT B-O 
. AN I-AN 

Således OT B-O 
ser OT B-O 
man OT B-O 
uafbrudt OT B-O 
gentagelser OT B-O 
af OT B-O 
svindel OT B-O 
, OT B-O 
spild OT B-O 
og OT B-O 
administrative OT B-O 
uregelmæssigheder OT B-O 
, OT B-O 
der OT B-O 
er OT B-O 
tre OT B-O 
forskellige OT B-O 
kategorier OT B-O 
, OT B-O 
som OT B-O 
man OT B-O 
ikke OT B-O 
må OT B-O 
forveksle OT B-O 
- LF B-LF 
Kommissionen OT B-O 
har OT B-O 
ret OT B-O 
