-DOCSTART- -X- O
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
OSPF‬‬ OT B-O 

. OT B-O 
‫ماند OT B-O 
‬ OT B-O 
‫ OT B-O 
با OT B-O 
زیر OT B-O 
شبکه OT B-O 
‬ OT B-O 
، OT B-O 
OSPF OT B-O 
‫ OT B-O 
به OT B-O 
سمت OT B-O 
‬ OT B-O 
EIGR OT B-O 
‫ OT B-O 
باز OT B-O 
توزیع OT B-O 
از OT B-O 
‬3 OT B-O 
- OT B-O 
1 OT B-O 
‫ OT B-O 
مثال‬ OT B-O 

ريتم OT B-O 
را OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
متنهاي OT B-O 
شناخته OT B-O 
شده OT B-O 
و OT B-O 
به OT B-O 
روش OT B-O 
سعي OT B-O 
و OT B-O 
خطا OT B-O 
متن OT B-O 
رمز OT B-O 
شده OT B-O 
را OT B-O 
بشكند OT B-O 
. OT B-O 
با OT B-O 
اين OT B-O 
سه OT B-O 
شرط OT B-O 
دليلي OT B-O 
وجود OT B-O 
ندارد OT B-O 
كه OT B-O 
كليد OT B-O 
رمزنگاري OT B-O 
را OT B-O 
نتوان OT B-O 
به OT B-O 
صورت OT B-O 
عمومي OT B-O 
در OT B-O 
اختيار OT B-O 
همه OT B-O 
قرار OT B-O 
داد OT B-O 
. OT B-O 
RSA OT B-O 

‫ OT B-O 
‪ OT B-O 
RD2 OT B-O 
‬ OT B-O 
به OT B-O 
حوزه OT B-O 
‪ OT B-O 
2 OT B-O 
‬ OT B-O 
برمی OT B-O 
گردد OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫این OT B-O 
مسیر OT B-O 
طوالنی OT B-O 
به OT B-O 
دلیل OT B-O 
آنکه OT B-O 
تبلیغات OT B-O 
مسیریابی OT B-O 
که OT B-O 
در OT B-O 
جهت OT B-O 
مخالف OT B-O 
جریان OT B-O 
دارند OT B-O 
‪ OT B-O 
،‬ OT B-O 
اتفاق OT B-O 
می OT B-O 
افتند OT B-O 
تبلیوغ OT B-O 
از OT B-O 
‪ OT B-O 
RD2 OT B-O 
‬ OT B-O 
بوه OT B-O 
‬ OT B-O 

‬ OT B-O 
در OT B-O 
سمت OT B-O 
راست OT B-O 
‪ OT B-O 
، OT B-O 
‬‬ OT B-O 
‫‪ OT B-O 
، OT B-O 
R5 OT B-O 
‬ OT B-O 
مسیری OT B-O 
که OT B-O 
از OT B-O 
‬ OT B-O 
‫ OT B-O 
‪ OT B-O 
ABR OT B-O 
R4 OT B-O 
‬ OT B-O 
نشان OT B-O 
داده OT B-O 
شده OT B-O 
است OT B-O 
که OT B-O 
ارزش OT B-O 
تام OT B-O 
آن OT B-O 
‪ OT B-O 
128 OT B-O 
‬ OT B-O 
است OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
سپس OT B-O 
‬ OT B-O 
‫ OT B-O 
مسیر OT B-O 
عبوری OT B-O 
از OT B-O 
‬ OT B-O 

كنتاكتهاي LF B-LF 
حالت LF I-LF 
عادي LF I-LF 
بسته LF I-LF 
( OT B-O 
NC AN B-AN 
) OT B-O 
كنتاكتهاي LF I-LF 
حالت LF I-LF 
عادي LF I-LF 
باز LF I-LF 
( OT B-O 
NO AN B-AN 
) OT B-O 
1 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
3 OT B-O 
كنتاكتورها OT B-O 
و OT B-O 
هاديها OT B-O 
بايد OT B-O 
طوري OT B-O 
انتخاب OT B-O 
شود OT B-O 
كه OT B-O 
جريان OT B-O 
بار OT B-O 
نامي OT B-O 
را OT B-O 
به OT B-O 
طور OT B-O 
مداوم OT B-O 
بتواند OT B-O 
تحمل OT B-O 
كند OT B-O 
و OT B-O 
در OT B-O 
اين OT B-O 
حال LF I-LF 
هيچ OT B-O 
‌گونه OT B-O 
خسارت OT B-O 
يا OT B-O 
آسيبي OT B-O 
به OT B-O 
آن OT B-O 
يا OT B-O 
اجزاي OT B-O 
مجاور OT B-O 
آن OT B-O 
وارد OT B-O 
نشود OT B-O 
. OT B-O 

طول OT B-O 
كابل OT B-O 
اتصال OT B-O 
بين OT B-O 
گان OT B-O 
و OT B-O 
واحد OT B-O 
كنترل OT B-O 
m5 OT B-O 
است OT B-O 
. OT B-O 
سري OT B-O 
2000 OT B-O 
2125S OT B-O 
2151S OT B-O 

8 OT B-O 
- OT B-O 
2 OT B-O 
- OT B-O 
9 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
ویژگی OT B-O 
MUDBUS OT B-O 
• OT B-O 
می OT B-O 
تواند OT B-O 
master OT B-O 
/ OT B-O 
slave OT B-O 
باشد OT B-O 
• OT B-O 
سرعت OT B-O 
انتقال OT B-O 
داده OT B-O 
19 OT B-O 
. OT B-O 
2 OT B-O 
کیلو OT B-O 

1 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
11 OT B-O 
- OT B-O 
4 OT B-O 
- OT B-O 
طیف OT B-O 
گسترده OT B-O 
( OT B-O 
SPREAD OT B-O 
SPECTRUM OT B-O 
) OT B-O 
86 OT B-O 
2 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
11 OT B-O 
- OT B-O 
4 OT B-O 
- OT B-O 
سیستم OT B-O 
های OT B-O 
رادیویی OT B-O 
UHF OT B-O 
/ OT B-O 
VHF OT B-O 
88 OT B-O 
3 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
11 OT B-O 
- OT B-O 
4 OT B-O 
- OT B-O 
سیستمهای OT B-O 
رادیو OT B-O 
ترانک OT B-O 
88 OT B-O 

بدين OT B-O 
ترتيب OT B-O 
برنامه OT B-O 
هاي OT B-O 
نوشته OT B-O 
شده OT B-O 
به OT B-O 
روش OT B-O 
FBD OT B-O 
عبارتند OT B-O 
از OT B-O 
يك OT B-O 
سري OT B-O 
جعبه OT B-O 
كه OT B-O 
به OT B-O 
يكديگر OT B-O 
متصل OT B-O 
گرديده OT B-O 
اند OT B-O 
. OT B-O 
روشهاي OT B-O 
فوق OT B-O 
الذكر OT B-O 
معمولاً OT B-O 
بطور OT B-O 
مستقل OT B-O 
كاربرد OT B-O 
چنداني OT B-O 
ندارد OT B-O 
و OT B-O 
اغلب OT B-O 
براي OT B-O 
عيب OT B-O 
يابي OT B-O 
و OT B-O 
يا OT B-O 
شناخت OT B-O 
منطق OT B-O 
كنترل OT B-O 
سيستم OT B-O 
ناشناخته OT B-O 
بسيار OT B-O 
مفيد OT B-O 
است OT B-O 
. OT B-O 
شكل OT B-O 
پايين OT B-O 
يك OT B-O 
نمونه OT B-O 
برنامه OT B-O 
نوشته OT B-O 
شده OT B-O 
به OT B-O 
روش OT B-O 
CSF OT B-O 
را OT B-O 
نمايش OT B-O 
مي OT B-O 
دهد OT B-O 
. OT B-O 

خلاصه OT B-O 
: OT B-O 
نشان OT B-O 
داده OT B-O 
شد OT B-O 
كه OT B-O 
محيط‌هاي OT B-O 
بسياري OT B-O 
وجود OT B-O 
دارد OT B-O 
كه OT B-O 
در OT B-O 
آنها OT B-O 
به OT B-O 
طور OT B-O 
طبيعي OT B-O 
شرايط OT B-O 
ناسازگاری OT B-O 
برای OT B-O 
عملكرد OT B-O 
توربين OT B-O 
گازي OT B-O 
وجود OT B-O 
دارد OT B-O 
، OT B-O 
اما OT B-O 
جنرال LF B-LF 
الكتريك LF I-LF 
( OT B-O 
GE AN B-AN 
) OT B-O 
حوزة OT B-O 
وسيعي OT B-O 
از OT B-O 
تجهيزاتی OT B-O 
را LF I-LF 
که OT B-O 
بر OT B-O 
رفتار OT B-O 
دهانة OT B-O 
ورودي OT B-O 
توربين OT B-O 
اثر OT B-O 
گذارند OT B-O 
گسترش OT B-O 
داده OT B-O 
است OT B-O 
كه OT B-O 
اجازه OT B-O 
مي‌دهد OT B-O 
ماشين‌هاي OT B-O 
ساخت OT B-O 
آن OT B-O 
با OT B-O 
اين OT B-O 
شرايط OT B-O 
سازگار OT B-O 
شده OT B-O 
و OT B-O 
به OT B-O 
صورت OT B-O 
موفقيت‌آميزي OT B-O 
كار OT B-O 
كنند OT B-O 
. OT B-O 
با OT B-O 
اطلاعات OT B-O 
داده OT B-O 
شده OT B-O 
در OT B-O 
اين OT B-O 
مقاله OT B-O 
اميد OT B-O 
است OT B-O 
كه OT B-O 
كاربران OT B-O 
توربين OT B-O 
گازي OT B-O 
قادر OT B-O 
باشند OT B-O 
نيازمنديهاي OT B-O 
دروني OT B-O 
سيستم OT B-O 
را LF I-LF 
براي OT B-O 
رفتار OT B-O 
دهانة OT B-O 
ورودي OT B-O 
هوا OT B-O 
بشناسند OT B-O 
تا OT B-O 
با OT B-O 
آگاهي OT B-O 
و OT B-O 
كارداني OT B-O 
بيشتر OT B-O 
قسمت‌هاي OT B-O 
مختلف OT B-O 
تجهيزات OT B-O 
و OT B-O 
اپشن OT B-O 
های OT B-O 
ان OT B-O 
را LF I-LF 
بکار OT B-O 
گرفته OT B-O 
انتخاب OT B-O 
كنند OT B-O 
. OT B-O 
مهندسان OT B-O 
جنرال LF I-LF 
الكتريك LF I-LF 
داراي OT B-O 
چندين OT B-O 
سال OT B-O 
تجربه OT B-O 
در OT B-O 
اين OT B-O 
زمينه OT B-O 
هستند OT B-O 
و OT B-O 
آمادة OT B-O 
مشاوره OT B-O 
و OT B-O 
كمك OT B-O 
در OT B-O 
انتخاب OT B-O 
قسمت‌هاي OT B-O 
مختلف OT B-O 
دهانه OT B-O 
ورودي OT B-O 
و OT B-O 
تجهيزات OT B-O 
مناسب OT B-O 
براي OT B-O 
افزايش OT B-O 
كارايي OT B-O 
و OT B-O 
بازده OT B-O 
توربين OT B-O 
گازي OT B-O 
، OT B-O 
افزایش OT B-O 
قابليت OT B-O 
اعتماد OT B-O 
آن OT B-O 
و OT B-O 
افزایش OT B-O 
ضریب OT B-O 
نگهداري OT B-O 
سيستم OT B-O 
مي‌باشند OT B-O 
. OT B-O 

‫▪ OT B-O 
در OT B-O 
مورد OT B-O 
مسیریاب OT B-O 
‪ OT B-O 
، OT B-O 
RD1 OT B-O 
‬ OT B-O 
که OT B-O 
باز OT B-O 
توزیع OT B-O 
را OT B-O 
اجرا OT B-O 
کرده OT B-O 
است OT B-O 
‪ OT B-O 
،‬ OT B-O 
جدول OT B-O 
توپولوژی OT B-O 
‪ OT B-O 
EIGRP OT B-O 
‬ OT B-O 
از OT B-O 
طریق OT B-O 
باز OT B-O 
توزیع OT B-O 
‪ OT B-O 
، OT B-O 
‬‬ OT B-O 
‫ OT B-O 
واسط OT B-O 
خروجی OT B-O 
فهرست OT B-O 
می OT B-O 
کند OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫▪ OT B-O 
همه OT B-O 
مسیرهای OT B-O 
باز OT B-O 
توزیع OT B-O 
شده OT B-O 
تخمین OT B-O 
‪ OT B-O 
FD‬ OT B-O 
مشابهی OT B-O 
دارند OT B-O 
( OT B-O 
‪ OT B-O 
، OT B-O 
) OT B-O 
25 OT B-O 
68448‬ OT B-O 
چون OT B-O 
همه OT B-O 
آنها OT B-O 
از OT B-O 
یک OT B-O 
متریک OT B-O 
جز OT B-O 
‬ OT B-O 

‫ OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﺑﻪ OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﻏﯿﺮ OT B-O 
ﺳﺎﺧﺖ OT B-O 
ﯾﺎﻓﺘﻪ OT B-O 
اﻏﻠﺐ OT B-O 
ﺑﻪ OT B-O 
ﺻﻮرت OT B-O 
ﺳﯿﻞآﺳﺎ OT B-O 
ﻋﻤﻞ OT B-O 
ﻣﯽﮐﻨﻨﺪ OT B-O 
ﮐﻪ OT B-O 
اﯾـﻦ OT B-O 
روش OT B-O 
داراي OT B-O 
ﺳـﺮﺑﺎر OT B-O 
ارﺗﺒﺎﻃـﺎﺗﯽ OT B-O 
‬ OT B-O 
‫ OT B-O 
ﻣﯽﺑﺎﺷﺪ OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
اﻏﻠﺐ OT B-O 
روشﻫﺎي OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﺑﻪ OT B-O 
ﻧﻈﯿﺮ OT B-O 
ﺳﺎﺧﺖ OT B-O 
ﯾﺎﻓﺘﻪ OT B-O 
ﻧﯿﺰ OT B-O 
از OT B-O 
‪ OT B-O 
DHT OT B-O 
‬ OT B-O 
ﺑﺮاي OT B-O 
اﯾﻦ OT B-O 
ﮐﺎر OT B-O 
اﺳﺘﻔﺎده OT B-O 
ﻣﯽﮐﻨﻨـﺪ OT B-O 
ﮐـﻪ OT B-O 
از OT B-O 
ﺟﻤﻠـﻪ OT B-O 
‬ OT B-O 

در OT B-O 
نتیجه OT B-O 
ساخت OT B-O 
Datamart OT B-O 
بسیار OT B-O 
سریع OT B-O 
تر OT B-O 
از OT B-O 
کل OT B-O 
انبار OT B-O 
داده OT B-O 
ها OT B-O 
است OT B-O 
. OT B-O 
یکی OT B-O 
از OT B-O 
گام OT B-O 
های OT B-O 
مهم OT B-O 
در OT B-O 
فرآیند OT B-O 
ساخت OT B-O 
انبار OT B-O 
داده OT B-O 
ها OT B-O 
مرحله OT B-O 
ETL OT B-O 
است OT B-O 
. OT B-O 
در OT B-O 
این OT B-O 
مرحله OT B-O 
داده OT B-O 
ها OT B-O 
از OT B-O 
پایگاه OT B-O 
داده OT B-O 
های OT B-O 
سیستم OT B-O 
های OT B-O 
تراکنشی OT B-O 
, OT B-O 
واکنشی OT B-O 
شده OT B-O 
و OT B-O 
پس OT B-O 
از OT B-O 
پالایش OT B-O 
در OT B-O 
انبار OT B-O 
داده OT B-O 
ها OT B-O 
قرار OT B-O 
می OT B-O 
گیرد OT B-O 
. OT B-O 

به OT B-O 
عنوان OT B-O 
مثال OT B-O 
زمانی OT B-O 
که OT B-O 
شما OT B-O 
از OT B-O 
websocket OT B-O 
Polyfill OT B-O 
استفاده OT B-O 
می OT B-O 
کنید OT B-O 
این OT B-O 
اسکریپت OT B-O 
کلاس OT B-O 
window OT B-O 
. OT B-O 
websocket OT B-O 
را OT B-O 
با OT B-O 
همان OT B-O 
مقادیر OT B-O 
و OT B-O 
متدهای OT B-O 
اورجینال OT B-O 
Websocket OT B-O 
در OT B-O 
مرورگرهای OT B-O 
قدیمی OT B-O 
ایجاد OT B-O 
می OT B-O 
نماید OT B-O 
. OT B-O 
بنابراین OT B-O 
احتیاجی OT B-O 
به OT B-O 
نگارش OT B-O 
API OT B-O 
متفاوت OT B-O 
برای OT B-O 
مرورگرهای OT B-O 
قدیمی OT B-O 
نبوده OT B-O 
تنها OT B-O 
کافیست OT B-O 
API OT B-O 
اصلی OT B-O 
( OT B-O 
websocket OT B-O 
) OT B-O 
را OT B-O 
توسعه OT B-O 
داده OT B-O 
و OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
websocket OT B-O 
Polyfill OT B-O 
این OT B-O 
قابلیت OT B-O 
را OT B-O 
به OT B-O 
مرورگرهای OT B-O 
قدیمی OT B-O 
بیافزایید OT B-O 
. OT B-O 
تقریبا OT B-O 
برای OT B-O 
تمامی OT B-O 
ویژگی OT B-O 
هایی OT B-O 
که OT B-O 
Modernizr OT B-O 
شناسایی OT B-O 
می OT B-O 
کند OT B-O 
یک OT B-O 
اسکریپت OT B-O 
polyfill OT B-O 
جهت OT B-O 
بهینه OT B-O 
سازی OT B-O 
آن OT B-O 
ویژگی OT B-O 
HTML5 OT B-O 
) OT B-O 
یا OT B-O 
CSS3 OT B-O 
( OT B-O 
برای OT B-O 
مروگرهای OT B-O 
قدیمی OT B-O 
نوشته OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 

1 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
دسته‌بندي OT B-O 
SVC‌ها OT B-O 
9 OT B-O 
الف OT B-O 
- OT B-O 
SVC OT B-O 
نوع OT B-O 
امپدانس OT B-O 
متغير OT B-O 
9 OT B-O 
ب OT B-O 
- OT B-O 
انواع OT B-O 
SVC OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
مبدل‌هاي OT B-O 
الكترونيك OT B-O 
قدرت OT B-O 
10 OT B-O 

از OT B-O 
سكشنالايزر OT B-O 
براي OT B-O 
جداسازي OT B-O 
و OT B-O 
ايزوله OT B-O 
كردن OT B-O 
بخش‌هاي OT B-O 
سالم OT B-O 
از OT B-O 
معيوب OT B-O 
استفاده OT B-O 
مي‌شود OT B-O 
و OT B-O 
از OT B-O 
آن OT B-O 
نمي‌توان OT B-O 
براي OT B-O 
قطع OT B-O 
‌كردن OT B-O 
خطا OT B-O 
استفاده OT B-O 
كرد OT B-O 
و OT B-O 
مي‌توان OT B-O 
از OT B-O 
آن OT B-O 
براي OT B-O 
كمك OT B-O 
كردن OT B-O 
به OT B-O 
ديژنكتور OT B-O 
يا OT B-O 
ريكلوزر OT B-O 
استفاده OT B-O 
كرد OT B-O 
. OT B-O 
مدلي OT B-O 
از OT B-O 
يك OT B-O 
سكشنالايزر OT B-O 
به OT B-O 
نام OT B-O 
TVS OT B-O 
در OT B-O 
شكل OT B-O 
آمده OT B-O 
در OT B-O 
اين OT B-O 
مدل OT B-O 
يك OT B-O 
دسته OT B-O 
زرد OT B-O 
رنگ OT B-O 
براي OT B-O 
باز OT B-O 
و OT B-O 
يا OT B-O 
بستن OT B-O 
به OT B-O 
طور OT B-O 
دستي OT B-O 
موجود OT B-O 
است OT B-O 
و OT B-O 
در OT B-O 
زمان OT B-O 
اتوماتيك OT B-O 
اگر OT B-O 
كاهش OT B-O 
ولتاژ OT B-O 
و OT B-O 
يا OT B-O 
تلفات OT B-O 
ولتاژ OT B-O 
و OT B-O 
يا OT B-O 
هر OT B-O 
خطايي OT B-O 
به OT B-O 
هر OT B-O 
دليلي OT B-O 
بوجود OT B-O 
بيايد OT B-O 
سكشنالايزر OT B-O 
باز OT B-O 
مي‌شود OT B-O 
و OT B-O 
اگر OT B-O 
قبل OT B-O 
از OT B-O 
اين OT B-O 
كه OT B-O 
سكشنالايزر OT B-O 
ريست OT B-O 
شود OT B-O 
اتفاق OT B-O 
بيفتد OT B-O 
TVS OT B-O 
باز OT B-O 
و OT B-O 
Lochoue OT B-O 
مي‌شود OT B-O 
. OT B-O 
مكانيزم OT B-O 
داده‌هايي OT B-O 
از OT B-O 
TVS OT B-O 
15 OT B-O 
و OT B-O 
TVS OT B-O 
27 OT B-O 
با OT B-O 
هم OT B-O 
مقايسه OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 

این OT B-O 
مشکل OT B-O 
وقتی OT B-O 
متوسط OT B-O 
سرعت OT B-O 
خودرو OT B-O 
ها OT B-O 
افزایش OT B-O 
می OT B-O 
یابد OT B-O 
بیشتر OT B-O 
حیاتی OT B-O 
می OT B-O 
شود OT B-O 
، OT B-O 
ما OT B-O 
سیستم OT B-O 
خود OT B-O 
را OT B-O 
برای OT B-O 
سرعت OT B-O 
متوسط OT B-O 
m OT B-O 
/ OT B-O 
s35 OT B-O 
شبیه OT B-O 
سازی OT B-O 
می OT B-O 
کنیم OT B-O 
. OT B-O 
گرچه OT B-O 
کاهش OT B-O 
تاخیر OT B-O 
باعث OT B-O 
افزایش OT B-O 
علایم OT B-O 
تکراری OT B-O 
می OT B-O 
شود OT B-O 
اما OT B-O 
هنوز OT B-O 
بزرگتر OT B-O 
از OT B-O 
UMB OT B-O 
است OT B-O 
. OT B-O 
این OT B-O 
یک OT B-O 
واقعیت OT B-O 
است OT B-O 
ک OT B-O 
ه OT B-O 
بر OT B-O 
خلاف OT B-O 
UMB OT B-O 
، OT B-O 
DP OT B-O 
- OT B-O 
IB OT B-O 
قادر OT B-O 
به OT B-O 
پنهان OT B-O 
کردن OT B-O 
مشکل OT B-O 
است OT B-O 
چون OT B-O 
از OT B-O 
دو OT B-O 
روش OT B-O 
hand- OT B-O 
shake OT B-O 
سبک OT B-O 
IEEE OT B-O 
802 OT B-O 
. OT B-O 
11 OT B-O 
استاندارد OT B-O 
MAC OT B-O 
استفاده OT B-O 
می OT B-O 
کند OT B-O 
و OT B-O 
همچنین OT B-O 
واقعیت OT B-O 
این OT B-O 
است OT B-O 
که OT B-O 
خود OT B-O 
علایم OT B-O 
مقداری OT B-O 
ترافیک OT B-O 
اضافی OT B-O 
تحمیل OT B-O 
می OT B-O 
کنند OT B-O 
و OT B-O 
این OT B-O 
باعث OT B-O 
تاخیر OT B-O 
بیشتر OT B-O 
در OT B-O 
شبکه OT B-O 
می OT B-O 
شود OT B-O 
. OT B-O 

اگر OT B-O 
چه OT B-O 
به OT B-O 
روزرسانی‌های OT B-O 
اندروید OT B-O 
2 OT B-O 
. OT B-O 
1 OT B-O 
چندان OT B-O 
چشمگیر OT B-O 
نبود OT B-O 
، OT B-O 
ولی OT B-O 
برای OT B-O 
گوگل OT B-O 
یک OT B-O 
تغییر OT B-O 
استراتژیک OT B-O 
به OT B-O 
حساب OT B-O 
می‌آمد OT B-O 
. OT B-O 
شاید OT B-O 
این OT B-O 
موضوع OT B-O 
ارتباط OT B-O 
مستقیمی OT B-O 
با OT B-O 
دستکاری OT B-O 
ظاهر OT B-O 
اصلی OT B-O 
اندروید OT B-O 
و OT B-O 
عرضه OT B-O 
نسخه‌های OT B-O 
سفارشی OT B-O 
برای OT B-O 
شرکای OT B-O 
تجاری OT B-O 
این OT B-O 
شرکت OT B-O 
در OT B-O 
محصولات‌شان OT B-O 
داشته OT B-O 
است OT B-O 
. OT B-O 
گوگل OT B-O 
کوشید OT B-O 
تا OT B-O 
با OT B-O 
همکاری OT B-O 
مستقیم OT B-O 
با OT B-O 
شرکت OT B-O 
HTC OT B-O 
محصول OT B-O 
اختصاصی OT B-O 
خود OT B-O 
را OT B-O 
روانه OT B-O 
بازار OT B-O 
کند OT B-O 
، OT B-O 
گوشی OT B-O 
تلفن OT B-O 
همراهی OT B-O 
که OT B-O 
تجربه‌ای OT B-O 
ناب OT B-O 
از OT B-O 
اندروید OT B-O 
2 OT B-O 
. OT B-O 
1 OT B-O 
باشد OT B-O 
و OT B-O 
هیچ OT B-O 
دستکاری OT B-O 
در OT B-O 
سیستم OT B-O 
‌عامل OT B-O 
آن OT B-O 
روی OT B-O 
نداده OT B-O 
باشد OT B-O 
، OT B-O 
و OT B-O 
درست OT B-O 
همان OT B-O 
اندروید OT B-O 
ایده‌آلی OT B-O 
باشد OT B-O 
که OT B-O 
در OT B-O 
ذهن OT B-O 
گوگل OT B-O 
نقش OT B-O 
بسته OT B-O 
است OT B-O 
. OT B-O 

سري OT B-O 
دوم OT B-O 
، OT B-O 
اسمارت‌فون‌هاي OT B-O 
سري OT B-O 
80 OT B-O 
هستند OT B-O 
كه OT B-O 
تعداد OT B-O 
نرم‌افزارهاي OT B-O 
آنها OT B-O 
به OT B-O 
اندازه OT B-O 
سري OT B-O 
60 OT B-O 
نيست OT B-O 
. OT B-O 
اسمارت‌فون‌هاي OT B-O 
سري OT B-O 
90 OT B-O 
براي OT B-O 
گوشي‌هاي OT B-O 
خاصي OT B-O 
طراحي OT B-O 
شده OT B-O 
كه OT B-O 
از OT B-O 
لحاظ OT B-O 
سيستم OT B-O 
‌عامل OT B-O 
، OT B-O 
امكانات OT B-O 
بسياري OT B-O 
را OT B-O 
به OT B-O 
كاربر OT B-O 
ارائه OT B-O 
مي‌‌دهد OT B-O 
، OT B-O 
اما OT B-O 
مانند OT B-O 
سري OT B-O 
80 OT B-O 
در OT B-O 
پشتيباني OT B-O 
از OT B-O 
برخي OT B-O 
نرم‌افزارها OT B-O 
مشكل OT B-O 
‌ OT B-O 
دارد OT B-O 
. OT B-O 
آخرين OT B-O 
سري OT B-O 
اسمارت OT B-O 
فون‌هاي OT B-O 
UIQ OT B-O 
هستند OT B-O 
كه OT B-O 
اين OT B-O 
سيستم OT B-O 
‌عامل OT B-O 
بيشتر OT B-O 
براي OT B-O 
گوشي‌هاي OT B-O 
قلم‌دار OT B-O 
كاربرد OT B-O 
دارد OT B-O 
. OT B-O 

لازم OT B-O 
به OT B-O 
ذكر OT B-O 
است OT B-O 
كه OT B-O 
روش‌هاي OT B-O 
بسيار OT B-O 
زيادي OT B-O 
براي OT B-O 
مدولاسيون OT B-O 
ديجيتال OT B-O 
وجود OT B-O 
دارد OT B-O 
ولي OT B-O 
به OT B-O 
طور OT B-O 
كلي OT B-O 
مدولاسيون OT B-O 
بر OT B-O 
روي OT B-O 
سه OT B-O 
پارامتر OT B-O 
اصلي OT B-O 
سيگنال OT B-O 
صورت OT B-O 
مي‌گيرد OT B-O 
. OT B-O 
فرض OT B-O 
كنيم OT B-O 
سينگنال OT B-O 
داراي OT B-O 
فرم OT B-O 
كلي OT B-O 
به OT B-O 
صورت OT B-O 
زير OT B-O 
باشد OT B-O 
: OT B-O 
در OT B-O 
رابطه‌ي OT B-O 
بالا OT B-O 
A OT B-O 
( OT B-O 
t OT B-O 
) OT B-O 
دامنه OT B-O 
سيگنال OT B-O 
، OT B-O 
w OT B-O 
فركانس OT B-O 
و OT B-O 
اختلاف OT B-O 
فاز OT B-O 
سيگنال OT B-O 
است OT B-O 
و OT B-O 
به OT B-O 
طور OT B-O 
كلي OT B-O 
به OT B-O 
مجموعه‌ي OT B-O 
، OT B-O 
آرگومان OT B-O 
يا OT B-O 
فاز OT B-O 
سيگنال OT B-O 
مي‌گويند OT B-O 
. OT B-O 

1 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
6 OT B-O 
- OT B-O 
مدل OT B-O 
p OT B-O 
- OT B-O 
out OT B-O 
- OT B-O 
of OT B-O 
- OT B-O 
q OT B-O 
این OT B-O 
مدل OT B-O 
بدین OT B-O 
معنی OT B-O 
است OT B-O 
که OT B-O 
یک OT B-O 
فرایند OT B-O 
به OT B-O 
طور OT B-O 
همزمان OT B-O 
درخواست OT B-O 
q OT B-O 
منبع OT B-O 
را OT B-O 
می OT B-O 
نماید OT B-O 
و OT B-O 
تا OT B-O 
زمانی OT B-O 
که OT B-O 
p OT B-O 
منبع OT B-O 
را OT B-O 
بدست OT B-O 
آورد OT B-O 
، OT B-O 
مسدود OT B-O 
می OT B-O 
ماند OT B-O 
. OT B-O 
این OT B-O 
مدل OT B-O 
نوع OT B-O 
دیگر OT B-O 
AND OT B-O 
- OT B-O 
OR OT B-O 
است OT B-O 
که OT B-O 
ترکیبی OT B-O 
از OT B-O 
مدلهای OT B-O 
OR OT B-O 
و OT B-O 
AND OT B-O 
است OT B-O 
به OT B-O 
عنوان OT B-O 
مثال OT B-O 
( OT B-O 
b OT B-O 
OR OT B-O 
c OT B-O 
) OT B-O 
AND OT B-O 
q OT B-O 
. OT B-O 

سایر OT B-O 
مشخصات OT B-O 
سیمولاتور OT B-O 
